Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.210s)
CreateVariables () DONE !!!
Creating 4 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3
2.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	1.32	0.00
4.00	0.00	0.00	2.00	0.00
5.00	1.37	1.38	2.00	1.57
6.00	1.99	2.00	2.00	2.00
7.00	2.00	2.00	2.00	2.00
8.00	1.99	2.00	1.99	2.00
9.00	2.00	2.00	2.00	2.00
10.00	2.00	1.99	2.00	2.00
11.00	1.99	2.00	2.00	2.00
12.00	2.00	2.00	2.00	1.99
13.00	1.99	2.00	2.00	0.77
14.00	1.99	2.00	1.99	2.61
15.00	2.00	1.99	2.00	1.99
16.00	2.00	2.00	2.00	2.00
17.00	2.00	2.00	2.00	1.99
18.00	2.00	2.00	2.00	2.00
19.00	1.98	2.00	2.00	2.00
20.00	2.00	2.00	1.99	2.00
21.00	1.99	2.00	2.00	2.00
22.00	2.00	2.00	2.00	2.00
23.00	2.00	1.99	2.00	1.99
24.00	2.00	2.00	2.00	2.01
25.00	1.99	2.00	2.00	1.99
26.00	2.00	2.00	1.99	2.00
27.00	2.00	2.00	2.00	1.99
28.00	2.00	1.99	2.00	1.99
29.00	1.99	2.00	2.00	2.00
30.00	2.00	2.00	2.00	1.99
31.00	1.99	1.99	2.00	2.00
32.00	1.99	2.00	1.99	2.00
33.00	1.99	2.00	2.00	2.00
34.00	2.00	2.00	2.00	2.00
35.00	1.99	2.00	2.00	1.99
36.00	2.00	1.99	2.00	2.00
37.00	2.00	2.00	2.00	2.00
38.00	1.99	2.00	1.99	2.00
39.00	1.99	1.98	2.00	1.99
40.00	2.00	1.99	2.00	2.00
41.00	1.99	2.00	2.00	1.99
42.00	2.00	2.00	2.00	2.00
43.00	1.99	2.00	2.00	2.00
44.00	2.01	2.00	1.99	2.00
45.00	1.98	2.00	2.00	2.00
46.00	2.00	1.99	2.00	2.00
47.00	2.00	2.00	2.00	1.99
48.00	2.00	2.00	2.00	2.01
49.00	1.99	2.00	2.00	1.99
50.00	2.00	2.00	2.00	2.00
51.00	2.00	2.00	1.99	2.00
52.00	2.00	2.00	2.00	2.00
53.00	2.00	1.99	2.00	1.99
54.00	2.00	2.00	2.00	1.99
55.00	1.98	2.00	2.00	2.00
56.00	2.01	2.00	2.00	1.99
57.00	1.98	2.00	1.99	2.00
58.00	2.00	1.99	2.00	2.00
59.00	2.00	2.00	2.00	2.00
60.00	2.00	2.00	2.00	2.00
61.00	2.00	2.00	2.00	2.00
62.00	1.99	2.00	2.00	1.99
