Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (3.482s)
CreateVariables () DONE !!!
Creating 9 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8
2.00	1.92	1.47	0.66	0.04	1.99	0.00	0.00	0.00	1.45
3.00	0.33	1.61	1.85	0.13	2.00	0.00	0.00	0.71	2.00
4.00	0.00	1.44	1.32	1.97	2.00	0.00	0.00	1.99	2.00
5.00	0.00	0.99	2.11	2.00	2.00	1.93	1.92	0.84	0.93
6.00	0.00	0.78	1.81	1.92	2.00	1.83	1.77	0.48	0.48
7.00	0.22	2.72	2.08	2.06	2.00	2.13	2.01	0.25	0.25
8.00	1.28	1.98	1.97	2.00	1.99	1.98	2.00	0.00	0.00
9.00	1.99	1.97	1.99	2.00	2.00	2.00	0.32	0.00	0.93
10.00	1.99	1.88	1.99	2.00	2.00	1.97	3.12	0.87	0.87
11.00	2.00	1.94	1.99	2.00	2.00	1.99	1.98	2.00	1.99
12.00	1.99	1.97	1.99	2.00	2.00	2.01	2.00	1.99	2.00
13.00	2.00	1.93	1.99	2.00	2.00	1.99	1.99	1.99	1.99
14.00	1.99	1.97	1.98	1.99	1.99	1.98	2.00	2.00	2.00
15.00	1.97	1.92	2.00	2.00	2.00	2.00	1.94	1.98	1.99
16.00	1.99	1.94	1.97	2.00	2.00	1.99	1.98	2.00	1.99
17.00	1.99	1.99	2.00	2.00	2.00	1.99	2.00	1.99	2.00
18.00	1.99	1.95	1.99	2.00	2.00	2.00	1.95	1.98	1.99
19.00	2.00	1.88	2.00	2.00	2.00	1.98	2.00	2.00	2.00
20.00	2.00	1.94	1.99	1.99	1.99	2.00	1.98	2.00	1.99
21.00	1.97	1.95	2.00	2.00	2.00	1.97	1.99	2.00	1.99
22.00	1.99	1.92	1.99	2.00	2.00	2.00	1.97	1.98	1.99
23.00	2.00	1.97	2.00	2.00	2.00	1.99	1.98	2.00	2.00
24.00	2.00	1.94	1.98	2.00	2.00	1.99	1.99	1.98	1.99
25.00	2.00	1.93	2.00	2.00	2.00	1.99	2.00	2.00	2.00
26.00	2.00	1.97	1.99	1.99	1.99	1.99	1.99	2.00	2.00
27.00	2.00	1.97	1.99	2.00	2.00	2.00	1.99	2.00	2.00
28.00	2.00	1.97	1.99	2.00	2.00	1.99	2.00	1.98	1.99
29.00	2.00	1.99	1.99	2.00	2.00	1.99	1.98	2.00	1.99
30.00	1.97	1.98	1.97	2.00	2.00	2.00	1.98	1.99	2.00
31.00	2.00	1.99	1.98	2.00	2.00	1.98	2.00	1.99	2.00
32.00	2.00	1.97	1.99	1.99	1.99	1.99	1.99	2.00	2.00
33.00	1.98	1.95	1.99	2.00	2.00	2.00	1.99	1.98	2.00
34.00	2.00	1.94	1.99	2.00	2.00	2.00	2.00	2.00	1.99
35.00	1.99	1.97	1.98	2.00	2.00	1.97	1.98	1.99	2.00
36.00	2.00	1.92	1.99	2.00	2.00	1.98	2.00	1.99	2.00
37.00	2.00	1.95	2.00	2.00	2.00	1.98	2.00	2.00	2.00
38.00	1.99	1.94	2.00	1.99	1.99	1.98	1.98	2.00	2.00
39.00	1.98	1.93	1.99	2.00	2.00	1.98	1.98	1.99	2.00
40.00	1.99	1.95	2.00	2.00	2.00	2.00	1.99	1.99	1.99
41.00	1.99	1.93	1.98	2.00	2.00	2.00	1.98	2.00	2.00
42.00	1.99	1.97	1.95	2.00	2.00	2.00	2.00	1.99	1.98
43.00	2.00	1.95	1.98	2.00	2.00	1.99	1.97	2.00	2.00
44.00	2.00	1.95	1.98	1.99	1.99	2.00	2.00	2.00	2.00
45.00	2.00	1.97	1.99	2.00	2.00	1.97	1.99	1.99	1.99
46.00	1.99	1.93	1.98	2.00	2.00	2.00	2.00	2.00	2.00
47.00	2.00	1.99	1.99	2.00	2.00	1.98	1.99	1.99	1.98
48.00	2.00	1.93	2.00	2.00	2.00	2.00	2.00	2.00	1.99
49.00	2.00	1.95	1.98	2.00	2.00	1.99	2.00	2.00	2.00
50.00	2.00	1.93	1.99	1.99	2.00	1.99	1.99	2.00	1.99
51.00	2.00	1.99	1.99	2.00	1.99	2.00	2.00	1.99	1.99
52.00	1.99	1.98	1.98	2.00	2.00	1.98	1.98	2.00	1.99
53.00	2.00	1.93	1.98	2.00	2.00	2.00	1.98	1.99	1.98
54.00	1.98	1.97	1.99	2.00	2.00	2.00	1.99	2.00	1.99
55.00	2.00	1.94	2.00	2.00	2.00	1.99	1.99	2.00	2.00
56.00	1.99	1.97	1.99	1.99	2.00	1.97	2.00	2.00	2.00
57.00	1.99	1.93	1.98	2.00	1.99	2.00	1.98	1.98	2.00
