Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.253s)
CreateVariables () DONE !!!
Creating 5 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4
2.00	0.42	1.77	1.99	1.93	0.40
3.00	1.20	1.20	2.00	0.93	1.40
4.00	0.99	1.64	2.00	1.32	0.60
5.00	0.86	1.70	2.00	1.75	0.88
6.00	0.74	1.52	2.00	1.72	0.98
7.00	0.73	1.59	2.00	1.60	0.99
8.00	0.32	1.85	1.99	1.71	0.87
9.00	0.65	1.64	2.00	1.67	0.95
10.00	0.82	1.55	2.00	1.72	0.82
11.00	0.98	1.65	2.00	1.47	0.87
12.00	0.87	1.67	2.00	1.66	0.72
13.00	0.93	1.59	2.00	1.54	0.69
14.00	0.97	1.65	1.99	1.48	0.77
15.00	1.11	1.65	2.00	1.40	0.75
16.00	0.86	1.33	2.00	1.63	0.81
17.00	0.88	1.59	2.00	1.59	0.82
18.00	0.65	1.74	2.00	1.65	0.99
19.00	0.45	2.00	2.00	1.68	0.86
20.00	0.98	1.55	1.99	1.58	0.73
21.00	0.86	1.57	2.00	1.60	0.82
22.00	0.75	1.53	2.00	1.73	0.89
23.00	0.88	1.57	2.00	1.41	0.86
24.00	0.95	1.71	2.00	1.57	0.79
25.00	0.88	1.66	2.00	1.58	0.74
26.00	0.81	1.57	1.99	1.73	0.71
27.00	0.79	1.73	2.00	1.85	0.42
28.00	0.82	1.57	2.00	2.28	0.31
29.00	0.39	2.08	2.00	1.37	1.10
30.00	0.40	1.74	2.00	1.90	0.95
31.00	0.60	1.98	2.00	1.64	0.77
32.00	0.98	1.61	1.99	1.38	0.57
33.00	0.75	1.48	2.00	1.86	0.89
34.00	1.20	1.75	2.00	1.44	0.74
35.00	0.84	1.60	2.00	1.78	0.72
36.00	1.02	1.75	2.00	1.68	0.48
37.00	0.52	1.85	2.00	1.85	0.78
38.00	0.84	2.11	1.99	1.52	0.45
39.00	1.07	1.42	2.00	1.65	0.45
40.00	0.79	1.64	2.00	1.73	0.82
41.00	0.98	1.51	2.00	1.48	0.82
42.00	0.81	1.54	2.00	1.58	0.94
43.00	0.77	1.52	2.00	1.59	0.93
44.00	0.80	1.60	1.99	1.63	0.86
45.00	0.95	1.57	2.00	1.42	0.93
46.00	0.93	1.66	2.00	1.92	0.40
47.00	0.86	1.70	2.00	1.91	0.38
48.00	0.94	1.72	2.00	1.48	0.82
49.00	0.78	1.64	2.00	2.50	0.07
50.00	0.58	1.18	2.00	1.32	1.13
51.00	0.91	1.87	1.99	1.70	0.87
52.00	0.69	1.35	2.00	1.54	0.93
53.00	0.84	1.74	2.00	1.55	0.94
54.00	0.65	1.58	2.00	1.74	0.97
55.00	0.84	1.57	2.00	1.63	0.80
56.00	0.85	1.46	2.00	1.51	0.94
57.00	0.73	1.54	1.99	1.66	0.98
58.00	0.66	1.70	2.00	1.48	0.91
59.00	0.99	1.61	2.00	1.63	0.69
60.00	0.72	1.64	2.00	1.60	1.06
61.00	0.34	1.88	2.00	1.72	0.91
62.00	0.52	1.85	2.00	1.74	0.75
63.00	0.00	2.51	1.99	2.06	0.45
64.00	0.00	2.26	2.00	2.64	0.02
65.00	0.00	2.01	2.00	1.54	1.45
66.00	1.30	0.97	2.00	1.41	1.19
67.00	0.45	2.04	2.00	1.65	0.74
68.00	0.72	1.44	2.00	1.75	0.78
69.00	0.94	1.65	1.99	1.59	0.93
70.00	0.88	1.65	2.00	1.57	0.74
71.00	0.93	1.51	2.00	1.60	0.80
72.00	0.87	1.58	2.00	1.95	0.49
73.00	0.40	1.78	2.00	1.83	0.80
74.00	0.74	1.67	2.00	1.55	0.84
75.00	0.04	2.21	1.99	1.83	0.99
76.00	1.01	1.53	2.00	1.60	0.81
77.00	0.87	1.59	2.00	1.46	0.91
78.00	0.95	1.86	2.00	1.88	0.16
79.00	0.89	1.54	2.00	1.87	0.52
80.00	0.93	1.67	2.00	1.53	0.84
81.00	0.88	1.59	1.99	1.53	0.80
82.00	0.68	1.52	2.00	1.65	0.92
83.00	0.33	1.80	2.00	1.71	0.98
84.00	0.85	1.77	2.00	1.60	0.78
85.00	0.95	1.66	2.00	1.50	0.84
86.00	0.93	1.64	2.00	1.68	0.66
87.00	0.79	1.54	1.99	1.60	0.94
