Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.235s)
CreateVariables () DONE !!!
Creating 5 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4
2.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	1.77	0.00	0.00
4.00	0.00	0.00	2.00	0.00	0.00
5.00	0.94	1.24	2.00	1.02	0.88
6.00	0.93	1.35	2.00	1.57	1.05
7.00	0.49	1.18	2.00	1.59	1.07
8.00	1.07	1.97	1.99	1.71	0.81
9.00	0.77	1.64	2.00	1.59	0.92
10.00	0.86	1.73	2.00	1.65	0.80
11.00	0.62	1.90	2.00	2.10	0.34
12.00	0.00	2.44	2.00	2.56	0.00
13.00	0.60	1.77	2.00	1.70	0.49
14.00	1.17	1.45	1.99	1.38	1.06
15.00	0.85	1.64	2.00	1.68	0.69
16.00	0.87	1.74	2.00	1.47	0.79
17.00	0.84	1.46	2.00	1.75	0.77
18.00	0.75	1.65	2.00	1.79	0.86
19.00	0.82	1.65	2.00	1.66	0.87
20.00	0.00	2.32	1.99	2.71	0.00
21.00	0.00	2.07	2.00	1.77	0.82
22.00	0.00	2.39	2.00	1.42	1.24
23.00	0.66	1.58	2.00	1.72	0.89
24.00	0.89	1.46	2.00	1.77	0.82
25.00	0.98	1.58	2.00	1.59	0.77
26.00	0.92	1.59	1.99	1.65	0.75
27.00	0.85	1.60	2.00	1.85	0.65
28.00	0.94	1.84	2.00	2.36	0.00
29.00	0.71	1.84	2.00	2.23	0.33
30.00	0.00	2.44	2.00	1.47	1.19
31.00	0.00	2.37	2.00	1.57	0.92
32.00	0.00	2.01	1.99	2.33	0.64
33.00	0.44	1.78	2.00	1.91	0.93
34.00	1.25	1.26	2.00	1.84	0.49
35.00	0.82	1.68	2.00	2.20	0.16
36.00	0.93	1.67	2.00	1.48	0.74
37.00	0.46	2.01	2.00	2.39	0.00
38.00	0.87	1.88	1.99	2.28	0.00
39.00	0.97	1.66	2.00	1.51	0.75
40.00	0.12	2.31	2.00	1.90	0.71
41.00	0.00	2.12	2.00	1.66	0.99
42.00	0.00	2.28	2.00	2.00	0.80
43.00	0.82	1.41	2.00	1.59	1.00
44.00	1.06	1.52	1.99	1.57	0.69
45.00	0.98	1.54	2.00	1.75	0.58
46.00	0.60	1.86	2.00	2.58	0.00
47.00	0.85	1.65	2.00	1.68	0.54
48.00	0.87	1.54	2.00	1.42	1.05
49.00	0.64	1.81	2.00	1.66	0.85
50.00	0.00	2.26	2.00	1.67	0.86
51.00	0.00	2.34	1.99	1.70	0.92
52.00	0.00	2.08	2.00	1.88	1.11
53.00	1.24	1.38	2.00	1.48	0.89
54.00	0.98	1.63	2.00	2.41	0.00
55.00	0.81	1.65	2.00	2.27	0.00
56.00	1.14	1.57	2.00	2.11	0.00
57.00	0.95	1.65	1.99	1.68	0.67
58.00	0.80	1.77	2.00	1.33	1.12
59.00	0.47	1.93	2.00	1.95	0.59
60.00	0.00	2.33	2.00	1.63	1.01
61.00	0.00	2.32	2.00	1.67	0.86
62.00	0.00	2.07	2.00	1.83	0.97
63.00	0.00	2.04	1.99	2.30	0.71
64.00	0.00	2.00	2.00	2.38	0.57
65.00	0.00	1.98	2.00	1.75	0.91
66.00	0.00	1.98	2.00	2.07	0.87
67.00	0.81	1.34	2.00	1.12	1.57
68.00	1.02	1.57	2.00	1.66	0.73
69.00	0.82	1.79	1.99	1.75	0.57
70.00	0.92	1.57	2.00	1.53	0.89
71.00	0.92	1.51	2.00	1.78	0.77
72.00	0.75	1.78	2.00	2.41	0.00
73.00	0.67	1.93	2.00	2.30	0.00
74.00	0.00	2.67	2.00	2.00	0.00
75.00	0.99	1.32	1.99	1.33	1.01
76.00	0.93	1.46	2.00	1.37	0.95
77.00	0.99	1.67	2.00	1.37	0.80
78.00	0.88	1.42	2.00	1.57	0.93
79.00	0.86	1.58	2.00	1.68	0.79
80.00	0.81	1.44	2.00	1.45	0.84
81.00	0.66	1.75	1.99	1.90	0.65
82.00	0.00	2.57	2.00	2.64	0.00
83.00	0.79	1.66	2.00	1.68	0.78
84.00	1.14	1.32	2.00	1.28	1.08
85.00	0.80	1.54	2.00	1.38	1.00
86.00	0.82	1.59	2.00	1.51	0.86
87.00	0.89	1.59	1.99	1.57	0.84
88.00	0.60	1.84	2.00	1.98	0.45
89.00	0.39	2.03	2.00	1.58	0.73
90.00	0.37	2.16	2.00	2.57	0.00
91.00	0.00	2.48	2.00	2.34	0.00
92.00	0.00	2.00	2.00	2.00	0.00
93.00	0.75	1.47	1.99	1.48	0.85
94.00	0.91	1.34	2.00	1.38	1.14
95.00	0.81	1.44	2.00	1.66	0.88
96.00	0.87	1.83	2.00	1.45	0.81
97.00	0.97	1.57	2.00	1.61	0.73
98.00	0.88	1.74	2.00	1.55	0.78
99.00	0.71	1.72	2.00	1.92	0.73
100.00	0.00	2.76	1.99	2.40	0.00
101.00	0.00	1.79	2.00	1.90	0.95
102.00	0.00	2.19	2.00	1.46	1.28
103.00	0.72	1.55	2.00	1.58	1.05
104.00	1.13	1.32	2.00	1.60	0.78
105.00	0.75	1.54	2.00	1.71	0.86
106.00	0.77	1.58	1.99	1.61	0.93
107.00	0.84	1.68	2.00	1.71	0.68
108.00	1.00	1.68	2.00	2.30	0.00
109.00	0.65	1.79	2.00	2.44	0.12
110.00	0.00	2.80	2.00	1.48	0.60
111.00	0.77	1.57	2.00	1.33	1.17
112.00	1.10	1.35	1.99	1.58	0.93
113.00	0.60	1.70	2.00	1.73	0.84
114.00	0.91	1.47	2.00	1.57	0.87
115.00	0.81	1.52	2.00	1.60	0.93
116.00	1.05	1.87	2.00	1.86	0.09
117.00	0.78	1.52	2.00	2.57	0.00
118.00	0.00	2.73	1.99	2.30	0.00
119.00	0.78	1.65	2.00	1.52	0.82
120.00	1.00	1.44	2.00	1.42	1.07
121.00	0.68	1.51	2.00	1.59	0.87
122.00	0.75	1.60	2.00	1.65	0.89
123.00	0.75	1.50	2.00	1.47	0.94
124.00	0.77	1.66	1.99	1.71	0.89
125.00	0.55	1.64	2.00	1.99	0.73
126.00	0.00	2.40	2.00	2.57	0.00
127.00	0.48	2.11	2.00	1.40	0.93
128.00	1.15	1.27	2.00	1.47	0.98
129.00	0.84	1.54	2.00	1.51	0.94
130.00	0.94	1.65	1.99	1.77	0.71
131.00	0.74	1.57	2.00	1.58	0.92
132.00	0.82	1.47	2.00	1.58	0.89
133.00	0.93	1.65	2.00	1.65	0.51
134.00	0.12	2.24	2.00	2.52	0.00
135.00	0.00	2.52	2.00	2.36	0.00
136.00	0.00	1.98	1.99	2.00	0.00
137.00	0.88	1.83	2.00	1.97	0.00
138.00	1.52	1.42	2.00	2.01	0.00
139.00	0.84	2.11	2.00	1.99	0.00
140.00	1.18	1.72	2.00	2.03	0.00
141.00	1.05	1.83	2.00	1.97	0.00
142.00	1.27	1.71	2.00	2.00	0.00
143.00	0.89	2.19	1.99	1.99	0.00
144.00	0.00	2.40	2.00	1.99	0.00
145.00	0.78	1.78	2.00	1.95	0.00
146.00	1.37	1.40	2.00	2.00	0.00
147.00	1.17	1.88	2.00	1.99	0.00
148.00	1.26	1.79	2.00	1.99	0.00
149.00	1.13	1.79	1.99	1.99	0.00
150.00	1.05	1.94	2.00	1.99	0.00
151.00	1.01	2.01	2.00	1.88	0.00
152.00	0.00	2.52	2.00	2.07	0.00
153.00	0.87	1.46	2.00	1.40	0.85
154.00	0.88	1.42	2.00	1.59	1.11
155.00	0.95	1.63	1.99	1.31	0.80
156.00	0.77	1.51	2.00	1.83	0.73
157.00	0.98	1.60	2.00	1.70	0.78
158.00	0.98	1.59	2.00	1.65	0.71
159.00	0.66	2.31	2.00	1.47	0.59
160.00	0.00	2.21	2.00	2.93	0.00
161.00	1.04	1.24	1.99	1.32	1.14
162.00	0.95	1.74	2.00	1.37	0.77
163.00	0.94	1.48	2.00	1.63	0.92
164.00	0.80	1.64	2.00	1.81	0.78
165.00	0.87	1.65	2.00	1.61	0.78
166.00	0.98	1.65	2.00	1.57	0.73
167.00	0.46	2.04	1.99	1.97	0.53
168.00	0.00	2.43	2.00	2.58	0.00
169.00	0.97	1.60	2.00	1.54	0.86
170.00	0.93	1.45	2.00	1.50	0.99
171.00	0.98	1.64	2.00	1.63	0.71
172.00	0.86	1.65	2.00	1.71	0.86
173.00	0.71	1.65	1.99	1.71	0.85
174.00	0.73	1.63	2.00	1.51	1.05
175.00	0.40	1.94	2.00	1.81	0.68
176.00	0.00	2.50	2.00	2.51	0.00
177.00	1.00	1.65	2.00	2.21	0.00
178.00	1.39	1.54	2.00	2.03	0.00
179.00	0.79	1.66	1.99	1.35	1.07
10.2.1.2	2.04	7.90
10.1.1.2	1.82	316041.64
10.1.1.4	1.84	297590.37
10.1.1.1	0.69	444644.49
10.1.1.5	0.63	457730.66
