Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.314s)
CreateVariables () DONE !!!
Creating 5 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4
2.00	0.00	1.68	1.99	0.73	1.32
3.00	0.00	1.60	2.00	0.98	0.59
4.00	0.00	1.12	2.00	0.78	0.16
5.00	0.00	2.20	2.00	0.08	1.88
6.00	0.00	1.50	2.00	0.94	0.66
7.00	0.00	1.68	2.00	0.67	0.38
8.00	0.00	1.31	1.99	0.68	0.58
9.00	0.00	1.32	2.00	0.69	0.16
10.00	0.00	1.85	2.00	0.02	0.49
11.00	0.00	1.00	2.00	0.71	0.06
12.00	0.00	0.57	2.00	0.00	1.59
13.00	0.00	0.00	2.00	0.09	2.13
14.00	0.00	0.69	1.99	0.41	1.87
15.00	0.00	1.70	2.00	0.24	0.73
16.00	0.00	1.78	2.00	0.99	0.13
17.00	0.00	0.00	2.00	0.01	0.67
18.00	0.00	2.64	2.00	0.87	0.18
19.00	0.00	1.90	2.00	0.87	0.20
20.00	0.00	1.45	1.99	0.65	0.00
21.00	0.00	1.34	2.00	0.98	0.59
22.00	0.00	1.65	2.00	0.78	0.66
23.00	0.00	1.73	2.00	0.94	0.59
24.00	0.00	1.77	2.00	0.78	0.67
25.00	0.00	1.39	2.00	0.64	0.82
26.00	0.00	1.64	1.99	0.95	0.69
27.00	0.00	1.42	2.00	0.66	0.60
28.00	0.00	1.37	2.00	0.44	0.66
29.00	0.00	0.93	2.00	0.00	0.00
30.00	0.00	1.19	2.00	0.29	1.60
31.00	0.00	0.94	2.00	0.31	0.85
32.00	0.00	1.55	1.99	0.20	0.66
33.00	0.00	0.84	2.00	0.60	0.99
34.00	0.00	1.42	2.00	1.46	0.00
35.00	0.00	1.90	2.00	1.01	0.00
36.00	0.00	1.67	2.00	0.39	1.08
37.00	0.00	1.72	2.00	1.10	0.54
38.00	0.00	1.51	1.99	0.69	0.05
39.00	0.00	1.53	2.00	0.91	0.00
40.00	0.00	1.54	2.00	0.60	0.37
41.00	0.00	1.78	2.00	0.54	0.86
42.00	0.00	1.14	2.00	0.58	0.12
43.00	0.00	1.77	2.00	0.35	0.00
44.00	0.00	1.58	1.99	0.87	0.00
45.00	0.00	1.34	2.00	0.12	0.00
46.00	0.00	0.79	2.00	0.53	0.00
47.00	0.00	1.57	2.00	0.22	0.00
48.00	0.00	1.46	2.00	0.74	0.14
49.00	0.00	1.21	2.00	0.66	0.57
50.00	0.00	2.07	2.00	0.89	0.02
51.00	0.00	1.81	1.99	0.87	0.41
52.00	0.00	1.35	2.00	0.74	0.26
53.00	0.00	1.88	2.00	0.66	0.86
54.00	0.00	1.59	2.00	0.69	0.31
55.00	0.00	1.47	2.00	0.66	0.48
56.00	0.00	1.65	2.00	0.75	0.97
57.00	0.00	1.94	1.99	0.80	0.41
58.00	0.00	1.54	2.00	0.60	0.20
59.00	0.00	1.61	2.00	0.88	0.00
60.00	0.00	1.06	2.00	0.55	0.00
61.00	0.00	1.87	2.00	0.39	0.00
62.00	0.00	1.50	2.00	0.92	0.35
63.00	0.00	1.83	1.99	0.95	0.53
64.00	0.00	1.70	2.00	0.72	0.41
65.00	0.00	1.65	2.00	0.68	0.15
66.00	0.00	1.80	2.00	0.99	0.72
67.00	0.00	1.20	2.00	0.48	0.15
68.00	0.00	1.97	2.00	0.04	1.34
69.00	0.00	0.31	1.99	0.24	2.30
70.00	0.00	1.63	2.00	0.35	0.57
71.00	0.00	1.30	2.00	0.73	0.44
72.00	0.00	1.47	2.00	0.48	0.01
73.00	0.00	2.03	2.00	0.94	0.00
74.00	0.00	1.70	2.00	0.69	0.00
75.00	0.00	1.19	1.99	0.51	0.97
76.00	0.00	1.31	2.00	0.02	0.15
77.00	0.00	1.63	2.00	0.84	0.32
78.00	0.00	0.79	2.00	0.22	1.17
79.00	0.00	2.13	2.00	0.60	0.69
80.00	0.00	1.95	2.00	0.88	0.06
81.00	0.00	1.57	1.99	1.24	0.00
82.00	0.00	1.80	2.00	1.06	0.00
83.00	0.00	1.72	2.00	1.06	0.00
84.00	0.00	1.78	2.00	0.79	0.00
85.00	0.00	1.28	2.00	0.46	0.00
86.00	0.00	1.66	2.00	0.81	0.00
87.00	0.00	1.19	1.99	0.65	0.58
88.00	0.00	2.01	2.00	0.59	0.85
89.00	0.00	1.30	2.00	0.62	0.28
90.00	0.00	1.77	2.00	0.54	0.00
91.00	0.00	1.34	2.00	1.08	0.52
92.00	0.00	2.70	2.00	0.47	0.35
93.00	0.00	2.00	1.99	0.00	0.00
94.00	0.00	2.00	2.00	0.00	0.00
95.00	0.00	2.00	2.00	0.00	0.00
96.00	0.00	2.00	2.00	0.00	0.00
97.00	0.00	1.99	2.00	0.00	0.00
98.00	0.00	2.00	2.00	0.00	0.00
99.00	0.00	2.00	2.00	0.00	0.00
100.00	0.00	2.00	1.99	0.00	0.00
101.00	0.00	2.00	2.00	0.00	0.00
102.00	0.00	2.00	2.00	0.00	0.00
103.00	0.00	2.00	2.00	0.00	0.00
104.00	0.00	1.99	2.00	0.00	0.00
105.00	0.00	2.00	2.00	0.00	0.00
106.00	1.97	2.00	1.99	0.00	0.00
107.00	1.99	2.00	2.00	0.00	0.00
108.00	2.00	2.00	2.00	0.00	0.00
109.00	2.00	2.00	2.00	0.00	0.00
110.00	1.99	1.99	2.00	0.00	0.00
111.00	2.00	2.00	2.00	0.00	0.00
112.00	1.68	1.72	1.99	0.15	1.07
113.00	0.69	2.24	2.00	1.27	0.65
114.00	1.35	1.06	2.00	1.45	1.13
115.00	0.78	1.53	2.00	1.68	0.94
116.00	0.68	1.65	2.00	1.60	0.89
117.00	0.87	1.55	2.00	1.54	0.97
118.00	0.77	1.61	1.99	1.77	0.92
119.00	0.67	1.68	2.00	1.66	0.88
120.00	0.85	1.55	2.00	1.67	0.77
121.00	1.11	1.53	2.00	1.51	0.82
122.00	0.95	1.58	2.00	1.51	0.84
123.00	0.94	1.54	2.00	1.19	0.59
124.00	0.86	1.71	1.99	2.13	0.87
125.00	0.85	1.61	2.00	2.05	0.28
126.00	0.89	1.70	2.00	1.47	1.05
127.00	0.78	1.85	2.00	2.10	0.13
128.00	0.84	1.61	2.00	1.40	1.15
129.00	0.79	1.67	2.00	1.66	0.84
130.00	0.78	1.61	1.99	1.74	0.85
131.00	0.86	1.61	2.00	1.58	0.82
132.00	0.94	1.72	2.00	1.40	0.77
133.00	0.78	1.59	2.00	1.59	0.93
134.00	0.79	1.70	2.00	2.12	0.45
135.00	0.98	1.68	2.00	1.39	0.86
136.00	0.98	1.58	1.99	1.54	0.69
137.00	0.99	1.61	2.00	1.59	0.68
138.00	0.68	1.72	2.00	1.68	0.91
139.00	0.94	1.52	2.00	1.53	0.86
140.00	0.77	1.65	2.00	1.77	0.82
141.00	0.86	1.64	2.00	1.48	0.87
142.00	0.38	1.98	2.00	1.98	0.61
143.00	0.19	1.97	1.99	1.70	0.89
