Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.262s)
CreateVariables () DONE !!!
Creating 4 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3
2.00	1.65	1.84	1.98	0.00
3.00	0.58	1.75	2.00	1.85
4.00	0.40	2.00	2.00	1.77
5.00	0.85	1.35	2.00	2.21
6.00	0.08	2.32	2.00	1.86
7.00	0.60	1.68	2.00	2.08
8.00	0.64	1.73	1.99	1.93
9.00	0.53	1.95	2.00	2.07
10.00	0.22	1.57	2.00	1.90
11.00	0.38	2.51	2.00	2.12
12.00	0.80	1.53	2.00	2.00
13.00	0.15	2.33	2.00	1.97
14.00	0.85	1.52	1.99	2.06
15.00	0.33	2.17	2.00	1.86
16.00	0.25	2.01	2.00	2.00
17.00	0.55	1.67	2.00	1.85
18.00	0.22	2.11	2.00	2.08
19.00	0.37	2.20	2.00	2.13
20.00	0.69	1.40	1.99	1.72
21.00	0.21	2.07	2.00	2.28
22.00	0.27	2.17	2.00	2.03
23.00	0.72	2.01	2.00	1.99
24.00	0.59	1.78	2.00	1.72
25.00	0.42	1.83	2.00	2.20
26.00	0.41	1.97	1.99	1.95
27.00	0.49	1.98	2.00	1.93
28.00	0.59	1.78	2.00	2.00
29.00	0.27	1.73	2.00	1.95
30.00	0.26	2.14	2.00	2.04
31.00	0.46	1.93	2.00	1.84
32.00	0.34	2.01	1.99	1.80
33.00	0.49	1.85	2.00	1.91
34.00	0.37	1.94	2.00	2.08
35.00	0.51	1.90	2.00	1.97
36.00	0.00	2.24	2.00	2.00
37.00	0.09	2.11	2.00	1.86
38.00	0.74	1.60	1.99	2.14
39.00	0.45	2.11	2.00	1.84
40.00	0.40	1.84	2.00	1.97
41.00	0.38	1.51	2.00	1.98
42.00	0.26	1.74	2.00	1.12
43.00	0.57	1.65	2.00	2.06
44.00	0.04	2.40	1.99	2.30
45.00	0.53	1.63	2.00	1.95
46.00	0.33	1.87	2.00	2.01
47.00	0.55	1.91	2.00	2.27
48.00	0.31	2.10	2.00	2.24
49.00	0.46	2.14	2.00	2.00
50.00	0.66	1.79	2.00	2.12
51.00	0.45	1.84	1.99	1.98
52.00	0.25	2.13	2.00	1.95
53.00	0.47	2.04	2.00	2.06
54.00	0.57	1.99	2.00	1.93
55.00	0.94	1.68	2.00	1.97
56.00	0.53	2.03	2.00	2.07
57.00	0.54	2.00	1.99	1.99
58.00	0.75	1.67	2.00	1.78
59.00	0.39	1.93	2.00	1.92
60.00	0.58	1.77	2.00	1.57
61.00	0.39	2.31	2.00	1.67
62.00	0.55	1.80	2.00	1.24
63.00	0.15	2.17	1.99	2.59
