Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.296s)
CreateVariables () DONE !!!
Creating 6 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5
2.00	0.81	1.37	1.57	1.99	0.00	0.00
3.00	1.12	1.53	1.85	2.00	0.00	1.90
4.00	0.98	1.35	1.87	2.00	1.48	1.97
5.00	0.92	1.52	1.87	2.00	2.00	2.00
6.00	0.80	1.47	1.91	2.00	2.00	2.01
7.00	0.97	1.46	1.87	2.00	2.00	1.99
8.00	0.65	1.60	1.97	1.99	1.99	1.97
9.00	1.00	1.45	1.83	2.00	2.00	2.00
10.00	0.84	1.55	1.98	2.00	2.00	2.00
11.00	0.79	1.39	1.80	2.00	2.00	1.99
12.00	0.85	1.54	1.93	2.00	2.00	1.99
13.00	0.79	1.47	1.88	2.00	1.99	2.00
14.00	0.88	1.54	1.84	1.99	1.98	1.99
15.00	0.81	1.37	2.19	2.00	1.99	1.88
16.00	0.79	1.70	1.63	2.00	2.01	2.04
17.00	0.92	1.50	1.93	2.00	1.99	2.01
18.00	0.95	1.51	1.94	2.00	2.00	2.00
19.00	0.54	0.84	2.50	2.00	1.99	2.01
20.00	0.00	2.66	1.79	1.99	0.49	0.44
21.00	0.49	1.94	2.04	2.00	3.00	2.46
22.00	1.10	0.66	2.10	2.00	2.00	1.26
23.00	0.53	1.95	1.35	2.00	1.99	1.99
24.00	0.67	1.61	2.01	2.00	2.00	1.99
25.00	0.64	1.93	1.94	2.00	2.00	1.94
26.00	0.84	1.60	1.80	1.99	1.99	1.99
27.00	0.71	1.52	1.94	2.00	1.99	1.97
28.00	0.81	1.63	1.85	2.00	2.01	1.40
29.00	0.88	1.58	1.91	2.00	2.00	1.98
30.00	0.91	1.48	1.77	2.00	1.83	1.77
31.00	0.89	1.47	1.94	2.00	1.99	1.98
32.00	0.93	1.41	1.84	1.99	1.28	1.31
33.00	0.87	1.40	1.86	2.00	2.16	0.00
34.00	1.02	1.48	1.84	2.00	2.00	2.31
35.00	0.97	1.33	1.85	2.00	2.00	2.00
36.00	0.94	1.45	1.80	2.00	1.92	1.87
37.00	0.33	0.55	2.41	2.00	1.85	1.38
38.00	0.00	0.54	1.66	1.99	1.98	1.99
