Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.213s)
CreateVariables () DONE !!!
Creating 5 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4
2.00	1.91	1.47	1.99	0.00	0.00
3.00	1.22	1.21	2.00	1.00	1.34
4.00	0.75	1.58	2.00	0.39	1.95
5.00	0.42	1.80	2.00	1.54	1.02
6.00	0.86	1.59	2.00	1.05	1.33
7.00	0.92	1.57	2.00	1.18	1.24
8.00	2.04	2.54	1.99	0.08	0.24
9.00	1.73	1.90	2.00	0.00	0.94
10.00	1.19	1.25	2.00	0.44	1.85
11.00	1.57	2.36	2.00	0.72	0.29
12.00	1.14	1.30	2.00	0.61	1.60
13.00	1.71	2.21	2.00	0.06	0.71
14.00	1.90	2.06	1.99	0.42	0.52
15.00	2.06	2.07	2.00	0.00	0.42
16.00	1.17	1.25	2.00	0.95	1.37
17.00	1.04	1.55	2.00	0.71	1.21
18.00	1.11	1.51	2.00	0.72	1.54
19.00	0.84	1.53	2.00	1.02	1.27
20.00	1.83	2.36	1.99	0.29	0.48
21.00	1.15	1.27	2.00	1.17	1.25
22.00	0.75	1.45	2.00	0.61	1.71
23.00	0.85	1.54	2.00	0.82	1.59
24.00	0.89	1.67	2.00	0.65	1.61
25.00	0.99	1.42	2.00	1.01	1.25
26.00	0.77	1.59	1.99	1.00	1.50
27.00	0.67	1.61	2.00	0.97	1.50
28.00	0.94	1.60	2.00	0.97	1.22
29.00	0.69	1.61	2.00	0.88	1.57
30.00	0.00	2.86	2.00	0.45	1.47
31.00	1.44	0.75	2.00	1.41	0.86
32.00	0.68	1.71	1.99	0.87	1.60
33.00	0.69	1.53	2.00	1.17	1.33
34.00	0.75	1.51	2.00	1.35	1.05
35.00	0.94	1.68	2.00	0.26	1.84
36.00	1.02	1.61	2.00	0.87	1.46
37.00	0.34	2.14	2.00	1.32	0.84
38.00	0.44	1.91	1.99	1.06	1.11
39.00	0.05	2.18	2.00	0.86	1.66
40.00	1.30	1.20	2.00	0.87	1.40
