Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.242s)
CreateVariables () DONE !!!
Creating 12 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11
2.00	0.73	0.00	0.00	0.00	0.00	1.70	1.99	1.21	0.00	0.55	0.00	0.00
3.00	0.91	0.00	0.00	0.00	0.00	0.86	2.00	0.72	0.00	0.62	0.89	0.00
4.00	0.47	0.00	1.37	0.00	0.00	0.55	2.00	0.99	0.00	0.47	0.34	0.00
5.00	0.07	0.00	0.65	0.00	0.00	0.13	2.00	0.94	0.00	0.71	0.65	0.00
6.00	0.35	0.00	1.63	0.00	0.00	0.13	2.00	0.62	0.00	1.12	0.61	0.00
7.00	0.37	0.00	1.45	0.00	0.00	1.79	2.00	1.63	0.00	1.12	2.01	0.00
8.00	0.24	0.00	0.07	0.00	0.00	0.54	1.99	0.42	0.00	0.92	0.99	0.00
9.00	1.22	0.00	0.00	0.00	0.00	1.68	2.00	0.99	0.00	1.46	1.95	0.00
10.00	0.93	0.00	1.87	0.00	0.00	1.17	2.00	0.15	0.00	0.79	1.34	0.00
11.00	0.16	0.00	0.91	0.00	0.00	1.27	2.00	0.49	0.00	0.35	0.52	0.00
12.00	0.21	0.00	0.86	0.00	0.00	0.84	2.00	0.18	0.00	0.21	1.04	0.00
13.00	0.20	0.00	2.08	0.00	0.00	1.99	2.00	0.33	0.00	0.29	1.85	0.00
14.00	0.49	0.00	1.48	0.00	0.00	1.31	1.99	0.47	0.00	1.10	0.82	0.00
15.00	1.50	0.00	1.90	0.00	0.00	1.78	2.00	1.67	0.00	0.12	1.57	0.00
16.00	0.51	0.00	2.00	0.00	0.00	2.00	2.00	2.00	0.00	1.64	2.03	0.00
17.00	0.08	0.00	2.00	0.00	0.00	1.99	2.00	1.98	0.00	1.31	1.99	0.00
18.00	0.04	0.00	1.55	0.00	0.00	1.19	2.00	1.38	0.00	0.46	1.11	0.00
19.00	0.06	0.00	2.01	0.00	0.00	1.95	2.00	0.69	0.00	2.08	2.24	0.00
20.00	2.53	0.00	1.92	0.00	0.00	1.87	1.99	0.14	0.00	1.91	1.81	0.00
21.00	0.91	0.00	0.77	0.00	0.00	1.28	2.00	0.72	0.00	1.21	0.59	0.00
22.00	1.38	0.00	1.27	0.00	0.00	1.47	2.00	1.63	0.00	1.31	1.31	0.00
23.00	0.48	0.00	0.93	0.00	0.00	2.08	2.00	1.53	0.00	1.52	1.51	0.78
24.00	1.71	0.00	1.79	0.00	0.00	1.41	2.00	1.72	0.00	0.45	1.74	1.75
25.00	0.09	0.00	1.91	0.00	0.00	1.94	2.00	1.31	0.00	1.99	1.91	1.10
26.00	0.52	0.00	1.99	0.00	0.00	2.00	1.99	0.26	0.00	2.00	2.00	0.26
27.00	1.52	0.00	1.59	0.00	0.00	1.97	2.00	0.65	0.00	1.15	1.35	0.66
28.00	1.18	0.00	1.02	0.00	0.00	1.12	2.00	1.15	0.00	0.85	0.48	1.19
29.00	1.33	0.00	1.22	0.00	0.00	1.32	2.00	0.66	0.00	0.75	0.99	0.48
30.00	0.19	0.00	1.52	0.00	0.00	1.81	2.00	0.75	0.00	1.00	0.77	0.81
31.00	0.14	0.00	1.51	0.00	0.00	1.70	2.00	1.20	0.00	1.67	0.41	0.95
32.00	0.31	0.00	1.84	0.00	0.00	2.00	1.99	0.68	0.00	1.81	2.70	0.71
