Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.229s)
CreateVariables () DONE !!!
Creating 4 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3
2.00	1.60	1.92	1.99	0.00
3.00	0.77	1.87	2.00	1.90
4.00	0.61	1.93	2.00	1.84
5.00	0.73	1.64	2.00	2.13
6.00	0.58	1.19	2.00	1.84
7.00	0.48	2.36	2.00	1.92
8.00	0.19	2.28	1.99	1.94
9.00	0.73	1.61	2.00	2.05
10.00	0.47	2.04	2.00	1.85
11.00	0.45	1.83	2.00	1.83
12.00	0.40	1.74	2.00	1.91
13.00	0.39	2.05	2.00	1.83
14.00	0.35	1.87	1.99	2.26
15.00	0.31	2.06	2.00	1.97
16.00	0.42	2.06	2.00	1.92
17.00	0.45	1.84	2.00	2.11
18.00	0.01	2.31	2.00	2.03
19.00	0.57	1.72	2.00	1.98
20.00	0.45	1.94	1.99	2.19
21.00	0.66	1.58	2.00	2.00
22.00	0.28	2.05	2.00	2.13
23.00	0.52	2.04	2.00	2.12
24.00	0.44	1.54	2.00	1.94
25.00	0.20	2.39	2.00	1.91
26.00	0.71	1.83	1.99	1.98
27.00	0.73	1.73	2.00	1.74
28.00	0.40	1.93	2.00	2.39
29.00	0.41	2.30	2.00	1.92
30.00	0.84	1.66	2.00	1.95
31.00	0.57	1.84	2.00	1.92
32.00	0.20	2.00	1.99	2.04
33.00	0.15	2.20	2.00	2.08
34.00	0.89	1.42	2.00	1.81
35.00	0.42	1.83	2.00	1.88
36.00	0.33	2.12	2.00	1.86
37.00	0.16	2.12	2.00	2.06
38.00	0.67	1.99	1.99	1.94
39.00	0.44	1.66	2.00	2.13
40.00	0.00	2.39	2.00	2.14
41.00	0.87	1.71	2.00	2.16
42.00	0.14	2.16	2.00	1.88
43.00	0.62	1.55	2.00	1.65
