Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.295s)
CreateVariables () DONE !!!
Creating 20 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19
2.00	0.88	0.00	0.00	0.00	0.00	1.10	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	1.67	0.00	0.00	0.00	0.00	2.04	0.00	0.02	0.00	0.00	2.00	0.00	0.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	1.79	0.00	0.04	0.00	0.00	1.81	0.00	0.00	0.00	0.00	2.00	0.46	0.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	1.63	0.00	0.00	0.00	0.00	1.72	0.00	0.01	0.00	0.00	2.00	1.79	0.27	0.00	0.00	0.00	0.00	0.00	1.70	0.44
6.00	0.25	0.00	0.00	0.00	0.00	0.25	0.00	0.02	0.00	0.00	2.00	0.55	0.09	0.00	0.06	0.00	0.00	0.00	0.08	0.08
7.00	1.40	0.00	0.00	0.00	0.00	1.97	0.00	0.00	0.00	0.00	2.00	1.50	0.00	0.00	0.31	0.00	0.00	0.00	0.35	0.07
8.00	1.35	0.00	0.00	0.00	0.00	2.04	0.00	0.00	0.00	0.00	1.99	1.14	0.00	0.00	0.00	0.00	0.00	0.00	0.31	0.00
9.00	1.72	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	2.00	1.25	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.09
10.00	1.57	0.00	0.00	0.00	0.00	1.55	0.00	0.00	0.00	0.00	2.00	1.37	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11.00	1.24	0.00	0.00	0.00	0.00	1.26	0.00	0.00	0.00	0.00	2.00	1.66	1.22	0.00	0.00	0.00	0.00	0.08	0.14	0.01
12.00	2.00	0.00	0.00	0.00	0.00	2.01	0.00	0.00	0.00	0.00	2.00	1.94	0.68	0.00	0.00	0.00	0.00	0.00	0.12	0.00
13.00	0.87	0.00	0.00	0.00	0.00	0.87	0.00	0.00	0.00	0.00	2.00	0.88	0.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00
14.00	1.20	0.00	0.00	0.00	0.00	1.33	0.00	0.00	0.00	0.00	1.99	1.77	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.15
15.00	1.50	0.00	0.00	0.00	0.00	1.84	0.00	0.00	0.00	0.00	2.00	1.44	0.00	0.00	0.00	0.00	0.00	0.00	0.47	0.00
16.00	1.64	0.00	0.00	0.00	0.00	1.64	0.00	0.00	0.00	0.00	2.00	1.79	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00
17.00	1.77	0.00	0.00	0.00	0.00	1.77	0.00	0.00	0.00	0.00	2.00	1.42	0.04	0.00	0.00	0.00	0.00	0.00	0.74	0.40
18.00	1.47	0.00	0.00	0.00	0.00	1.61	0.00	0.00	0.00	0.00	2.00	2.01	0.06	0.00	0.00	0.00	0.00	0.00	0.61	0.38
19.00	2.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	2.00	1.80	0.05	0.00	0.00	0.00	0.00	0.00	0.45	0.11
20.00	1.19	0.00	0.00	0.00	0.00	1.37	0.00	0.00	0.00	0.00	1.99	2.00	0.97	0.00	0.00	0.00	0.00	0.00	0.31	0.31
21.00	1.07	0.00	0.00	0.00	0.00	1.34	0.00	0.00	0.00	0.00	2.00	1.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
22.00	1.75	0.00	0.00	0.00	0.00	1.77	0.00	0.00	0.00	0.00	2.00	1.39	0.00	0.00	0.00	0.00	0.00	0.00	0.47	0.48
23.00	1.55	0.00	0.00	0.00	0.00	1.65	0.00	0.00	0.00	0.00	2.00	1.39	0.24	0.00	0.00	0.00	0.00	0.00	0.49	0.12
24.00	1.40	0.00	0.00	0.00	0.00	1.51	0.00	0.00	0.00	0.00	2.00	1.99	0.42	0.00	0.00	0.00	0.00	0.00	0.05	0.00
25.00	1.28	0.00	0.00	0.00	0.00	1.31	0.00	0.00	0.00	0.00	2.00	1.77	0.62	0.00	0.00	0.00	0.00	0.00	0.19	0.00
26.00	1.14	0.00	0.00	0.00	0.00	1.18	0.00	0.04	0.00	0.00	1.99	1.63	0.94	0.00	0.00	0.00	0.00	0.00	0.33	0.24
27.00	1.84	0.00	0.00	0.00	0.00	1.85	0.00	0.00	0.00	0.00	2.00	1.27	0.39	0.00	0.00	0.00	0.00	0.00	0.40	0.02
28.00	0.97	0.00	0.00	0.00	0.00	0.99	0.00	0.00	0.00	0.00	2.00	2.07	0.00	0.00	0.00	0.00	0.00	0.00	0.68	0.02
29.00	1.45	0.00	0.00	0.00	0.00	1.72	0.00	0.00	0.00	0.00	2.00	1.70	1.67	0.00	0.00	0.00	0.00	0.00	0.51	0.20
30.00	1.41	0.00	0.00	0.00	0.00	1.31	0.00	0.00	0.00	0.00	2.00	1.65	2.11	0.00	0.00	0.00	0.00	0.00	0.66	0.00
31.00	1.99	0.00	0.00	0.00	0.00	2.01	0.00	0.00	0.00	0.00	2.00	1.87	1.41	0.00	0.00	0.00	0.00	0.00	0.31	0.00
32.00	0.47	0.00	0.00	0.00	0.00	0.48	0.00	0.00	0.00	0.00	1.99	1.53	0.02	0.00	0.00	0.00	0.00	0.00	0.45	0.40
33.00	1.95	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	2.00	2.13	1.53	0.00	0.00	0.00	0.00	0.00	1.26	0.44
34.00	2.03	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	2.00	1.83	0.98	0.00	0.02	0.00	0.00	0.00	1.00	0.71
35.00	1.93	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	2.00	1.84	0.92	0.00	0.00	0.00	0.00	0.00	0.16	0.16
36.00	2.00	0.00	0.00	0.00	0.00	2.00	0.00	0.04	0.00	0.00	2.00	1.87	1.38	0.00	0.00	0.00	0.00	0.00	1.05	0.41
37.00	1.80	0.00	0.00	0.00	0.00	1.81	0.00	0.00	0.00	0.00	2.00	1.93	0.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00
38.00	1.97	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	1.99	1.42	1.83	0.00	0.00	0.00	0.00	0.00	0.47	0.14
39.00	1.02	0.00	0.00	0.00	0.00	1.24	0.00	0.00	0.00	0.00	2.00	1.73	0.00	0.00	0.00	0.00	0.00	0.00	0.42	0.12
40.00	1.80	0.00	0.00	0.00	0.00	1.91	0.00	0.00	0.00	0.00	2.00	1.98	0.59	0.00	0.00	0.00	0.00	0.00	0.66	0.31
41.00	1.31	0.00	0.00	0.00	0.00	1.32	0.00	0.00	0.00	0.00	2.00	0.34	0.00	0.00	0.00	0.00	0.00	0.00	0.79	0.00
42.00	0.69	0.00	0.00	0.00	0.00	0.79	0.00	0.00	0.00	0.00	2.00	1.64	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.31
43.00	0.75	0.00	0.00	0.00	0.00	0.74	0.00	0.00	0.00	0.00	2.00	1.18	0.01	0.00	0.00	0.00	0.00	0.00	0.74	0.59
44.00	1.85	0.00	0.00	0.00	0.00	1.84	0.00	0.00	0.00	0.00	1.99	1.73	1.39	0.00	0.00	0.00	0.00	0.00	0.57	0.33
45.00	1.33	0.00	0.00	0.00	0.00	1.47	0.00	0.00	0.00	0.00	2.00	1.78	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00
46.00	1.55	0.00	0.00	0.00	0.00	1.55	0.00	0.00	0.00	0.00	2.00	1.95	1.51	0.00	0.00	0.00	0.00	0.00	1.47	0.60
47.00	1.65	0.00	0.00	0.00	0.00	1.68	0.00	0.00	0.00	0.00	2.00	1.74	0.31	0.00	0.00	0.00	0.00	0.00	0.31	0.00
48.00	0.91	0.00	0.00	0.00	0.00	1.02	0.00	0.00	0.00	0.00	2.00	2.12	1.45	0.00	0.00	0.00	0.00	0.00	1.48	0.21
49.00	1.27	0.00	0.00	0.00	0.00	1.98	0.00	0.00	0.00	0.00	2.00	0.60	0.49	0.00	0.00	0.00	0.00	0.00	1.24	0.49
50.00	0.65	0.00	0.00	0.00	0.00	0.93	0.00	0.00	0.00	0.00	2.00	1.42	0.00	0.00	0.00	0.00	0.00	0.00	0.54	0.00
51.00	1.60	0.00	0.00	0.00	0.00	1.46	0.00	0.00	0.00	0.00	1.99	1.83	0.37	0.00	0.00	0.00	0.00	0.00	0.57	0.00
52.00	1.31	0.00	0.00	0.00	0.00	1.27	0.00	0.00	0.00	0.00	2.00	1.74	0.51	0.00	0.00	0.00	0.00	0.00	0.33	0.00
53.00	1.99	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	2.00	2.00	1.67	0.00	0.00	0.00	0.00	0.00	0.65	0.06
54.00	1.87	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	2.00	1.65	0.00	0.00	0.00	0.00	0.00	0.00	1.02	0.15
55.00	2.10	0.00	0.00	0.00	0.00	1.97	0.00	0.00	0.00	0.00	2.00	2.00	1.07	0.00	0.00	0.00	0.00	0.00	0.66	0.15
56.00	1.17	0.00	0.00	0.00	0.00	1.30	0.00	0.00	0.00	0.00	2.00	1.25	0.46	0.00	0.00	0.00	0.00	0.00	1.31	0.51
57.00	0.86	0.00	0.00	0.00	0.00	1.51	0.00	0.00	0.00	0.00	1.99	2.27	0.33	0.00	0.00	0.00	0.00	0.00	0.94	0.05
58.00	0.80	0.00	0.00	0.00	0.00	2.27	0.00	0.00	0.00	0.00	2.00	1.52	0.25	0.00	0.00	0.00	0.00	0.00	1.06	0.00
59.00	0.53	0.00	0.00	0.00	0.00	1.51	0.00	0.00	0.00	0.00	2.00	2.36	0.33	0.00	0.00	0.00	0.00	0.00	1.06	0.57
60.00	0.91	0.00	0.00	0.00	0.00	0.92	0.00	0.00	0.00	0.00	2.00	1.66	0.49	0.00	0.00	0.00	0.00	0.00	0.07	0.00
61.00	1.97	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	2.00	1.70	1.84	0.00	0.00	0.00	0.00	0.00	1.05	0.12
62.00	2.03	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	2.00	1.75	1.26	0.00	0.00	0.00	0.00	0.00	0.82	0.58
63.00	1.57	0.00	0.00	0.00	0.00	1.61	0.00	0.00	0.00	0.00	1.99	2.24	0.11	0.00	0.00	0.00	0.00	0.01	0.64	0.64
64.00	1.66	0.00	0.00	0.00	0.00	1.66	0.00	0.00	0.00	0.00	2.00	1.98	0.00	0.00	0.00	0.00	0.00	0.00	0.64	0.00
65.00	0.72	0.00	0.00	0.00	0.00	1.39	0.00	0.00	0.00	0.00	2.00	1.20	1.04	0.00	0.00	0.00	0.00	0.00	0.92	0.66
66.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	2.00	1.07	0.15	0.00	0.00	0.00	0.00	0.00	0.97	0.14
67.00	1.39	0.00	0.00	0.00	0.00	1.68	0.00	0.00	0.00	0.00	2.00	2.57	0.46	0.00	0.00	0.00	0.00	0.00	0.65	0.74
68.00	0.77	0.00	0.00	0.00	0.00	0.80	0.00	0.00	0.00	0.00	2.00	1.72	0.00	0.00	0.02	0.00	0.00	0.00	1.63	0.18
69.00	2.23	0.00	0.00	0.00	0.00	2.16	0.00	0.00	0.00	0.00	1.99	1.64	0.89	0.00	0.00	0.00	0.00	0.00	0.11	0.40
70.00	2.08	0.00	0.00	0.00	0.00	2.16	0.00	0.00	0.00	0.00	2.00	2.08	2.32	0.00	0.00	0.00	0.00	0.00	0.58	0.18
71.00	1.90	0.00	0.00	0.00	0.00	1.88	0.00	0.00	0.00	0.00	2.00	1.30	0.15	0.00	0.00	0.00	0.00	0.00	1.10	0.21
72.00	0.54	0.00	0.00	0.00	0.00	1.90	0.00	0.00	0.00	0.00	2.00	0.99	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00
73.00	2.34	0.00	0.00	0.00	0.00	1.40	0.00	0.00	0.00	0.00	2.00	1.21	1.21	0.00	0.00	0.00	0.00	0.00	0.48	0.02
74.00	1.27	0.00	0.00	0.00	0.00	1.25	0.00	0.00	0.00	0.00	2.00	1.78	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.46
75.00	1.59	0.00	0.00	0.00	0.00	1.58	0.00	0.00	0.00	0.00	1.99	2.30	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.31
76.00	1.39	0.00	0.00	0.00	0.00	1.41	0.00	0.00	0.00	0.00	2.00	1.78	0.28	0.00	0.00	0.00	0.00	0.00	0.40	0.00
77.00	0.57	0.00	0.00	0.00	0.00	0.59	0.00	0.01	0.00	0.00	2.00	1.38	1.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.00	1.17	0.00	0.00	0.00	0.00	1.72	0.00	0.00	0.00	0.00	2.00	0.81	0.27	0.00	0.00	0.00	0.00	0.00	0.57	0.00
79.00	1.18	0.00	0.00	0.00	0.00	1.25	0.00	0.00	0.00	0.00	2.00	1.71	1.20	0.00	0.00	0.00	0.00	0.00	0.73	0.05
80.00	1.24	0.00	0.00	0.00	0.00	1.25	0.00	0.00	0.00	0.00	2.00	0.91	0.00	0.00	0.00	0.00	0.00	0.00	0.38	0.02
81.00	1.11	0.00	0.00	0.00	0.00	1.98	0.00	0.00	0.00	0.00	1.99	1.47	1.15	0.00	0.00	0.00	0.00	0.00	1.10	0.09
82.00	1.97	0.00	0.00	0.00	0.00	1.45	0.00	0.00	0.00	0.00	2.00	2.05	0.59	0.00	0.00	0.00	0.00	0.00	1.81	0.95
83.00	1.38	0.00	0.00	0.00	0.00	1.38	0.00	0.00	0.00	0.00	2.00	1.79	0.45	0.00	0.00	0.00	0.00	0.00	0.26	0.00
84.00	1.53	0.00	0.00	0.00	0.00	1.63	0.00	0.00	0.00	0.00	2.00	1.31	1.48	0.00	0.00	0.00	0.00	0.00	1.04	0.07
85.00	0.77	0.00	0.00	0.00	0.00	0.98	0.00	0.00	0.00	0.00	2.00	1.92	1.04	0.00	0.00	0.00	0.00	0.00	0.34	0.00
86.00	0.99	0.00	0.00	0.00	0.00	1.38	0.00	0.00	0.00	0.00	2.00	1.30	0.99	0.00	0.00	0.00	0.00	0.00	0.01	0.00
87.00	1.01	0.00	0.00	0.00	0.00	1.44	0.00	0.00	0.00	0.00	1.99	0.54	0.27	0.00	0.00	0.00	0.00	0.00	0.29	0.28
88.00	1.25	0.00	0.00	0.00	0.00	1.86	0.00	0.00	0.00	0.00	2.00	2.19	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.01
89.00	1.88	0.00	0.00	0.00	0.00	1.88	0.00	0.00	0.00	0.00	2.00	1.58	1.25	0.00	0.00	0.00	0.00	0.00	1.25	0.22
90.00	1.99	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	2.00	1.70	0.54	0.00	0.00	0.00	0.00	0.00	0.39	0.32
91.00	2.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	2.00	1.67	0.94	0.00	0.00	0.00	0.00	0.00	0.25	0.53
92.00	1.10	0.00	0.00	0.00	0.00	1.41	0.00	0.00	0.00	0.00	2.00	1.32	0.14	0.00	0.00	0.00	0.00	0.00	0.26	0.25
93.00	0.75	0.00	0.00	0.00	0.00	0.75	0.00	0.00	0.00	0.00	1.99	2.00	0.59	0.00	0.00	0.00	0.00	0.00	0.48	0.75
94.00	1.81	0.00	0.00	0.00	0.00	2.19	0.00	0.00	0.00	0.00	2.00	1.22	0.66	0.00	0.00	0.00	0.00	0.00	1.58	0.02
95.00	1.86	0.00	0.00	0.00	0.00	1.87	0.00	0.00	0.00	0.00	2.00	1.28	0.44	0.00	0.00	0.00	0.00	0.00	0.88	0.00
96.00	1.92	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	2.00	2.08	1.30	0.00	0.00	0.00	0.00	0.00	0.92	0.61
97.00	1.90	0.00	0.00	0.00	0.00	1.91	0.00	0.00	0.00	0.00	2.00	2.21	2.37	0.00	0.00	0.00	0.00	0.00	0.81	0.07
98.00	1.83	0.00	0.00	0.00	0.00	1.74	0.00	0.00	0.00	0.00	2.00	1.51	0.99	0.00	0.00	0.00	0.00	0.00	0.58	0.31
99.00	1.45	0.00	0.00	0.00	0.00	1.48	0.00	0.00	0.00	0.00	2.00	2.24	1.37	0.00	0.00	0.00	0.00	0.00	0.84	0.81
100.00	0.33	0.00	0.00	0.00	0.00	1.41	0.00	0.00	0.00	0.00	1.99	1.44	1.34	0.00	0.00	0.00	0.00	0.00	1.33	0.38
101.00	1.24	0.00	0.00	0.00	0.00	1.57	0.00	0.00	0.00	0.00	2.00	0.39	0.14	0.00	0.00	0.00	0.00	0.00	0.81	0.00
102.00	1.26	0.00	0.00	0.00	0.00	1.66	0.00	0.00	0.00	0.00	2.00	2.34	0.00	0.00	0.00	0.00	0.00	0.00	0.88	0.42
103.00	1.94	0.00	0.00	0.00	0.00	1.94	0.00	0.00	0.00	0.00	2.00	1.83	1.81	0.00	0.00	0.00	0.00	0.00	0.58	0.58
104.00	1.73	0.00	0.00	0.00	0.00	1.91	0.00	0.00	0.00	0.00	2.00	1.87	0.18	0.00	0.00	0.00	0.00	0.00	0.48	0.35
105.00	1.92	0.00	0.00	0.00	0.00	1.91	0.00	0.00	0.00	0.00	2.00	2.08	0.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00
106.00	1.91	1.51	0.00	0.00	0.00	1.92	0.00	0.00	0.00	0.00	1.99	1.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
107.00	1.06	0.46	0.00	0.00	0.00	1.08	0.22	0.00	0.00	0.00	2.00	0.84	0.28	0.00	0.00	0.00	0.00	0.00	1.15	0.40
108.00	1.41	0.09	0.00	0.00	0.00	1.51	0.24	0.00	0.00	0.00	2.00	1.21	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00
109.00	1.68	1.04	0.00	0.00	0.00	1.98	1.32	0.00	0.00	0.00	2.00	0.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
110.00	0.61	0.02	0.00	0.00	0.00	0.59	0.13	0.00	0.00	0.00	2.00	1.22	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00
111.00	1.46	1.17	0.00	0.00	0.00	1.72	1.04	0.00	0.00	0.00	2.00	1.48	0.00	0.00	0.00	0.00	0.00	0.00	0.19	0.00
112.00	0.48	0.82	0.00	0.00	0.00	0.51	1.21	0.00	0.00	0.00	1.99	1.51	0.00	0.00	0.00	0.00	0.00	0.00	1.07	0.00
113.00	1.84	0.85	0.00	0.00	0.00	1.78	1.59	0.00	0.00	0.00	2.00	2.08	0.00	0.00	0.00	0.00	0.00	0.00	0.31	0.21
114.00	1.20	0.66	0.00	0.00	0.00	1.14	1.95	0.00	0.00	0.00	2.00	1.52	0.00	0.00	0.00	0.00	0.00	0.00	0.68	0.00
115.00	0.77	0.84	0.00	0.00	0.00	1.30	1.31	0.00	0.00	0.00	2.00	2.00	0.60	0.00	0.00	0.00	0.00	0.00	0.21	0.07
116.00	0.86	1.04	0.00	0.00	0.00	0.91	1.10	0.00	0.00	0.00	2.00	1.94	0.53	0.00	0.00	0.00	0.00	0.00	0.24	0.00
117.00	2.07	1.00	0.00	0.00	0.00	2.00	0.31	0.00	0.00	0.00	2.00	0.35	0.65	0.00	0.00	0.00	0.00	0.00	0.45	0.52
118.00	0.99	0.82	0.00	0.00	0.00	1.98	1.22	0.00	0.00	0.00	1.99	0.62	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.15
119.00	1.67	0.19	0.00	0.00	0.00	1.70	1.65	0.00	0.00	0.00	2.00	2.20	0.00	0.00	0.00	0.00	0.00	0.00	0.49	0.00
120.00	0.61	0.08	0.00	0.00	0.00	1.20	0.77	0.00	0.00	0.00	2.00	1.25	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00
121.00	1.74	0.01	0.00	0.00	0.00	1.94	1.05	0.00	0.00	0.00	2.00	2.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
122.00	1.25	0.00	0.00	0.00	0.00	1.24	1.28	0.95	0.00	0.00	2.00	1.77	0.18	0.00	0.00	0.00	0.00	0.00	0.35	0.00
123.00	0.26	0.11	0.00	0.00	0.00	0.27	0.35	0.02	0.00	0.00	2.00	1.63	0.00	0.00	0.00	0.00	0.00	0.00	0.18	0.00
124.00	0.00	0.00	0.00	0.00	0.00	1.18	0.49	0.19	0.00	0.00	1.99	1.40	0.84	0.00	0.00	0.00	0.00	0.00	0.15	0.15
125.00	2.16	1.30	0.00	0.00	0.00	1.72	1.28	0.00	0.00	0.00	2.00	0.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
126.00	1.70	0.55	0.00	0.00	0.00	1.99	0.42	0.31	0.00	0.00	2.00	2.12	0.00	0.00	0.00	0.05	0.00	0.00	0.22	0.13
127.00	0.89	0.57	0.00	0.00	0.00	1.22	1.39	0.00	0.00	0.00	2.00	1.78	0.00	0.00	0.00	0.89	0.00	0.00	0.66	0.00
128.00	1.84	1.61	0.00	0.00	0.00	1.88	1.18	0.00	0.00	0.00	2.00	2.01	0.00	0.00	0.00	0.35	0.00	0.00	0.77	0.00
