Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.299s)
CreateVariables () DONE !!!
Creating 5 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4
2.00	1.93	0.00	1.99	1.95	0.00
3.00	1.97	1.97	2.00	2.00	1.98
4.00	1.97	1.97	2.00	1.99	2.00
5.00	2.01	2.03	2.00	2.00	2.00
6.00	1.99	2.00	2.00	2.00	2.00
7.00	2.00	2.00	2.00	2.00	1.99
8.00	1.99	2.00	1.99	1.99	1.99
9.00	2.00	2.00	2.00	2.01	2.00
10.00	1.99	2.00	2.00	2.00	2.00
11.00	2.00	1.99	2.00	1.99	1.99
12.00	2.00	2.00	2.00	2.00	2.00
13.00	1.99	2.00	2.00	2.00	1.99
14.00	2.00	2.00	1.99	2.00	1.98
15.00	1.99	2.00	2.00	2.00	2.00
16.00	2.00	2.00	2.00	1.99	1.99
17.00	1.99	1.99	2.00	1.99	1.98
18.00	2.00	1.99	2.00	2.00	2.00
19.00	2.00	2.00	2.00	2.00	1.99
20.00	1.99	2.00	1.99	1.99	1.99
21.00	2.00	2.00	2.00	2.00	2.00
22.00	1.99	2.00	2.00	2.00	2.00
23.00	1.99	1.99	2.00	1.99	1.98
24.00	2.00	2.01	2.00	2.00	2.00
25.00	1.99	1.99	2.00	2.00	1.99
26.00	1.99	1.99	1.99	1.99	2.00
27.00	2.01	2.01	2.00	2.00	2.00
28.00	1.99	2.00	2.00	1.99	2.00
29.00	1.98	1.99	2.00	2.01	1.99
30.00	2.00	2.00	2.00	1.99	2.00
31.00	2.00	2.01	2.00	2.00	1.99
32.00	1.99	1.99	1.99	2.00	2.01
33.00	1.99	2.00	2.00	2.00	1.99
34.00	2.00	2.00	2.00	2.00	2.00
35.00	2.00	1.99	2.00	1.99	1.98
36.00	2.00	2.00	2.00	2.00	2.00
37.00	1.99	1.99	2.00	2.00	2.00
38.00	2.01	2.00	1.99	2.00	1.97
39.00	1.99	2.00	2.00	2.00	2.00
40.00	2.00	2.00	2.00	1.99	1.98
41.00	2.00	2.00	2.00	2.00	2.00
42.00	2.00	2.00	2.00	2.00	2.00
43.00	2.00	1.99	2.00	2.00	2.00
44.00	1.99	2.00	1.99	2.00	1.98
45.00	1.99	2.00	2.00	2.00	2.00
46.00	2.00	2.00	2.00	2.00	2.00
47.00	1.99	2.00	2.00	1.99	1.99
48.00	2.01	2.00	2.00	2.00	1.99
49.00	1.99	1.99	2.00	2.00	2.00
50.00	1.99	2.00	2.00	1.99	2.00
51.00	0.54	0.55	1.99	2.00	2.01
52.00	2.58	2.87	2.00	2.00	1.99
53.00	2.00	2.01	2.00	2.00	1.99
54.00	2.00	1.99	2.00	1.99	2.00
55.00	2.00	2.01	2.00	2.00	2.00
56.00	1.98	1.99	2.00	2.00	1.99
57.00	2.00	2.00	1.99	2.00	1.99
58.00	2.00	2.00	2.00	2.00	2.00
59.00	2.00	2.00	2.00	1.98	1.99
60.00	2.00	2.00	2.00	2.00	2.00
61.00	2.00	2.00	2.00	2.00	2.00
62.00	1.99	2.00	2.00	2.00	2.00
63.00	2.00	1.99	1.99	2.00	1.99
64.00	1.99	2.00	2.00	1.99	2.00
65.00	1.99	2.00	2.00	2.01	2.00
66.00	2.00	2.00	2.00	1.99	2.00
67.00	2.00	1.99	2.00	2.00	1.99
68.00	1.99	2.00	2.00	2.00	1.99
69.00	2.01	2.00	1.99	2.00	2.00
70.00	1.99	2.00	2.00	2.00	1.99
71.00	2.00	2.00	2.00	2.00	1.99
72.00	2.00	2.00	2.00	1.99	2.00
73.00	2.00	1.99	2.00	2.00	2.00
74.00	2.00	2.00	2.00	2.00	1.99
75.00	2.00	2.00	1.99	2.00	2.00
76.00	1.99	2.00	2.00	2.00	2.00
77.00	1.98	1.98	2.00	1.99	2.00
78.00	2.03	2.01	2.00	1.99	2.00
79.00	1.99	2.00	2.00	2.00	2.00
80.00	1.99	1.99	2.00	2.00	1.98
81.00	2.00	2.00	1.99	2.00	2.00
82.00	0.40	0.41	2.00	2.00	2.01
83.00	3.01	3.07	2.00	1.99	1.99
84.00	1.98	2.00	2.00	2.00	1.98
85.00	2.03	2.00	2.00	2.00	2.01
86.00	1.95	1.99	2.00	1.99	1.98
87.00	2.03	2.00	1.99	2.00	2.00
88.00	1.99	2.00	2.00	2.00	2.00
89.00	2.01	2.00	2.00	1.99	1.99
90.00	1.99	2.00	2.00	2.01	2.00
91.00	2.00	2.00	2.00	1.99	2.00
92.00	1.98	1.98	2.00	2.00	1.99
93.00	2.01	2.00	1.99	2.00	1.99
94.00	1.99	2.00	2.00	2.00	2.00
95.00	2.00	1.99	2.00	2.00	1.99
96.00	1.99	1.99	2.00	1.99	2.00
97.00	2.01	2.01	2.00	2.00	2.00
98.00	1.98	1.99	2.00	2.00	1.98
99.00	2.00	2.00	2.00	2.00	2.00
100.00	1.99	2.00	1.99	2.00	2.00
101.00	1.99	2.00	2.00	2.00	1.99
102.00	2.00	1.99	2.00	1.99	2.00
103.00	1.98	1.99	2.00	2.00	1.99
104.00	2.00	2.01	2.00	2.00	2.01
105.00	2.00	2.00	2.00	2.00	2.00
106.00	1.98	1.99	1.99	2.00	1.98
107.00	1.99	2.00	2.00	1.98	2.00
108.00	2.00	2.00	2.00	1.99	2.00
109.00	2.00	1.99	2.00	2.00	2.00
110.00	2.00	2.00	2.00	2.00	1.99
111.00	1.99	2.00	2.00	2.00	2.00
112.00	1.99	2.00	1.99	2.00	1.99
113.00	1.79	1.80	2.00	1.93	1.92
114.00	2.04	2.05	2.00	2.06	2.06
115.00	2.00	1.99	2.00	1.99	2.00
116.00	1.98	1.99	2.00	1.99	1.98
117.00	2.00	2.00	2.00	2.00	1.99
118.00	2.00	2.00	1.99	2.00	2.00
119.00	1.85	1.86	2.00	1.99	1.98
120.00	2.00	1.99	2.00	2.00	2.00
121.00	1.99	2.01	2.00	2.00	2.00
122.00	1.98	1.99	2.00	2.00	1.99
123.00	2.01	2.01	2.00	2.00	2.00
124.00	2.00	1.98	1.99	2.00	1.99
125.00	1.99	2.00	2.00	1.99	1.99
126.00	2.00	1.99	2.00	2.00	2.00
127.00	1.99	2.00	2.00	2.00	2.00
128.00	2.01	2.01	2.00	2.00	1.99
129.00	2.00	2.00	2.00	2.00	2.00
130.00	1.99	1.99	1.99	2.00	1.99
131.00	2.00	1.99	2.00	2.00	2.00
132.00	2.00	2.00	2.00	1.99	2.00
133.00	1.98	1.99	2.00	2.01	1.99
134.00	2.00	1.97	2.00	1.99	2.01
135.00	2.01	2.01	2.00	2.00	2.00
136.00	1.99	1.99	1.99	2.00	1.99
137.00	2.01	2.00	2.00	2.00	1.99
138.00	1.99	1.99	2.00	1.99	2.00
139.00	2.01	2.01	2.00	2.00	2.00
140.00	1.98	1.99	2.00	1.99	1.99
141.00	2.01	2.00	2.00	2.00	1.99
142.00	1.68	1.74	2.00	1.97	1.91
143.00	2.03	2.00	1.99	2.01	2.07
144.00	2.00	2.00	2.00	2.00	2.00
145.00	2.00	2.00	2.00	1.99	2.00
146.00	0.28	0.78	2.00	2.00	1.99
147.00	1.41	2.71	2.00	1.95	1.95
148.00	0.98	0.97	2.00	2.04	2.05
149.00	0.00	2.56	1.99	2.00	1.99
150.00	2.90	2.00	2.00	1.99	2.00
151.00	1.99	1.99	2.00	2.01	2.00
152.00	1.99	2.01	2.00	1.97	1.99
153.00	1.99	1.99	2.00	2.00	2.00
154.00	2.01	2.01	2.00	2.00	2.00
155.00	1.99	1.97	1.99	1.99	1.99
156.00	2.00	2.01	2.00	2.01	2.00
157.00	2.00	1.98	2.00	1.99	2.00
158.00	1.99	1.99	2.00	2.00	1.97
159.00	2.01	2.00	2.00	2.00	2.01
160.00	2.00	2.00	2.00	2.00	2.00
161.00	1.79	1.81	1.99	1.97	1.93
162.00	2.06	2.07	2.00	2.04	2.06
163.00	2.00	1.99	2.00	2.00	2.00
164.00	2.00	2.01	2.00	1.99	2.00
165.00	2.01	2.00	2.00	2.00	1.99
166.00	1.99	1.99	2.00	2.00	2.00
167.00	1.99	2.00	1.99	2.00	2.00
168.00	2.01	2.00	2.00	2.00	1.99
169.00	1.99	2.00	2.00	1.99	2.00
170.00	1.99	1.98	2.00	2.01	2.00
171.00	2.00	2.01	2.00	1.99	2.00
172.00	1.99	1.99	2.00	2.00	1.99
173.00	1.99	1.98	1.99	2.00	1.99
174.00	2.00	2.00	2.00	2.00	2.00
175.00	2.01	2.00	2.00	2.00	2.00
176.00	1.97	1.98	2.00	1.98	1.98
177.00	2.00	2.00	2.00	2.00	2.00
178.00	2.00	2.01	2.00	2.00	2.00
179.00	2.00	1.99	1.99	2.00	1.99
10.1.1.1	2.00	15337.87
10.1.1.2	2.01	8678.82
10.2.1.2	2.04	7.97
10.1.1.4	2.04	4156.28
10.1.1.5	2.02	7242.14
