Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.290s)
CreateVariables () DONE !!!
Creating 6 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5
2.00	0.44	0.44	0.00	1.99	0.00	0.00
3.00	0.00	0.00	0.67	2.00	0.06	0.00
4.00	0.00	0.00	2.52	2.00	0.26	0.31
5.00	0.00	0.01	0.16	2.00	0.33	0.33
6.00	0.00	0.00	1.74	2.00	0.97	0.78
7.00	0.12	0.13	1.81	2.00	1.77	0.14
8.00	0.06	0.13	0.97	1.99	0.12	0.11
9.00	0.00	0.02	0.79	2.00	0.12	0.11
10.00	0.00	0.00	0.32	2.00	0.04	0.07
11.00	0.00	0.00	0.35	2.00	0.00	0.00
12.00	0.04	0.24	1.72	2.00	0.48	0.33
13.00	0.40	0.44	0.69	2.00	0.54	0.46
14.00	0.02	0.92	1.94	1.99	0.62	0.38
15.00	0.00	1.70	1.85	2.00	0.48	0.46
16.00	0.00	0.07	0.97	2.00	0.77	0.47
17.00	0.00	1.17	1.57	2.00	0.49	0.35
18.00	0.00	2.33	2.31	2.00	0.16	0.16
19.00	1.86	1.91	1.97	2.00	1.39	1.40
20.00	2.00	1.93	1.99	1.99	1.94	2.00
21.00	2.00	1.95	2.00	2.00	1.95	1.99
22.00	2.00	1.92	2.00	2.00	1.99	2.00
23.00	1.99	1.97	2.00	2.00	1.97	1.98
24.00	2.00	1.93	2.00	2.00	1.95	1.99
25.00	2.00	1.95	2.00	2.00	1.95	2.00
26.00	2.00	1.93	1.99	1.99	1.99	2.00
27.00	2.00	1.92	2.00	2.00	1.95	2.00
28.00	2.00	1.92	2.00	2.00	1.97	2.00
29.00	1.99	1.95	2.00	2.00	1.97	1.99
30.00	1.99	1.91	2.00	2.00	1.97	2.00
31.00	2.00	1.93	2.00	2.00	1.97	2.00
32.00	1.99	1.92	1.99	1.99	1.93	1.99
33.00	2.00	1.90	2.00	2.00	1.98	2.00
34.00	2.00	1.97	2.00	2.00	1.99	2.00
35.00	1.99	1.93	2.00	2.00	1.95	1.98
36.00	1.99	1.92	2.00	2.00	1.98	1.99
37.00	2.00	1.95	2.00	2.00	1.99	2.00
38.00	1.99	1.90	1.99	1.99	2.00	2.00
39.00	2.00	1.94	2.00	2.00	2.00	2.00
40.00	2.00	1.95	2.00	2.00	1.94	2.00
41.00	1.99	1.90	2.00	2.00	1.98	1.99
42.00	1.98	1.93	2.00	2.00	1.97	2.00
43.00	2.00	1.97	2.00	2.00	2.00	2.00
44.00	2.00	1.94	1.99	1.99	1.97	2.00
45.00	2.00	1.94	2.00	2.00	1.98	2.00
46.00	2.00	1.93	2.00	2.00	1.98	2.00
47.00	1.98	1.92	2.00	2.00	1.98	1.99
48.00	2.00	1.95	2.00	2.00	1.99	1.99
49.00	2.00	1.90	2.00	2.00	1.98	2.00
50.00	2.00	1.93	1.99	2.00	1.98	2.00
51.00	2.00	1.91	2.00	1.99	1.95	2.00
52.00	2.00	1.91	2.00	2.00	1.98	2.00
53.00	1.99	1.94	2.00	2.00	1.99	1.99
54.00	1.99	1.93	2.00	2.00	1.95	1.99
55.00	2.00	1.93	2.00	2.00	1.97	2.00
56.00	1.99	1.90	2.00	2.00	1.97	2.00
57.00	2.00	1.94	1.99	1.99	1.95	1.99
58.00	1.99	1.93	2.00	2.00	1.99	2.00
59.00	1.98	1.92	2.00	2.00	1.99	2.00
60.00	2.00	1.91	2.00	2.00	2.00	1.99
61.00	1.99	1.90	2.00	2.00	1.94	2.00
62.00	2.00	1.90	2.00	2.00	1.99	2.00
63.00	2.00	1.93	1.99	1.99	1.99	2.00
64.00	2.00	1.93	2.00	2.00	2.00	2.00
65.00	1.98	1.97	2.00	2.00	1.98	2.00
66.00	2.01	1.94	2.00	2.00	1.97	1.99
67.00	1.99	1.93	2.00	2.00	1.94	2.00
68.00	2.00	1.92	2.00	2.00	1.94	2.00
69.00	2.00	1.95	1.99	1.99	1.99	2.00
70.00	2.00	1.91	2.00	2.00	1.94	2.00
71.00	2.00	1.93	2.00	2.00	2.00	2.00
72.00	2.00	1.95	2.00	2.00	1.97	1.99
73.00	1.99	1.88	2.00	2.00	1.97	2.00
74.00	1.99	1.95	2.00	2.00	1.98	1.99
75.00	2.00	1.90	1.99	1.99	1.97	2.00
76.00	2.00	1.88	2.00	2.00	2.00	2.00
77.00	2.00	1.95	2.00	2.00	1.98	1.99
78.00	1.99	1.94	2.00	2.00	1.94	1.99
79.00	1.99	1.91	2.00	2.00	1.97	2.00
80.00	2.00	1.91	2.00	2.00	2.00	2.00
81.00	2.00	1.90	1.99	1.99	1.97	2.00
82.00	1.99	1.93	2.00	2.00	1.99	2.00
83.00	1.99	1.93	2.00	2.00	1.98	1.99
84.00	2.01	1.97	2.00	2.00	1.98	2.00
85.00	2.00	1.94	2.00	2.00	1.98	2.00
