Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.262s)
CreateVariables () DONE !!!
Creating 9 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8
2.00	0.64	1.42	1.87	0.00	1.99	1.46	0.00	0.00	0.00
3.00	1.94	1.95	1.99	1.95	2.00	1.95	1.57	0.00	1.84
4.00	0.07	2.00	1.92	2.03	2.00	2.00	1.97	0.00	1.90
5.00	0.68	1.98	1.99	2.00	2.00	2.00	2.00	1.94	2.00
6.00	2.00	1.94	1.97	2.00	2.00	1.99	2.00	2.00	1.99
7.00	1.99	1.97	2.00	1.99	2.00	2.00	2.00	2.00	2.00
8.00	2.00	1.94	2.00	2.00	1.99	2.00	2.00	2.00	2.00
9.00	2.00	1.95	2.00	2.00	2.00	2.00	1.99	1.99	1.98
10.00	2.00	1.93	1.98	2.00	2.00	2.00	2.00	2.00	2.00
11.00	1.98	1.98	2.00	2.00	2.00	1.99	2.00	2.00	2.00
12.00	2.00	1.97	1.99	2.00	2.00	2.01	2.00	2.00	2.00
13.00	2.00	1.95	2.00	2.00	2.00	1.99	2.00	2.00	2.00
14.00	2.00	1.98	1.99	1.99	1.99	2.00	1.99	2.00	1.99
15.00	2.00	1.93	2.00	2.00	2.00	2.00	1.99	1.99	1.99
16.00	2.00	1.95	2.00	2.00	2.00	2.00	2.00	2.00	2.00
17.00	1.99	1.92	1.98	2.00	2.00	2.00	1.99	2.00	1.97
18.00	2.00	1.93	2.00	2.00	2.00	1.99	2.00	2.00	2.00
19.00	2.00	1.97	1.99	2.00	2.00	2.00	2.00	2.00	1.99
20.00	1.99	1.93	1.99	1.99	1.99	2.00	1.98	2.00	1.99
21.00	2.00	2.00	2.00	2.00	2.00	2.00	1.99	1.99	1.99
22.00	2.00	1.99	1.99	2.00	2.00	2.00	2.00	2.01	2.00
23.00	1.98	1.93	1.99	2.00	2.00	2.00	2.00	1.99	1.99
24.00	1.98	1.99	1.98	2.00	2.00	1.99	2.00	2.00	2.00
25.00	2.00	1.92	1.99	2.00	2.00	2.00	2.00	2.00	1.99
26.00	2.00	1.95	2.00	1.99	1.99	2.00	2.00	2.00	1.99
27.00	2.00	1.98	2.00	2.00	2.00	2.00	1.99	2.00	1.99
28.00	1.99	1.95	1.99	2.00	2.00	2.00	1.99	1.99	1.99
29.00	2.00	1.97	1.99	2.00	2.00	2.00	2.00	2.00	1.97
30.00	2.00	1.98	2.00	2.00	2.00	2.00	2.00	2.00	2.00
31.00	2.00	1.95	2.00	2.00	2.00	1.99	2.00	2.00	1.99
32.00	1.99	1.93	2.00	1.99	1.99	2.00	1.98	2.00	2.00
33.00	1.99	1.95	2.00	2.00	2.00	2.00	2.01	2.00	2.00
34.00	2.01	1.97	1.98	2.00	2.00	2.00	1.99	2.00	1.99
35.00	1.99	1.93	1.99	2.00	2.00	1.99	2.00	1.99	2.00
36.00	2.00	1.98	2.00	2.00	2.00	2.01	2.00	2.01	2.00
37.00	2.00	1.95	2.00	2.00	2.00	2.00	1.99	1.99	2.00
38.00	1.99	1.98	1.99	1.99	1.99	1.99	2.00	1.98	2.00
39.00	1.99	1.98	1.99	2.00	2.00	2.00	2.00	2.00	1.99
40.00	2.00	1.97	2.00	2.00	2.00	2.00	1.98	1.99	1.99
41.00	1.98	1.94	1.99	2.00	2.00	2.00	1.99	2.00	1.99
42.00	1.99	1.99	2.00	2.00	2.00	2.00	2.00	2.00	1.99
43.00	2.00	1.99	1.98	2.00	2.00	1.99	1.99	2.00	2.00
44.00	2.00	1.95	2.00	1.99	1.99	2.00	1.99	2.00	2.00
45.00	2.00	1.98	2.00	2.00	2.00	1.99	1.99	2.00	2.00
46.00	2.00	1.97	1.98	2.00	2.00	2.00	2.00	1.99	1.99
47.00	1.99	1.95	1.98	2.00	2.00	1.99	1.99	1.99	2.00
48.00	2.00	1.95	1.98	2.00	2.00	2.00	2.00	2.00	2.00
49.00	2.00	1.97	1.98	2.00	2.00	1.86	1.79	1.83	1.71
50.00	2.00	1.94	2.00	1.99	2.00	1.99	1.99	2.00	1.99
51.00	2.00	1.95	1.99	2.00	1.99	2.00	2.00	2.00	1.99
52.00	1.98	1.97	1.99	2.00	2.00	2.00	1.99	2.00	2.00
53.00	1.99	1.95	1.97	2.00	2.00	2.00	1.99	1.99	1.99
54.00	2.00	2.00	2.01	2.00	2.00	2.00	2.00	2.00	2.00
55.00	2.00	1.95	1.99	2.00	2.00	1.99	2.00	2.00	2.00
56.00	1.98	1.92	1.97	1.99	2.00	1.99	1.98	2.00	1.99
57.00	2.00	1.95	2.00	2.00	1.99	2.00	2.00	2.00	2.00
58.00	2.00	1.98	1.99	2.00	2.00	2.00	1.99	1.99	1.98
59.00	1.97	1.94	1.98	2.00	2.00	2.00	2.00	2.00	1.99
60.00	1.99	1.97	1.99	2.00	2.00	2.00	1.99	2.00	2.00
61.00	2.00	1.95	1.99	2.00	2.00	2.00	2.00	2.00	2.00
62.00	2.00	1.98	2.00	2.00	2.00	1.99	2.00	2.00	1.99
63.00	2.00	1.94	2.00	1.99	1.99	2.00	2.00	2.00	1.99
64.00	2.00	1.91	1.98	2.00	2.00	2.00	1.99	2.00	2.00
65.00	1.99	1.98	2.00	2.00	2.00	1.99	2.00	1.99	1.98
66.00	1.99	1.95	1.94	2.00	2.00	1.99	2.00	2.00	2.00
67.00	2.00	1.98	2.00	2.00	2.00	1.99	2.00	2.00	2.00
68.00	2.00	1.94	2.00	2.00	2.00	2.00	2.00	1.99	2.00
69.00	2.00	1.94	1.98	1.99	1.99	2.00	2.00	2.00	2.00
70.00	2.00	1.95	2.00	2.00	2.00	2.00	2.00	2.00	2.00
71.00	0.01	0.02	0.02	1.25	2.00	1.85	0.27	0.27	0.27
72.00	0.00	0.00	0.29	1.81	2.00	1.12	0.41	1.51	0.38
73.00	0.00	0.66	0.66	1.99	2.00	1.22	0.00	0.00	0.00
74.00	0.48	1.87	2.03	2.01	2.00	2.00	0.00	0.00	0.00
75.00	0.00	2.00	1.91	1.99	1.99	2.00	0.28	2.85	0.01
76.00	0.60	1.99	1.94	2.00	2.00	1.99	0.85	2.00	0.85
77.00	2.01	1.97	2.00	2.00	2.00	1.99	1.99	1.99	1.94
78.00	1.99	1.93	2.00	2.00	2.00	2.00	2.00	2.00	1.99
79.00	1.99	1.97	1.98	2.00	2.00	2.01	2.00	2.00	2.00
80.00	1.98	1.95	2.00	2.00	2.00	1.99	1.99	2.00	2.00
81.00	2.00	1.98	1.99	1.99	1.99	2.00	2.00	2.00	2.00
82.00	2.00	1.97	1.99	2.00	2.00	2.00	1.98	2.00	2.00
83.00	1.99	1.98	1.98	2.00	2.00	1.99	1.99	2.00	1.99
84.00	1.99	1.98	1.99	2.00	2.00	2.00	2.00	1.99	2.00
85.00	2.00	1.97	1.99	2.00	2.00	2.00	2.00	2.00	2.00
86.00	1.99	1.93	1.98	2.00	2.00	2.00	2.00	2.00	2.00
87.00	1.99	1.94	1.99	1.99	1.99	1.99	2.00	2.00	2.00
88.00	2.00	1.97	2.00	2.00	2.00	2.00	2.00	2.00	2.00
89.00	1.99	1.95	2.00	2.00	2.00	2.00	1.98	2.00	1.95
90.00	2.00	1.95	2.00	2.00	2.00	2.00	2.00	2.00	2.00
