Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.364s)
CreateVariables () DONE !!!
Creating 4 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3
2.00	0.00	0.00	1.99	1.97
3.00	0.60	1.94	2.00	1.97
4.00	0.75	1.38	2.00	1.94
5.00	0.68	1.59	2.00	1.86
6.00	0.39	1.57	2.00	2.05
7.00	0.31	2.36	2.00	2.06
8.00	0.80	1.79	1.99	2.06
9.00	0.64	1.99	2.00	1.78
10.00	0.39	1.79	2.00	2.10
11.00	0.00	2.16	2.00	1.97
12.00	0.78	1.60	2.00	2.13
13.00	0.58	1.79	2.00	2.01
14.00	0.33	2.04	1.99	1.74
15.00	0.54	1.79	2.00	1.74
16.00	0.25	1.91	2.00	2.10
17.00	0.24	2.06	2.00	1.71
18.00	0.00	2.47	2.00	1.80
19.00	1.17	1.25	2.00	1.87
20.00	0.00	2.11	1.99	1.83
21.00	0.65	1.78	2.00	2.07
22.00	0.42	2.04	2.00	1.42
23.00	0.38	1.61	2.00	2.64
24.00	0.14	2.06	2.00	2.27
25.00	0.35	2.04	2.00	1.52
26.00	0.53	1.92	1.99	2.11
27.00	0.64	1.77	2.00	2.08
28.00	0.41	1.94	2.00	1.91
29.00	0.14	1.86	2.00	1.64
30.00	0.51	1.99	2.00	2.00
31.00	0.45	1.83	2.00	2.01
32.00	0.54	1.75	1.99	2.01
33.00	0.37	1.91	2.00	2.43
34.00	0.34	2.16	2.00	1.99
35.00	0.55	1.83	2.00	2.04
36.00	0.35	1.81	2.00	1.65
37.00	0.19	2.08	2.00	1.94
38.00	0.39	1.91	1.99	2.34
39.00	0.13	2.20	2.00	2.23
40.00	0.49	1.68	2.00	2.14
41.00	0.59	1.94	2.00	1.98
42.00	0.62	1.75	2.00	1.99
43.00	0.52	1.84	2.00	1.68
44.00	0.51	1.72	1.99	1.90
45.00	0.57	1.74	2.00	2.07
46.00	0.00	2.44	2.00	2.16
47.00	0.82	1.79	2.00	2.17
48.00	0.51	1.93	2.00	2.00
49.00	0.35	2.16	2.00	1.84
50.00	0.00	2.16	2.00	1.71
51.00	1.13	1.41	1.99	2.14
52.00	0.49	1.95	2.00	1.57
53.00	0.55	1.66	2.00	1.91
54.00	0.11	2.23	2.00	1.92
55.00	0.26	2.01	2.00	1.87
56.00	0.75	1.59	2.00	1.52
57.00	0.34	1.71	1.99	2.21
58.00	0.09	2.19	2.00	1.90
59.00	0.42	1.79	2.00	1.84
60.00	0.52	1.91	2.00	2.32
61.00	0.38	2.06	2.00	1.97
62.00	0.51	1.84	2.00	2.11
63.00	0.13	1.85	1.99	2.40
64.00	0.27	2.16	2.00	2.01
65.00	0.60	1.78	2.00	1.88
66.00	0.62	1.64	2.00	2.10
67.00	0.41	2.07	2.00	2.06
68.00	0.41	1.92	2.00	2.00
69.00	0.52	1.98	1.99	1.94
70.00	0.53	1.86	2.00	1.99
71.00	0.44	2.01	2.00	1.87
72.00	0.59	1.73	2.00	1.97
73.00	0.24	2.20	2.00	2.04
74.00	0.32	1.91	2.00	2.08
75.00	0.49	1.88	1.99	1.93
76.00	0.61	2.01	2.00	2.06
77.00	0.00	2.25	2.00	1.99
78.00	0.79	1.52	2.00	1.72
79.00	0.38	1.71	2.00	1.66
80.00	0.16	2.34	2.00	2.11
81.00	0.00	2.44	1.99	2.54
82.00	0.00	1.99	2.00	2.00
83.00	0.00	2.00	2.00	1.99
84.00	0.00	2.00	2.00	2.00
85.00	0.00	2.00	2.00	2.00
86.00	0.00	2.00	2.00	2.00
87.00	0.00	2.00	1.99	2.00
88.00	0.00	1.99	2.00	2.00
89.00	0.00	2.00	2.00	1.99
90.00	0.00	2.00	2.00	2.00
91.00	0.00	2.00	2.00	2.00
92.00	0.00	2.00	2.00	2.00
93.00	0.00	2.00	1.99	1.99
94.00	0.00	2.00	2.00	2.00
95.00	0.00	1.99	2.00	2.01
96.00	0.00	2.00	2.00	1.99
97.00	0.00	2.00	2.00	2.00
98.00	0.00	2.00	2.00	2.00
99.00	0.00	2.00	2.00	2.00
100.00	0.00	2.00	1.99	1.99
101.00	0.00	1.99	2.00	2.00
102.00	0.00	2.00	2.00	1.99
103.00	0.00	2.00	2.00	2.00
104.00	0.00	2.00	2.00	2.00
105.00	0.00	2.00	2.00	1.99
106.00	0.00	1.99	1.99	2.01
107.00	0.00	1.99	2.00	2.00
108.00	0.00	2.01	2.00	2.00
109.00	0.00	2.00	2.00	1.99
110.00	0.00	2.00	2.00	2.00
111.00	0.00	2.00	2.00	1.99
112.00	0.00	2.00	1.99	1.99
113.00	0.00	2.00	2.00	2.00
114.00	0.00	2.00	2.00	2.00
115.00	0.00	1.99	2.00	2.00
116.00	0.00	2.00	2.00	2.00
117.00	0.00	2.00	2.00	2.00
118.00	0.00	2.00	1.99	1.99
119.00	0.00	1.99	2.00	2.01
120.00	0.00	2.00	2.00	1.99
121.00	0.00	2.00	2.00	2.00
122.00	0.00	2.00	2.00	1.99
123.00	0.00	2.00	2.00	1.99
124.00	0.00	2.00	1.99	2.00
125.00	0.00	2.00	2.00	2.00
126.00	0.00	2.00	2.00	2.00
127.00	0.00	1.99	2.00	2.00
128.00	0.00	2.00	2.00	2.00
129.00	0.00	2.00	2.00	1.99
130.00	0.00	2.00	1.99	2.00
131.00	0.00	2.00	2.00	1.99
132.00	0.00	1.99	2.00	2.00
133.00	0.00	2.00	2.00	2.00
134.00	0.00	2.00	2.00	2.00
135.00	0.00	2.00	2.00	2.00
136.00	0.00	2.00	1.99	2.00
137.00	0.00	1.99	2.00	2.00
138.00	0.00	2.00	2.00	1.99
139.00	0.00	2.00	2.00	2.00
140.00	0.00	2.00	2.00	2.00
141.00	0.00	2.00	2.00	2.00
142.00	0.00	2.00	2.00	2.00
143.00	0.00	1.99	1.99	1.99
144.00	0.00	2.00	2.00	2.00
145.00	0.00	2.00	2.00	2.00
146.00	0.00	2.00	2.00	2.00
147.00	0.00	2.00	2.00	2.00
148.00	0.00	2.00	2.00	2.00
149.00	0.00	1.98	1.99	2.00
150.00	0.00	2.00	2.00	1.99
151.00	0.00	2.00	2.00	2.01
152.00	0.00	2.00	2.00	1.99
153.00	0.00	2.00	2.00	2.00
154.00	0.00	2.00	2.00	2.00
155.00	0.00	1.99	1.99	1.99
156.00	0.00	2.00	2.00	2.01
157.00	0.00	2.00	2.00	1.99
158.00	0.00	2.00	2.00	2.00
159.00	0.00	2.00	2.00	2.00
160.00	0.00	2.00	2.00	1.99
161.00	0.00	1.99	1.99	2.01
162.00	0.00	1.99	2.00	2.00
163.00	0.00	2.00	2.00	1.99
164.00	0.00	2.00	2.00	2.00
165.00	0.00	2.00	2.00	2.00
166.00	0.00	2.00	2.00	1.99
167.00	0.00	2.00	1.99	1.99
168.00	0.00	1.99	2.00	2.01
169.00	0.00	2.01	2.00	2.00
170.00	0.00	1.99	2.00	2.00
171.00	0.00	2.00	2.00	2.00
172.00	0.00	1.99	2.00	2.00
173.00	0.00	2.01	1.99	1.99
174.00	0.00	2.00	2.00	2.00
175.00	0.00	1.99	2.00	2.00
176.00	0.00	2.00	2.00	2.00
177.00	0.00	2.00	2.00	2.00
178.00	0.00	2.00	2.00	2.00
179.00	0.00	2.00	1.99	1.99
10.1.1.1	0.19	1402506.33
10.1.1.2	1.99	170231.54
10.2.1.2	2.04	7.89
10.1.1.4	2.03	92681.30
