Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.231s)
CreateVariables () DONE !!!
Creating 10 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9
2.00	0.00	0.00	1.34	0.00	0.00	1.99	1.74	0.00	0.00	0.00
3.00	1.95	1.47	0.58	0.54	0.04	2.00	1.81	0.91	0.00	0.04
4.00	1.66	1.70	1.32	0.18	0.00	2.00	1.84	0.82	0.00	0.01
5.00	1.98	1.81	0.24	0.18	0.05	2.00	1.93	1.48	0.00	0.05
6.00	2.01	2.13	2.63	0.58	0.02	2.00	1.91	2.16	0.00	0.01
7.00	1.99	1.94	1.95	1.66	0.14	2.00	2.00	1.99	0.00	0.14
8.00	1.99	2.00	1.99	1.97	0.00	1.99	2.00	1.98	0.00	0.00
9.00	2.00	2.00	2.00	2.00	0.00	2.00	1.99	2.00	0.00	0.00
10.00	2.00	1.99	1.99	1.31	0.09	2.00	2.00	1.98	0.00	0.08
11.00	1.99	2.00	1.01	0.01	0.00	2.00	1.33	1.20	0.00	0.00
12.00	2.01	1.73	1.42	0.15	0.11	2.00	1.97	1.75	0.00	0.06
13.00	2.00	2.00	2.00	0.00	0.00	2.00	1.99	0.21	0.00	0.00
14.00	1.85	1.70	0.86	0.00	0.00	1.99	1.73	0.60	0.00	0.00
15.00	2.00	2.03	2.52	0.68	0.32	2.00	2.01	1.59	0.00	0.32
16.00	2.00	1.93	1.51	0.15	0.14	2.00	1.95	1.07	0.00	0.00
17.00	1.92	1.90	1.93	0.24	0.29	2.00	2.00	1.97	0.00	0.62
18.00	1.88	1.98	1.85	0.49	0.48	2.00	1.99	1.51	0.00	0.48
19.00	2.00	2.00	1.92	0.00	0.00	2.00	1.99	2.16	0.00	0.00
20.00	1.84	1.73	1.31	0.07	0.04	1.99	1.84	1.05	0.00	0.00
21.00	1.84	1.92	0.94	0.84	0.25	2.00	1.93	1.33	0.00	0.08
22.00	2.00	1.91	1.70	1.35	0.72	2.00	2.00	1.12	0.00	0.62
23.00	1.99	1.99	1.98	0.01	0.00	2.00	1.99	1.98	0.00	0.01
24.00	2.00	2.00	2.00	0.06	0.05	2.00	2.01	2.01	0.00	0.06
25.00	1.97	1.77	1.46	0.60	0.25	2.00	1.97	1.53	0.00	0.20
26.00	1.99	1.88	1.97	0.08	0.00	1.99	1.93	1.78	0.00	0.00
27.00	2.00	1.99	1.44	0.47	0.00	2.00	2.00	1.72	0.00	0.00
28.00	2.00	1.99	1.99	0.45	0.26	2.00	1.99	1.98	0.00	0.26
29.00	2.00	1.91	0.80	0.46	0.46	2.00	1.86	1.42	0.00	0.47
30.00	1.99	1.98	2.57	0.41	0.39	2.00	2.00	1.02	0.00	0.41
