Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (3.541s)
CreateVariables () DONE !!!
Creating 9 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8
2.00	0.00	0.00	0.00	0.00	1.98	0.00	0.00	1.32	0.00
3.00	0.00	1.19	0.00	0.75	2.00	0.00	0.00	2.21	0.00
4.00	0.00	1.25	0.00	1.63	2.00	0.00	0.00	1.24	0.00
5.00	0.00	1.18	0.00	2.60	2.00	0.00	0.00	0.15	0.00
6.00	0.00	1.60	0.00	1.79	2.00	1.14	0.05	0.93	0.00
7.00	0.00	1.25	0.00	0.48	2.00	2.31	0.00	0.68	0.38
8.00	0.00	1.72	0.00	1.68	1.99	0.69	0.88	0.60	0.00
9.00	0.00	0.61	0.00	1.11	2.00	0.82	0.82	1.21	0.35
10.00	0.00	2.13	0.00	2.11	2.00	1.07	1.81	1.28	0.00
11.00	0.00	1.98	0.00	1.94	2.00	1.99	1.91	1.94	0.00
12.00	0.00	2.00	0.00	2.01	2.00	2.00	2.00	2.01	0.00
13.00	0.00	2.00	0.00	1.99	2.00	2.00	2.00	1.99	0.00
14.00	0.00	1.99	0.00	2.00	1.99	1.99	2.00	2.00	0.00
15.00	0.00	2.00	0.00	2.00	2.00	2.01	1.99	2.00	0.00
16.00	0.00	2.00	0.00	2.00	2.00	2.00	2.01	2.00	0.00
17.00	0.00	1.99	0.00	1.99	2.00	1.99	1.99	1.99	0.00
