Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.280s)
CreateVariables () DONE !!!
Creating 14 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13
2.00	1.80	0.66	0.00	0.00	0.00	0.07	0.00	1.98	1.21	0.21	0.00	0.00	0.05	0.00
3.00	1.74	1.91	0.00	0.00	0.13	0.02	0.00	2.00	1.94	0.00	0.00	0.00	0.08	0.09
4.00	1.97	1.99	0.00	0.00	0.00	0.35	0.00	2.00	2.01	0.00	0.00	0.00	0.00	0.00
5.00	1.99	1.99	0.00	0.14	0.12	0.68	0.00	2.00	2.00	0.19	0.00	0.00	0.32	0.32
6.00	2.01	1.99	0.00	0.00	0.00	0.00	0.00	2.00	1.99	1.98	0.00	0.00	0.00	0.00
7.00	1.99	2.01	0.00	0.00	0.02	0.13	0.00	2.00	2.00	1.97	0.00	0.00	0.14	0.14
8.00	1.97	1.95	0.00	0.00	0.00	0.21	0.00	1.99	1.99	2.00	0.00	0.00	0.00	0.00
9.00	1.95	2.01	0.00	0.00	0.00	0.34	0.00	2.00	2.01	1.68	0.00	0.00	0.00	0.00
10.00	1.99	2.01	0.00	0.00	0.15	0.72	0.00	2.00	2.00	1.81	0.00	0.00	0.16	0.18
11.00	1.94	2.00	0.00	0.00	0.00	0.11	0.00	2.00	1.97	1.88	0.00	0.00	0.00	0.00
