Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (3.577s)
CreateVariables () DONE !!!
Creating 5 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4
2.00	0.00	1.94	1.99	0.00	0.00
3.00	1.10	1.18	2.00	0.98	1.41
4.00	1.19	1.61	2.00	0.49	1.46
5.00	0.95	1.54	2.00	1.18	0.91
6.00	0.55	1.86	2.00	1.77	0.69
7.00	0.64	1.54	2.00	1.61	0.99
8.00	0.75	1.67	1.99	1.66	0.82
9.00	0.74	1.65	2.00	1.65	0.87
10.00	0.77	1.26	2.00	1.54	0.88
11.00	1.04	1.66	2.00	1.60	0.91
12.00	0.87	1.60	2.00	1.59	0.84
13.00	0.89	1.61	2.00	1.61	0.84
14.00	0.82	1.73	1.99	1.59	0.75
15.00	0.85	1.60	2.00	1.66	0.91
16.00	0.67	1.64	2.00	1.72	0.89
17.00	0.81	1.54	2.00	1.64	0.99
18.00	0.80	1.53	2.00	1.88	0.75
19.00	0.80	1.75	2.00	1.47	0.92
20.00	0.84	1.58	1.99	1.63	0.91
21.00	0.95	1.73	2.00	1.46	0.64
22.00	0.82	1.50	2.00	1.50	0.93
23.00	0.88	1.61	2.00	1.53	0.95
24.00	0.82	1.71	2.00	1.63	0.79
25.00	0.98	1.66	2.00	1.48	0.59
26.00	0.95	1.47	1.99	1.46	0.92
27.00	0.87	1.39	2.00	1.61	0.94
28.00	0.84	1.70	2.00	1.61	0.77
29.00	0.71	1.51	2.00	1.64	0.99
30.00	0.86	1.55	2.00	1.53	0.97
31.00	0.77	1.64	2.00	1.72	0.79
32.00	0.77	1.70	1.99	1.61	0.84
33.00	0.89	1.60	2.00	1.57	0.92
34.00	0.87	1.75	2.00	1.86	0.34
35.00	0.81	1.50	2.00	1.58	0.88
36.00	0.91	1.42	2.00	1.59	0.88
37.00	0.64	1.64	2.00	1.57	0.93
38.00	0.64	1.39	1.99	1.58	1.00
39.00	0.60	2.16	2.00	1.99	0.52
40.00	0.99	1.51	2.00	1.37	0.93
41.00	0.78	1.59	2.00	1.94	0.48
42.00	0.85	1.57	2.00	1.64	0.86
43.00	0.86	1.66	2.00	1.55	0.77
44.00	0.85	1.57	1.99	1.87	0.57
45.00	0.91	1.64	2.00	1.55	0.68
46.00	0.71	1.68	2.00	1.55	0.93
47.00	0.98	1.67	2.00	1.65	0.68
48.00	0.88	1.57	2.00	1.59	0.82
49.00	1.02	1.55	2.00	1.51	0.77
50.00	0.74	1.63	2.00	1.60	0.79
51.00	0.86	1.78	1.99	1.51	0.89
52.00	0.73	1.75	2.00	1.80	0.69
53.00	0.88	1.74	2.00	1.86	0.42
54.00	0.82	1.48	2.00	1.68	0.75
55.00	0.73	1.71	2.00	1.64	0.77
56.00	0.74	1.67	2.00	1.51	0.89
57.00	0.75	1.60	1.99	1.63	0.88
58.00	1.02	1.63	2.00	1.54	0.73
59.00	0.89	1.48	2.00	1.61	0.84
60.00	0.80	1.59	2.00	1.63	0.91
61.00	0.89	1.67	2.00	1.58	0.85
62.00	0.72	1.72	2.00	1.71	0.78
63.00	0.92	1.65	1.99	1.44	0.77
64.00	0.86	1.65	2.00	1.60	0.81
65.00	0.75	1.71	2.00	1.57	0.85
66.00	0.75	1.58	2.00	1.67	0.93
67.00	0.79	1.67	2.00	1.55	0.91
68.00	0.98	1.55	2.00	1.63	0.72
69.00	0.89	1.50	1.99	1.55	0.79
70.00	0.85	1.61	2.00	1.67	0.81
71.00	1.07	1.75	2.00	0.97	0.42
72.00	0.72	1.26	2.00	2.20	1.27
73.00	0.66	1.79	2.00	1.90	0.52
74.00	0.75	1.87	2.00	1.83	0.54
75.00	0.88	1.66	1.99	1.91	0.37
76.00	0.41	1.58	2.00	2.17	0.78
77.00	0.69	1.78	2.00	1.45	0.88
78.00	0.92	1.51	2.00	1.63	0.85
79.00	0.88	1.54	2.00	1.61	0.91
80.00	0.88	1.67	2.00	1.67	0.74
81.00	0.95	1.72	1.99	1.57	0.78
82.00	0.79	1.54	2.00	1.72	0.80
83.00	0.80	1.35	2.00	1.68	0.75
84.00	0.87	1.74	2.00	1.70	0.89
85.00	0.85	1.72	2.00	1.50	0.87
86.00	1.05	1.59	2.00	1.46	0.80
87.00	0.85	1.63	1.99	1.66	0.75
88.00	0.67	1.87	2.00	1.57	0.86
89.00	0.97	1.57	2.00	1.95	0.34
90.00	0.79	1.58	2.00	1.74	0.79
91.00	0.97	1.60	2.00	1.48	0.81
92.00	0.84	1.77	2.00	1.60	0.75
93.00	0.86	1.63	1.99	1.77	0.75
94.00	0.80	1.55	2.00	1.58	0.86
95.00	0.81	1.52	2.00	1.63	0.94
96.00	0.88	1.57	2.00	1.46	0.89
97.00	0.85	1.59	2.00	1.88	0.44
98.00	0.87	1.65	2.00	1.47	0.87
99.00	0.79	1.60	2.00	1.55	1.04
100.00	0.84	1.70	1.99	1.64	0.78
101.00	0.82	1.73	2.00	1.67	0.73
102.00	0.86	1.47	2.00	1.61	0.85
103.00	0.57	2.01	2.00	1.68	0.75
104.00	0.87	1.67	2.00	1.57	0.81
105.00	0.92	1.64	2.00	1.65	0.65
106.00	1.00	1.84	1.99	1.55	0.58
107.00	0.25	2.34	2.00	2.19	0.00
108.00	1.04	1.55	2.00	2.34	0.00
109.00	0.99	1.61	2.00	2.23	0.00
110.00	0.88	1.73	2.00	1.28	1.04
