Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.687s)
CreateVariables () DONE !!!
Creating 4 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3
160.00	0.00	1.99	2.00	2.00
161.00	0.00	2.00	1.99	2.00
162.00	0.00	1.99	2.00	2.00
163.00	0.00	2.00	2.00	1.99
164.00	0.00	1.99	2.00	2.00
165.00	0.00	2.00	2.00	2.00
166.00	0.00	2.00	2.00	2.00
167.00	0.00	2.00	1.99	1.99
168.00	0.00	2.00	2.00	1.99
169.00	0.00	1.99	2.00	2.01
170.00	0.00	2.00	2.00	2.00
171.00	0.00	2.00	2.00	2.00
172.00	0.00	1.99	2.00	2.00
173.00	0.00	2.01	1.99	1.99
174.00	0.00	1.99	2.00	2.00
175.00	0.00	2.00	2.00	2.00
176.00	0.00	2.00	2.00	1.98
177.00	0.00	2.00	2.00	2.00
178.00	0.00	2.00	2.00	2.00
179.00	0.00	2.00	1.99	1.99
10.1.1.1	0.28	1482741.95
10.1.1.2	1.98	266209.96
10.2.1.2	2.04	8.09
10.1.1.4	2.02	181402.19
