Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (3.369s)
CreateVariables () DONE !!!
Creating 18 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17
2.00	0.00	0.00	0.00	0.64	0.52	0.00	0.00	0.00	0.00	1.99	0.67	0.52	0.00	0.00	0.00	0.79	0.00	0.00
3.00	0.00	0.00	0.00	1.04	0.37	0.00	0.00	0.00	0.00	2.00	0.84	0.24	0.00	0.01	0.00	1.47	0.00	0.00
4.00	0.00	0.00	0.00	0.91	0.42	0.00	0.00	0.00	0.00	2.00	0.71	0.32	0.00	0.00	0.00	0.66	0.32	0.00
5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
6.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
8.00	0.00	0.00	0.00	0.78	0.28	0.00	0.00	0.00	0.00	1.99	0.67	0.19	0.00	0.00	0.00	0.00	0.14	0.00
9.00	0.00	0.00	0.00	0.13	0.33	0.00	0.00	0.00	0.00	2.00	0.45	0.21	0.00	0.00	0.00	0.25	0.13	0.00
10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
12.00	0.00	0.00	0.00	1.46	0.00	0.34	0.00	0.00	0.00	2.00	0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.39
13.00	0.00	0.00	0.00	0.49	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
14.00	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.00	1.99	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
16.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
17.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	1.94	0.00	0.00
18.00	0.00	0.00	0.00	0.87	0.61	0.00	0.00	0.00	0.00	2.00	1.25	0.00	0.00	0.00	0.00	1.04	0.00	0.00
19.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	2.00	0.00	0.48	0.00	0.00	0.00	0.00	0.00	0.00
20.00	0.00	0.00	0.00	1.01	0.28	0.00	0.00	0.00	0.00	1.99	0.67	0.13	0.00	0.00	0.00	0.75	0.18	0.40
21.00	0.00	0.00	0.00	0.31	0.32	0.00	0.00	0.00	0.00	2.00	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.22
22.00	0.00	0.00	0.00	0.21	0.81	0.00	0.00	0.00	0.00	2.00	0.16	0.00	0.00	0.00	0.00	0.06	0.00	0.00
23.00	0.00	0.00	0.00	0.00	0.61	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
24.00	0.00	0.00	0.00	0.00	1.08	0.07	0.00	0.00	0.00	2.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.07
25.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.24	0.00	0.00	0.00	0.00	0.61	0.00	0.00
26.00	0.00	0.00	0.00	0.00	1.47	0.00	0.00	0.00	0.00	1.99	0.98	0.40	0.00	0.00	0.00	0.33	0.16	0.33
27.00	0.00	0.00	0.00	1.24	0.84	0.00	0.00	0.00	0.00	2.00	0.34	0.62	0.00	0.00	0.00	1.74	0.00	0.00
28.00	0.00	0.00	0.00	1.27	0.31	0.00	0.00	0.00	0.00	2.00	0.20	0.00	0.00	0.00	0.00	0.31	0.00	0.14
29.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
30.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
31.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
32.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
33.00	0.00	0.00	0.00	0.95	0.04	0.00	0.00	0.00	0.00	2.00	1.08	0.15	0.00	0.00	0.00	0.12	0.15	0.41
34.00	0.00	0.00	0.00	1.00	1.40	0.00	0.00	0.00	0.00	2.00	0.55	0.12	0.00	0.00	0.00	1.47	0.00	0.16
35.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	2.00	1.02	0.00	0.00	0.00	0.00	1.26	0.00	0.58
36.00	0.00	0.00	0.00	0.00	1.20	0.00	0.00	0.00	0.00	2.00	0.37	0.29	0.00	0.00	0.00	0.77	0.00	0.18
37.00	0.00	0.00	0.00	0.00	0.31	0.00	0.00	0.00	0.00	2.00	0.72	0.00	0.00	0.00	0.00	0.60	0.00	0.28
38.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.00	0.04	0.00	0.00	0.00	0.31	0.22	0.05
39.00	0.00	0.00	0.00	1.22	1.12	0.00	0.00	0.00	0.00	2.00	1.21	0.74	0.00	0.00	0.00	0.46	0.20	0.22
40.00	0.00	0.00	0.00	0.27	0.25	0.00	0.00	0.00	0.00	2.00	0.12	0.00	0.00	0.00	0.00	1.54	0.00	0.11
41.00	0.00	0.00	0.00	0.31	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.07	0.00	0.00	0.00	0.00	0.01	0.00
42.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
43.00	0.00	0.00	0.00	0.00	1.31	0.00	0.00	0.00	0.00	2.00	0.73	0.00	0.00	0.00	0.00	0.00	0.00	0.26
44.00	0.00	0.00	0.00	0.00	0.29	0.00	0.00	0.00	0.00	1.99	0.82	0.00	0.00	0.00	0.00	0.38	0.00	0.75
45.00	0.00	0.00	0.00	0.05	0.19	0.00	0.00	0.00	0.00	2.00	0.79	0.00	0.00	0.00	0.00	0.00	0.00	0.92
46.00	0.00	0.00	0.00	0.07	0.39	0.00	0.00	0.00	0.00	2.00	0.48	0.00	0.00	0.00	0.00	0.31	0.00	1.14
47.00	0.00	0.00	0.00	2.11	0.00	0.00	0.00	0.00	0.00	2.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
48.00	0.00	0.00	0.00	0.37	1.01	0.16	0.00	0.00	0.00	2.00	1.02	0.31	0.00	0.00	0.00	0.00	0.00	0.16
49.00	0.00	0.00	0.00	1.84	0.33	0.00	0.00	0.00	0.00	2.00	0.22	0.18	0.00	0.00	0.00	0.00	0.00	0.00
50.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	2.00	0.62	0.00	0.00	0.00	0.00	0.00	0.00	0.62
51.00	0.00	0.00	0.00	0.00	0.19	0.00	0.00	0.00	0.00	1.99	0.75	0.00	0.00	0.00	0.00	0.89	0.00	0.00
52.00	0.00	0.00	0.00	0.73	0.00	0.00	0.00	0.00	0.00	2.00	0.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00
53.00	0.00	0.00	0.00	0.67	0.33	0.00	0.00	0.00	0.00	2.00	0.47	0.25	0.00	0.00	0.00	0.00	0.29	0.00
54.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.32	0.00	0.00	0.00	0.00	0.00	0.00	0.18
55.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
56.00	0.00	0.00	0.00	0.00	1.07	0.00	0.00	0.00	0.00	2.00	0.77	0.00	0.00	0.00	0.00	0.25	0.00	0.22
57.00	0.00	0.00	0.00	0.02	0.59	0.00	0.00	0.00	0.00	1.99	0.94	0.48	0.00	0.00	0.00	0.61	0.25	0.00
58.00	0.00	0.00	0.00	0.32	1.19	0.00	0.00	0.00	0.00	2.00	0.25	0.75	0.00	0.00	0.00	0.93	0.02	0.00
59.00	0.00	0.00	0.00	0.05	0.40	0.00	0.00	0.00	0.00	2.00	0.89	0.08	0.00	0.00	0.00	0.80	0.05	0.04
60.00	0.00	0.00	0.00	0.04	0.64	0.00	0.00	0.00	0.00	2.00	1.30	0.46	0.00	0.00	0.00	0.00	0.15	0.77
61.00	0.00	0.00	0.00	0.65	0.01	0.00	0.00	0.00	0.00	2.00	0.58	0.72	0.00	0.00	0.00	0.00	0.16	0.00
62.00	0.00	0.00	0.00	0.48	0.04	0.00	0.00	0.00	0.00	2.00	0.29	0.16	0.00	0.00	0.00	1.97	0.00	0.00
63.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
64.00	0.00	0.00	0.00	0.31	0.00	0.00	0.00	0.00	0.00	2.00	1.21	0.00	0.00	0.00	0.00	0.00	0.00	0.05
65.00	0.00	0.00	0.00	0.44	0.16	0.00	0.00	0.00	0.00	2.00	0.64	0.00	0.00	0.00	0.00	0.41	0.00	0.24
66.00	0.00	0.00	0.00	1.24	0.34	0.00	0.00	0.00	0.00	2.00	0.71	0.88	0.00	0.00	0.00	2.12	0.02	0.86
67.00	0.00	0.00	0.00	0.39	0.21	0.00	0.00	0.00	0.00	2.00	0.28	0.07	0.00	0.00	0.00	2.24	0.19	0.00
68.00	0.00	0.00	0.00	0.79	0.00	0.00	0.00	0.00	0.00	2.00	0.67	0.33	0.00	0.00	0.00	0.71	0.07	0.00
69.00	0.00	0.00	0.00	1.13	0.54	0.00	0.00	0.00	0.00	1.99	0.44	0.68	0.00	0.00	0.00	0.11	0.06	0.00
70.00	0.00	0.00	0.00	1.06	0.16	0.00	0.00	0.00	0.00	2.00	0.09	0.00	0.00	0.00	0.00	0.31	0.00	0.61
71.00	0.00	0.00	0.00	1.24	0.86	0.00	0.00	0.00	0.00	2.00	1.15	0.47	0.00	0.00	0.00	0.22	0.16	0.27
72.00	0.00	0.00	0.00	0.40	0.61	0.00	0.00	0.00	0.00	2.00	0.28	0.01	0.00	0.00	0.00	0.00	0.07	0.00
73.00	0.00	0.00	0.00	0.16	0.08	0.00	0.00	0.00	0.00	2.00	0.51	0.07	0.00	0.00	0.00	0.73	0.00	0.41
74.00	0.00	0.00	0.00	0.93	0.24	0.00	0.00	0.00	0.00	2.00	0.00	0.22	0.00	0.00	0.00	0.00	0.00	0.00
75.00	0.00	0.00	0.00	0.94	1.02	0.00	0.00	0.00	0.00	1.99	0.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00
76.00	0.00	0.00	0.00	1.45	0.68	0.00	0.00	0.00	0.00	2.00	1.60	0.97	0.00	0.00	0.00	0.93	0.00	1.24
77.00	0.00	0.00	0.00	1.05	0.47	0.00	0.00	0.00	0.00	2.00	0.81	0.82	0.00	0.00	0.00	0.98	0.00	0.95
78.00	0.00	0.00	0.00	1.22	1.92	0.00	0.00	0.00	0.00	2.00	1.32	1.13	0.00	0.00	0.00	0.51	0.00	0.00
79.00	0.00	0.00	0.00	0.15	0.00	0.07	0.00	0.00	0.00	2.00	0.47	0.37	0.00	0.00	0.00	1.40	0.00	0.45
80.00	0.00	0.00	0.00	0.00	0.65	0.00	0.00	0.00	0.00	2.00	0.16	0.31	0.00	0.00	0.00	1.67	0.00	0.61
81.00	0.00	0.00	0.00	0.07	0.13	0.02	0.00	0.00	0.00	1.99	0.79	0.29	0.00	0.00	0.00	1.93	0.00	1.27
82.00	0.00	0.00	0.00	0.01	0.08	0.00	0.00	0.00	0.00	2.00	0.59	0.84	0.00	0.00	0.00	0.20	0.00	0.52
83.00	0.00	0.00	0.00	1.77	0.59	0.00	0.00	0.00	0.00	2.00	0.80	0.25	0.00	0.00	0.00	0.06	0.00	0.32
84.00	0.00	0.00	0.00	0.71	0.47	0.00	0.00	0.00	0.00	2.00	0.80	0.18	0.00	0.00	0.00	0.82	0.00	0.29
85.00	0.00	0.00	0.00	0.04	0.64	0.00	0.00	0.00	0.00	2.00	1.28	1.67	0.00	0.00	0.00	0.86	0.00	0.01
86.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	2.00	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.31
87.00	0.00	0.00	0.00	0.27	1.05	0.00	0.00	0.00	0.00	1.99	0.53	0.15	0.00	0.00	0.00	1.73	0.00	0.00
88.00	0.00	0.00	0.00	0.98	0.82	0.00	0.00	0.00	0.00	2.00	1.60	0.71	0.00	0.00	0.00	0.09	0.00	0.33
89.00	0.00	0.00	0.00	0.00	0.47	0.00	0.00	0.00	0.00	2.00	0.38	0.25	0.00	0.00	0.00	0.02	0.00	0.00
90.00	0.00	0.00	0.00	0.00	0.26	0.00	0.00	0.00	0.00	2.00	0.00	0.80	0.00	0.00	0.00	0.71	0.00	0.00
91.00	0.00	0.00	0.00	0.60	0.21	0.00	0.00	0.00	0.00	2.00	0.65	0.08	0.00	0.00	0.00	0.33	0.00	0.00
92.00	0.00	0.00	0.00	0.28	0.00	0.00	0.00	0.00	0.00	2.00	0.98	0.66	0.00	0.00	0.00	0.79	0.00	1.11
93.00	0.00	0.00	0.00	1.00	0.22	0.00	0.00	0.00	0.00	1.99	0.44	0.02	0.00	0.00	0.00	0.57	0.00	0.66
94.00	0.00	0.00	0.00	0.61	0.40	0.00	0.00	0.00	0.00	2.00	0.26	0.45	0.00	0.00	0.00	0.92	0.00	0.00
95.00	0.00	0.00	0.00	0.77	0.05	0.00	0.00	0.00	0.00	2.00	0.39	0.11	0.00	0.00	0.00	0.71	0.00	0.98
96.00	0.00	0.00	0.00	0.74	0.77	0.00	0.00	0.00	0.00	2.00	1.14	0.73	0.00	0.00	0.00	1.06	0.00	0.52
97.00	0.00	0.00	0.00	0.82	0.31	0.00	0.00	0.00	0.00	2.00	0.66	0.00	0.00	0.00	0.00	0.58	0.00	0.75
98.00	0.00	0.00	0.00	1.27	0.74	0.00	0.00	0.00	0.00	2.00	1.41	0.00	0.00	0.00	0.00	1.45	0.00	0.64
99.00	0.00	0.00	0.00	1.22	0.31	0.00	0.00	0.00	0.00	2.00	0.29	0.00	0.00	0.00	0.00	0.00	0.00	0.32
100.00	0.00	0.00	0.00	0.19	0.12	0.00	0.00	0.00	0.00	1.99	0.52	0.00	0.00	0.00	0.00	0.75	0.00	0.00
101.00	0.00	0.00	0.00	1.17	0.29	0.00	0.00	0.00	0.00	2.00	0.81	0.72	0.00	0.00	0.00	1.21	0.00	0.31
102.00	0.00	0.00	0.00	1.00	0.29	0.00	0.00	0.00	0.00	2.00	0.77	0.00	0.00	0.00	0.00	0.00	0.00	1.12
103.00	0.00	0.00	0.00	1.44	0.59	0.00	0.00	0.00	0.00	2.00	1.19	0.48	0.00	0.00	0.00	1.90	0.00	0.31
104.00	0.00	0.00	0.00	0.31	0.26	0.00	0.00	0.00	0.00	2.00	0.22	0.21	0.00	0.00	0.00	1.32	0.00	0.32
105.00	0.00	0.00	0.00	0.91	0.16	0.00	0.00	0.00	0.00	2.00	0.28	0.00	0.00	0.00	0.00	1.68	0.00	0.00
106.00	0.00	0.00	0.00	0.18	0.42	0.00	0.00	0.00	0.00	1.99	1.38	0.20	0.00	0.00	0.00	1.06	0.00	0.72
107.00	0.00	0.00	0.00	1.07	0.73	0.00	0.00	0.00	0.00	2.00	0.65	0.72	0.00	0.00	0.00	0.84	0.00	0.31
