Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.370s)
CreateVariables () DONE !!!
Creating 4 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3
2.00	1.51	1.98	1.99	0.00
3.00	1.42	1.50	2.00	1.98
4.00	1.46	1.67	2.00	1.97
5.00	1.22	1.77	2.00	1.99
6.00	1.15	1.84	2.00	1.94
7.00	1.15	1.74	2.00	2.03
8.00	1.12	1.85	1.99	2.01
9.00	1.13	2.04	2.00	2.01
10.00	1.24	1.68	2.00	1.99
11.00	1.22	1.79	2.00	2.01
12.00	1.15	1.90	2.00	2.00
13.00	1.17	1.80	2.00	1.88
14.00	1.13	1.78	1.99	2.08
15.00	1.14	1.92	2.00	2.00
16.00	1.18	1.68	2.00	2.00
17.00	1.22	1.78	2.00	1.95
18.00	1.24	1.87	2.00	2.05
19.00	1.19	1.75	2.00	1.99
20.00	1.14	1.87	1.99	1.99
21.00	1.18	1.84	2.00	1.98
22.00	1.18	1.68	2.00	2.01
23.00	1.14	1.81	2.00	2.00
24.00	1.32	1.79	2.00	1.99
25.00	1.15	1.84	2.00	2.01
26.00	1.07	2.04	1.99	1.99
27.00	1.33	1.59	2.00	2.01
28.00	0.86	2.03	2.00	1.97
29.00	1.33	1.61	2.00	2.00
30.00	1.25	1.79	2.00	2.00
31.00	0.91	2.08	2.00	2.00
32.00	1.17	1.77	1.99	2.00
33.00	1.19	1.68	2.00	1.97
34.00	0.81	2.14	2.00	1.98
35.00	1.06	1.68	2.00	2.01
36.00	1.11	1.90	2.00	2.01
37.00	1.25	1.79	2.00	1.99
38.00	1.12	1.80	1.99	1.99
39.00	1.24	1.71	2.00	1.99
40.00	1.17	1.84	2.00	1.99
41.00	1.22	1.90	2.00	1.99
42.00	1.22	1.83	2.00	2.01
43.00	1.17	1.75	2.00	1.98
44.00	1.13	1.67	1.99	2.01
45.00	1.22	1.83	2.00	1.99
46.00	1.08	1.78	2.00	1.99
47.00	1.14	1.77	2.00	1.99
48.00	0.82	2.34	2.00	2.01
49.00	1.48	1.59	2.00	1.99
50.00	0.78	2.27	2.00	1.98
51.00	1.51	1.61	1.99	2.01
52.00	1.39	1.61	2.00	1.92
53.00	1.13	1.72	2.00	2.07
54.00	1.19	1.79	2.00	1.98
55.00	1.24	1.81	2.00	2.01
56.00	1.19	1.72	2.00	1.99
57.00	1.13	1.85	1.99	1.99
58.00	1.25	1.74	2.00	2.01
59.00	1.18	1.83	2.00	2.00
60.00	0.86	2.17	2.00	2.00
61.00	1.06	1.78	2.00	1.95
