Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (3.431s)
CreateVariables () DONE !!!
Creating 4 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3
2.00	1.95	0.00	1.99	1.95
3.00	1.59	1.55	2.00	1.93
4.00	1.37	1.63	2.00	2.01
5.00	1.20	1.77	2.00	2.01
6.00	1.14	1.84	2.00	2.00
7.00	1.20	1.79	2.00	1.99
8.00	1.19	1.84	1.99	2.00
9.00	1.20	1.81	2.00	1.99
10.00	1.19	1.88	2.00	1.99
11.00	1.24	1.87	2.00	2.00
12.00	1.14	1.77	2.00	1.98
13.00	1.14	1.81	2.00	1.95
14.00	0.98	1.73	1.99	2.07
15.00	1.11	1.73	2.00	1.99
16.00	1.22	1.80	2.00	1.98
17.00	1.21	1.80	2.00	1.99
18.00	1.13	1.79	2.00	1.99
19.00	1.24	1.79	2.00	2.03
20.00	1.14	1.75	1.99	2.00
21.00	1.17	1.93	2.00	1.99
22.00	1.21	1.84	2.00	1.99
23.00	1.13	1.92	2.00	1.91
24.00	1.11	1.74	2.00	2.10
25.00	1.17	1.91	2.00	1.99
26.00	1.13	1.79	1.99	2.00
27.00	1.26	1.80	2.00	1.97
28.00	1.14	1.65	2.00	2.03
29.00	1.19	1.80	2.00	2.01
30.00	1.13	1.81	2.00	1.99
31.00	1.25	1.67	2.00	1.95
32.00	1.24	1.71	1.99	2.04
33.00	1.15	1.86	2.00	1.98
34.00	1.27	1.84	2.00	2.00
35.00	1.27	1.87	2.00	2.01
36.00	1.14	1.85	2.00	2.00
37.00	1.14	1.66	2.00	2.00
38.00	1.25	1.83	1.99	1.99
39.00	1.24	1.79	2.00	1.98
40.00	1.24	1.73	2.00	2.03
41.00	1.28	1.83	2.00	1.99
42.00	1.17	1.86	2.00	1.92
43.00	1.17	1.78	2.00	2.07
44.00	1.13	1.93	1.99	2.00
45.00	1.31	1.78	2.00	1.94
46.00	1.13	1.74	2.00	2.03
47.00	1.25	1.81	2.00	2.01
48.00	1.20	1.85	2.00	1.99
49.00	1.20	1.77	2.00	2.01
50.00	1.21	1.87	2.00	1.99
51.00	1.20	1.87	1.99	1.97
52.00	1.15	1.79	2.00	2.01
53.00	0.46	2.58	2.00	2.00
54.00	1.86	1.25	2.00	2.01
55.00	1.12	1.86	2.00	1.98
56.00	1.21	1.86	2.00	2.01
57.00	1.14	1.72	1.99	1.98
58.00	1.25	1.79	2.00	1.98
59.00	1.20	1.92	2.00	1.99
60.00	1.15	1.86	2.00	2.03
61.00	1.32	1.74	2.00	2.00
62.00	1.14	1.79	2.00	1.98
63.00	1.19	1.86	1.99	2.01
64.00	1.19	1.86	2.00	2.00
65.00	1.17	1.93	2.00	1.99
66.00	1.25	1.81	2.00	2.00
67.00	1.14	1.75	2.00	1.99
68.00	1.22	1.91	2.00	1.98
69.00	1.24	1.71	1.99	2.01
70.00	1.17	1.70	2.00	1.99
71.00	1.21	1.78	2.00	1.99
72.00	1.11	2.00	2.00	1.88
73.00	1.13	1.72	2.00	2.08
74.00	0.94	1.98	2.00	2.03
75.00	1.21	1.84	1.99	2.00
76.00	1.18	1.86	2.00	1.97
77.00	1.17	1.80	2.00	1.97
78.00	1.14	1.79	2.00	2.05
79.00	1.18	1.67	2.00	1.99
80.00	1.24	1.77	2.00	1.94
81.00	1.18	1.72	1.99	2.04
82.00	1.12	1.81	2.00	2.01
83.00	1.19	1.84	2.00	1.99
84.00	1.31	1.85	2.00	2.01
85.00	1.27	1.87	2.00	1.99
86.00	1.20	1.80	2.00	1.93
87.00	1.15	1.75	1.99	2.07
88.00	1.17	1.83	2.00	1.98
89.00	1.18	1.77	2.00	2.00
90.00	1.24	1.85	2.00	2.00
91.00	1.28	1.79	2.00	1.98
92.00	1.19	1.78	2.00	1.94
93.00	0.92	1.85	1.99	2.06
94.00	1.37	1.64	2.00	1.98
95.00	1.14	1.83	2.00	2.03
96.00	1.27	1.84	2.00	1.97
97.00	1.11	1.88	2.00	2.01
98.00	1.18	1.93	2.00	1.99
99.00	1.20	1.84	2.00	1.99
100.00	1.19	1.83	1.99	2.00
101.00	1.15	1.81	2.00	2.00
102.00	1.12	1.80	2.00	2.01
103.00	1.31	1.83	2.00	1.99
104.00	0.59	2.16	2.00	1.99
105.00	1.51	1.58	2.00	2.00
106.00	1.21	1.64	1.99	1.98
107.00	1.08	1.73	2.00	2.01
108.00	1.18	1.90	2.00	1.94
109.00	1.14	1.80	2.00	2.01
110.00	1.18	1.90	2.00	2.03
111.00	1.19	1.85	2.00	2.00
112.00	1.19	1.81	1.99	1.99
113.00	1.18	1.78	2.00	2.00
114.00	1.28	1.79	2.00	1.97
115.00	1.20	1.84	2.00	2.01
116.00	0.46	2.56	2.00	2.00
117.00	1.80	1.30	2.00	1.99
118.00	0.97	1.91	1.99	1.99
119.00	1.19	1.78	2.00	2.01
120.00	0.40	2.41	2.00	2.00
121.00	1.65	1.37	2.00	2.00
122.00	0.49	2.48	2.00	2.00
123.00	1.21	1.80	2.00	1.97
124.00	1.50	1.55	1.99	2.01
125.00	1.06	2.00	2.00	1.97
126.00	1.31	1.72	2.00	2.04
127.00	1.24	1.90	2.00	2.00
128.00	1.22	1.91	2.00	1.99
129.00	1.27	1.85	2.00	1.93
130.00	1.17	1.78	1.99	2.07
131.00	1.15	1.84	2.00	1.99
132.00	1.19	1.87	2.00	2.00
133.00	1.15	1.80	2.00	1.98
134.00	0.00	2.70	2.00	1.99
135.00	0.49	2.01	2.00	2.03
136.00	1.41	1.19	1.99	1.97
137.00	1.12	1.79	2.00	2.03
138.00	1.12	1.75	2.00	2.00
139.00	1.24	1.84	2.00	2.00
140.00	1.19	1.67	2.00	1.99
141.00	1.18	1.83	2.00	2.01
142.00	1.25	1.84	2.00	2.00
143.00	1.12	1.86	1.99	1.99
144.00	1.30	1.84	2.00	1.98
145.00	1.18	1.87	2.00	2.01
146.00	1.26	1.84	2.00	1.98
147.00	1.24	1.77	2.00	1.99
148.00	0.92	1.92	2.00	2.00
149.00	1.37	1.67	1.99	1.99
150.00	0.98	2.06	2.00	2.00
151.00	1.25	1.74	2.00	2.01
152.00	1.22	1.81	2.00	2.00
153.00	1.15	1.68	2.00	2.00
154.00	1.19	1.73	2.00	1.94
155.00	1.20	1.85	1.99	2.05
156.00	0.86	2.08	2.00	1.95
157.00	1.35	1.60	2.00	2.00
158.00	1.22	1.92	2.00	2.03
159.00	1.27	1.88	2.00	1.99
160.00	1.27	1.80	2.00	1.98
161.00	1.20	1.83	1.99	2.01
162.00	1.13	1.90	2.00	1.95
163.00	0.79	1.90	2.00	2.04
164.00	1.18	1.77	2.00	1.98
165.00	1.21	1.91	2.00	2.00
166.00	1.20	1.93	2.00	1.98
167.00	1.22	1.77	1.99	1.93
168.00	1.17	1.71	2.00	2.08
169.00	1.22	1.93	2.00	1.95
170.00	1.11	1.79	2.00	2.03
171.00	1.31	1.79	2.00	2.00
172.00	1.24	1.84	2.00	1.98
173.00	1.20	1.78	1.99	2.00
174.00	1.27	1.85	2.00	1.97
175.00	1.19	1.83	2.00	1.99
176.00	1.07	1.81	2.00	2.03
177.00	1.18	1.75	2.00	1.99
178.00	1.26	1.86	2.00	1.99
179.00	1.07	1.85	1.99	1.99
10.1.1.1	1.20	429855.23
10.1.1.2	1.85	360495.59
10.2.1.2	2.04	7.80
10.1.1.4	2.03	13271.71
