Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (3.746s)
CreateVariables () DONE !!!
Creating 5 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4
2.00	1.95	0.00	1.99	1.95	1.50
3.00	1.99	1.95	2.00	2.00	2.00
4.00	2.00	2.00	2.00	1.97	1.98
5.00	1.99	2.00	2.00	2.00	2.00
6.00	1.99	2.00	2.00	2.00	2.01
7.00	1.99	2.00	2.00	2.00	2.00
8.00	2.00	2.00	1.99	2.00	1.99
9.00	2.00	2.00	2.00	2.00	2.00
10.00	2.00	1.99	2.00	2.00	1.99
11.00	2.00	2.00	2.00	2.00	1.99
12.00	1.99	2.00	2.00	1.99	2.00
13.00	1.99	2.00	2.00	2.00	2.00
14.00	2.00	2.00	1.99	1.99	2.00
15.00	2.00	2.00	2.00	2.00	2.00
16.00	2.00	2.00	2.00	2.00	1.99
17.00	1.97	1.98	2.00	2.00	1.99
18.00	2.00	2.00	2.00	2.00	2.00
19.00	2.00	2.00	2.00	1.99	1.98
20.00	1.99	2.00	1.99	2.00	2.01
21.00	2.00	1.99	2.00	2.00	1.99
22.00	1.99	2.01	2.00	2.00	1.99
23.00	2.00	1.99	2.00	2.00	2.00
24.00	2.00	2.00	2.00	1.99	2.00
25.00	1.98	2.00	2.00	2.00	1.99
26.00	1.99	2.00	1.99	2.00	2.00
27.00	2.00	1.99	2.00	2.00	2.00
28.00	2.00	2.01	2.00	2.00	1.98
29.00	2.00	1.99	2.00	1.98	1.98
30.00	2.00	2.00	2.00	2.03	2.03
31.00	2.00	2.00	2.00	1.99	1.98
32.00	1.98	2.00	1.99	2.00	1.99
33.00	2.00	2.00	2.00	1.99	2.01
34.00	2.00	2.00	2.00	2.01	2.00
35.00	1.99	1.99	2.00	1.99	1.99
36.00	2.00	1.99	2.00	2.01	2.00
37.00	2.00	2.00	2.00	1.99	2.00
38.00	1.97	2.00	1.99	2.00	2.00
39.00	2.00	1.99	2.00	1.99	1.99
40.00	2.00	2.00	2.00	1.99	2.00
41.00	2.00	2.00	2.00	1.99	2.00
42.00	2.00	2.00	2.00	2.00	2.00
43.00	1.99	2.00	2.00	2.00	1.99
44.00	2.01	2.00	1.99	1.99	2.00
45.00	1.99	1.99	2.00	2.00	2.00
46.00	1.99	2.01	2.00	2.00	1.99
47.00	1.99	1.99	2.00	1.99	2.00
48.00	2.00	2.00	2.00	2.00	2.00
49.00	2.00	2.00	2.00	2.01	2.00
50.00	1.97	1.99	2.00	1.99	1.99
51.00	2.00	2.00	1.99	2.00	1.99
52.00	2.00	2.00	2.00	2.00	2.00
53.00	2.00	1.99	2.00	2.00	2.00
54.00	2.00	2.00	2.00	2.00	2.00
55.00	1.99	2.00	2.00	1.99	1.99
56.00	2.00	2.00	2.00	2.00	2.00
57.00	2.00	2.00	1.99	2.00	2.00
58.00	2.00	2.00	2.00	2.00	1.99
59.00	2.00	1.99	2.00	2.00	2.01
60.00	2.00	2.00	2.00	1.99	1.99
61.00	2.00	2.00	2.00	2.00	1.99
62.00	2.00	2.00	2.00	2.00	2.00
63.00	1.99	2.00	1.99	1.99	1.99
64.00	2.00	2.00	2.00	2.01	2.01
65.00	1.98	1.99	2.00	2.00	1.99
66.00	2.00	2.00	2.00	2.00	2.00
67.00	1.99	2.00	2.00	1.99	2.00
68.00	2.00	2.00	2.00	1.99	1.98
69.00	2.00	2.00	1.99	2.01	2.00
70.00	2.00	2.00	2.00	2.00	2.00
71.00	2.00	1.99	2.00	2.00	2.01
72.00	2.00	2.00	2.00	2.00	1.99
73.00	2.00	2.00	2.00	1.99	2.00
74.00	1.99	2.00	2.00	1.99	1.99
75.00	2.00	2.00	1.99	2.00	2.01
76.00	2.00	2.00	2.00	1.99	1.98
77.00	2.00	1.99	2.00	2.01	2.01
78.00	2.00	2.00	2.00	1.99	1.99
79.00	2.00	2.00	2.00	2.01	2.00
80.00	1.99	2.00	2.00	1.98	1.99
81.00	2.00	2.00	1.99	2.01	2.00
82.00	2.00	2.00	2.00	1.99	2.00
83.00	2.00	1.99	2.00	2.00	1.98
84.00	2.00	2.00	2.00	1.99	2.00
85.00	2.00	2.00	2.00	2.00	2.00
86.00	1.99	2.00	2.00	2.01	2.00
87.00	1.99	2.00	1.99	1.98	1.99
88.00	2.00	2.00	2.00	1.01	0.98
89.00	2.00	1.99	2.00	2.48	2.19
90.00	2.00	2.01	2.00	2.00	1.99
91.00	2.00	1.99	2.00	2.00	2.01
92.00	1.99	2.00	2.00	1.99	1.98
93.00	1.99	1.99	1.99	2.00	2.01
94.00	2.00	2.01	2.00	2.00	1.99
95.00	1.99	2.00	2.00	1.99	2.00
96.00	2.00	1.99	2.00	2.01	2.00
97.00	2.00	2.00	2.00	1.99	1.99
98.00	2.00	1.99	2.00	2.00	2.00
99.00	2.00	2.00	2.00	2.00	2.00
100.00	1.99	2.00	1.99	1.99	1.99
101.00	1.99	2.00	2.00	0.72	0.72
102.00	2.00	2.00	2.00	0.99	0.00
103.00	1.99	1.98	2.00	3.13	2.98
104.00	1.98	1.99	2.00	1.99	2.00
105.00	2.01	2.00	2.00	2.00	2.00
106.00	1.99	2.00	1.99	2.00	1.99
107.00	1.99	1.99	2.00	2.00	2.01
108.00	2.00	2.01	2.00	2.00	1.99
109.00	2.00	1.99	2.00	2.00	1.99
110.00	1.99	1.99	2.00	1.99	1.98
