Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.349s)
CreateVariables () DONE !!!
Creating 7 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6
2.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00
3.00	0.00	0.00	1.97	2.00	0.00	0.00	0.00
4.00	1.94	1.92	2.00	2.00	1.97	1.90	1.91
5.00	1.98	1.95	2.00	2.00	2.00	1.97	1.99
6.00	2.00	1.99	2.00	2.00	2.00	1.97	1.99
7.00	2.00	2.00	1.99	2.00	1.99	1.98	2.01
8.00	2.00	1.99	2.00	1.99	2.00	1.95	1.97
9.00	2.00	1.99	2.00	2.00	2.00	1.98	2.00
10.00	2.00	1.99	2.00	2.00	2.00	1.99	1.98
11.00	1.99	1.99	2.00	2.00	2.00	1.98	1.99
12.00	2.00	2.00	2.00	2.00	2.00	1.93	2.00
13.00	2.00	2.00	2.00	2.00	1.99	1.99	2.00
14.00	1.99	2.00	1.99	1.99	2.00	1.99	2.00
15.00	2.00	2.00	2.00	2.00	2.00	1.95	1.99
16.00	1.99	1.99	2.00	2.00	2.00	1.94	2.00
17.00	1.99	2.00	2.00	2.00	2.00	1.99	2.00
18.00	2.00	2.00	2.00	2.00	2.00	1.99	2.00
19.00	2.00	1.99	2.00	2.00	1.99	1.98	2.00
20.00	2.00	2.00	1.99	1.99	2.00	1.99	1.98
21.00	2.00	2.00	2.00	2.00	2.00	1.97	1.99
22.00	2.00	2.00	2.00	2.00	2.00	1.97	1.99
23.00	1.99	1.99	2.00	2.00	2.00	1.95	1.98
24.00	2.00	2.00	2.00	2.00	2.00	1.95	2.00
25.00	2.00	2.00	2.00	2.00	1.99	1.94	2.00
26.00	1.99	1.98	1.98	1.99	2.00	1.95	1.99
27.00	2.00	2.00	2.00	2.00	2.00	1.97	1.99
28.00	2.00	1.99	2.00	2.00	2.00	1.97	1.99
29.00	1.99	1.99	2.00	2.00	2.00	1.97	1.99
30.00	1.99	2.00	2.00	2.00	2.00	1.97	1.99
31.00	2.00	2.00	2.00	2.00	1.99	1.95	2.00
32.00	2.00	1.99	1.99	1.99	2.00	1.98	1.99
33.00	2.00	2.00	2.00	2.00	2.00	1.97	1.99
34.00	2.00	2.00	2.00	2.00	2.00	1.99	2.00
35.00	1.99	1.99	2.00	2.00	2.00	1.98	1.99
36.00	2.00	2.00	2.00	2.00	1.99	1.98	2.00
37.00	2.00	2.00	2.00	2.00	2.00	1.98	2.00
38.00	2.00	2.00	1.99	1.99	2.00	1.97	1.99
39.00	2.00	2.00	2.00	2.00	2.00	1.97	2.00
40.00	2.00	2.00	2.00	2.00	2.00	1.97	1.99
41.00	2.00	1.98	2.00	2.00	2.00	1.95	1.99
42.00	1.99	2.00	2.00	2.00	2.00	1.95	2.00
43.00	2.00	2.00	2.00	2.00	1.99	1.94	2.00
44.00	2.00	2.00	1.99	1.99	2.00	1.99	1.99
45.00	2.00	2.00	2.00	2.00	2.00	1.95	1.99
46.00	2.00	2.00	2.00	2.00	1.99	1.98	2.00
47.00	2.00	2.00	2.00	2.00	2.00	1.97	1.94
48.00	1.99	1.99	2.00	2.00	2.00	1.98	2.00
49.00	2.00	2.00	2.00	2.00	1.99	1.98	1.98
50.00	2.00	2.00	1.99	2.00	2.00	1.99	1.98
51.00	2.00	2.00	2.00	1.99	2.00	1.95	1.99
52.00	2.00	2.00	2.00	2.00	2.00	1.99	2.00
53.00	2.00	1.99	2.00	2.00	2.00	1.92	1.98
54.00	1.99	2.00	2.00	2.00	2.00	2.00	2.00
55.00	2.00	2.00	2.00	2.00	2.00	1.97	1.99
56.00	2.00	2.00	1.99	2.00	1.99	1.95	1.97
57.00	2.00	2.00	1.99	1.99	2.00	1.99	2.01
