Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.358s)
CreateVariables () DONE !!!
Creating 6 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5
2.00	0.00	0.00	0.00	1.99	1.50	1.77
3.00	0.00	1.00	0.01	2.00	1.98	1.18
4.00	1.33	0.38	0.81	2.00	2.03	0.49
5.00	2.07	1.78	0.66	2.00	1.95	0.80
6.00	2.10	1.98	0.86	2.00	2.04	3.06
7.00	2.01	1.98	1.13	2.00	1.30	1.08
8.00	1.98	1.86	0.47	1.99	1.95	2.13
9.00	2.00	2.00	1.81	2.00	2.00	2.00
10.00	2.00	1.99	1.99	2.00	2.00	1.98
11.00	2.00	2.01	2.00	2.00	2.00	2.00
12.00	2.00	1.99	2.00	2.00	1.99	1.99
13.00	2.00	2.00	2.00	2.00	2.00	1.99
14.00	1.99	2.00	2.00	1.99	2.00	1.99
15.00	2.00	1.99	1.99	2.00	2.00	1.99
16.00	2.00	2.01	2.01	2.00	2.00	2.01
17.00	2.00	1.99	1.98	2.00	1.99	1.98
18.00	2.00	2.01	1.99	2.00	2.01	2.00
19.00	2.00	1.99	2.01	2.00	1.99	2.00
20.00	1.99	1.99	1.98	1.99	2.00	1.99
21.00	2.00	2.01	2.01	2.00	2.00	2.00
22.00	2.00	2.00	2.00	2.00	2.00	2.00
23.00	2.00	2.00	1.99	2.00	2.00	2.00
24.00	2.00	1.99	2.00	2.00	2.00	1.99
