Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.290s)
CreateVariables () DONE !!!
Creating 16 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.99	1.39	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.87	0.00	0.00	0.00	0.00	0.00	0.00
4.00	0.00	0.00	1.28	0.00	0.00	0.00	0.00	0.00	2.00	1.78	0.00	0.00	0.00	0.00	0.00	0.00
5.00	1.91	0.00	0.16	0.00	0.00	0.00	0.00	0.00	2.00	1.83	0.00	0.00	0.00	0.00	0.00	0.00
6.00	1.99	0.00	0.41	0.00	0.15	0.00	0.00	0.00	2.00	1.70	0.00	0.00	0.00	0.00	0.00	0.00
7.00	2.00	0.00	1.37	0.00	1.07	0.00	0.00	0.00	2.00	2.24	0.00	0.00	0.00	0.00	0.00	0.29
8.00	1.85	0.00	1.41	0.00	0.32	0.00	0.00	0.00	1.99	1.95	0.00	0.00	0.00	0.00	0.00	0.00
9.00	2.01	0.00	0.62	0.00	0.55	0.00	0.00	0.00	2.00	2.01	0.00	0.00	0.00	0.00	0.00	0.00
10.00	1.90	0.00	1.40	0.00	0.29	0.00	0.00	0.00	2.00	1.98	0.00	0.00	0.00	0.00	0.00	0.16
11.00	2.03	0.00	1.83	0.00	0.57	0.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00	0.00	0.00	0.11
12.00	1.99	0.00	1.94	0.00	0.35	0.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00
13.00	1.99	0.00	1.97	0.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00
14.00	2.00	0.02	1.19	0.00	0.48	0.00	0.00	0.00	1.99	2.00	0.00	0.00	0.07	0.00	0.00	0.26
15.00	1.99	0.00	1.13	0.00	0.07	0.00	0.00	0.00	2.00	1.99	0.00	0.00	0.00	0.00	0.00	0.11
