Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.338s)
CreateVariables () DONE !!!
Creating 10 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9
2.00	1.73	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00
3.00	1.94	0.00	1.50	1.21	0.00	2.00	1.57	0.51	0.00	0.00
4.00	1.58	0.00	0.20	1.26	0.02	2.00	1.92	0.69	0.00	0.00
5.00	0.32	0.00	0.00	0.39	0.27	2.00	1.77	0.11	0.00	0.00
6.00	2.53	0.99	0.47	0.00	0.00	2.00	1.55	0.38	0.00	0.00
7.00	1.71	1.45	1.80	0.00	0.00	2.00	2.18	0.38	0.06	0.15
8.00	1.25	0.04	0.02	0.09	0.00	1.99	2.01	0.95	0.69	0.80
9.00	1.54	0.00	0.00	0.53	0.66	2.00	2.00	0.47	0.21	0.18
10.00	1.84	0.94	0.39	0.00	0.00	2.00	1.99	0.66	0.00	0.00
11.00	2.07	1.86	1.21	0.00	0.00	2.00	1.61	1.63	0.00	0.00
12.00	2.01	2.00	1.84	0.00	0.00	2.00	1.77	1.21	0.15	0.14
13.00	1.99	1.95	1.94	0.00	0.00	2.00	1.93	0.00	0.00	0.00
14.00	1.94	1.99	1.99	0.15	0.18	1.99	2.00	0.35	0.02	0.01
15.00	2.00	2.01	1.47	0.16	0.13	2.00	2.01	0.00	1.25	1.25
16.00	1.91	1.42	0.41	0.00	0.00	2.00	1.97	0.00	0.08	0.06
17.00	1.99	1.71	0.01	0.39	0.00	2.00	1.97	0.00	0.74	0.52
18.00	0.75	0.57	0.57	0.27	0.06	2.00	1.86	0.00	0.08	0.08
19.00	2.63	0.31	0.26	0.22	0.11	2.00	1.57	0.24	0.00	0.00
20.00	2.00	0.31	0.00	0.75	0.77	1.99	1.98	0.00	0.00	0.00
21.00	2.00	2.39	0.00	1.08	1.10	2.00	2.00	0.00	0.98	0.99
22.00	1.83	0.19	0.71	0.01	0.00	2.00	2.00	0.01	1.51	0.33
23.00	2.00	1.92	0.00	0.99	0.60	2.00	1.99	0.00	0.51	0.24
24.00	2.00	2.08	0.08	0.14	0.08	2.00	2.01	0.00	0.29	0.27
25.00	1.95	1.73	0.00	0.49	0.47	2.00	1.99	0.00	0.25	0.25
26.00	1.94	1.58	0.00	0.34	0.34	1.99	1.75	0.00	0.51	0.91
27.00	2.01	2.03	0.00	0.71	0.72	2.00	2.01	0.00	0.95	0.98
28.00	2.00	2.00	0.00	0.00	0.00	2.00	1.99	0.00	1.91	1.97
29.00	2.00	1.87	0.00	0.59	0.60	2.00	1.93	0.00	1.12	1.08
30.00	2.00	1.87	1.18	0.06	0.07	2.00	2.05	1.10	0.33	0.33
31.00	1.95	1.30	1.39	0.42	0.32	2.00	1.99	1.05	0.00	0.00
32.00	1.99	1.39	0.00	0.02	0.00	1.99	2.00	0.00	0.28	0.26
33.00	1.26	0.92	0.00	0.00	0.00	2.00	1.97	1.00	0.00	0.00
34.00	1.35	0.00	0.00	1.10	0.77	2.00	2.00	0.00	0.67	0.81
35.00	2.00	2.96	0.00	0.15	0.14	2.00	2.00	0.00	0.49	0.49
36.00	1.21	0.39	0.29	0.00	0.00	2.00	2.00	0.34	1.02	1.00
37.00	2.00	1.71	0.00	0.47	0.47	2.00	2.00	0.00	1.08	1.06
38.00	1.99	2.00	0.00	0.18	0.16	1.99	1.99	2.37	0.00	0.00
39.00	2.00	2.00	0.00	0.00	0.00	2.00	2.00	0.00	1.42	1.52
40.00	2.00	1.52	1.50	0.86	0.85	2.00	1.94	0.00	1.30	1.07
41.00	1.99	2.13	0.00	0.31	0.32	2.00	2.01	0.00	0.49	0.00
42.00	2.01	1.67	0.71	0.26	0.06	2.00	2.01	0.00	0.22	0.08
43.00	2.00	0.67	0.29	0.99	0.28	2.00	2.00	0.00	0.00	0.00
44.00	1.94	1.90	0.00	0.74	0.44	1.99	1.98	0.00	0.31	0.00
