Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.329s)
CreateVariables () DONE !!!
Creating 5 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4
2.00	1.04	1.55	1.99	1.66	0.51
3.00	0.99	1.30	2.00	1.24	1.46
4.00	0.65	1.55	2.00	1.65	0.89
5.00	0.79	1.58	2.00	1.57	0.87
6.00	0.84	1.71	2.00	1.61	0.86
7.00	0.87	1.59	2.00	1.60	0.69
8.00	0.39	1.94	1.99	1.63	0.93
9.00	0.74	0.77	2.00	1.78	1.05
10.00	0.72	2.19	2.00	1.60	0.85
11.00	0.86	1.53	2.00	1.67	0.79
12.00	0.78	1.63	2.00	1.60	0.87
13.00	0.79	1.67	2.00	1.67	0.85
14.00	1.04	1.58	1.99	1.48	0.74
15.00	0.75	1.64	2.00	1.64	0.95
16.00	0.75	1.55	2.00	1.65	0.84
17.00	0.75	1.50	2.00	1.67	1.00
18.00	0.84	1.50	2.00	1.70	0.99
19.00	0.57	1.68	2.00	1.80	0.93
20.00	0.68	1.90	1.99	1.53	0.73
21.00	0.72	1.24	2.00	1.68	0.82
22.00	0.99	2.20	2.00	1.48	0.77
23.00	0.97	1.57	2.00	1.68	0.73
24.00	0.77	1.54	2.00	1.64	0.77
25.00	0.89	1.63	2.00	1.34	0.87
26.00	0.95	1.37	1.99	1.57	0.99
27.00	0.84	1.68	2.00	1.51	0.82
28.00	0.88	1.66	2.00	1.58	0.87
29.00	0.81	1.63	2.00	1.66	0.81
30.00	0.89	1.58	2.00	1.63	0.80
31.00	0.69	1.58	2.00	1.72	0.87
32.00	0.92	1.53	1.99	1.52	0.89
33.00	0.73	1.65	2.00	1.61	0.86
34.00	0.81	1.64	2.00	1.65	0.77
35.00	0.85	1.61	2.00	1.60	0.91
36.00	0.82	1.53	2.00	1.61	0.91
37.00	0.91	1.73	2.00	1.57	0.66
38.00	0.75	1.51	1.99	1.74	0.79
39.00	0.75	1.63	2.00	1.68	0.84
40.00	0.87	1.63	2.00	1.74	0.80
41.00	0.86	1.63	2.00	1.64	0.88
42.00	0.74	1.78	2.00	1.75	0.81
43.00	0.92	1.54	2.00	1.58	0.62
44.00	0.73	1.46	1.99	1.51	1.11
45.00	0.77	1.67	2.00	1.74	0.78
46.00	0.84	1.66	2.00	1.63	0.88
47.00	0.66	1.39	2.00	1.70	0.88
48.00	0.98	1.66	2.00	1.58	0.75
49.00	0.86	1.48	2.00	1.71	0.89
50.00	0.89	1.70	2.00	1.55	0.80
51.00	0.73	1.65	1.99	1.65	0.88
52.00	0.80	1.55	2.00	1.61	0.89
53.00	0.80	1.51	2.00	1.70	0.91
54.00	0.81	1.68	2.00	1.55	0.85
55.00	0.74	1.75	2.00	1.91	0.61
56.00	0.82	1.70	2.00	1.66	0.74
57.00	0.78	1.53	1.99	1.64	0.88
58.00	0.73	1.57	2.00	1.65	0.86
59.00	0.89	1.75	2.00	1.38	0.85
60.00	0.69	1.31	2.00	1.99	1.02
61.00	0.87	1.72	2.00	1.67	0.77
62.00	0.47	1.86	2.00	1.79	0.89
63.00	0.00	2.27	1.99	1.74	1.01
64.00	0.00	2.30	2.00	1.68	0.99
65.00	0.00	2.21	2.00	1.95	0.74
66.00	1.12	0.94	2.00	1.64	1.08
67.00	0.93	1.48	2.00	1.54	0.92
68.00	1.01	1.57	2.00	1.38	0.79
