Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.327s)
CreateVariables () DONE !!!
Creating 5 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4
2.00	1.30	1.39	1.99	0.40	0.00
3.00	1.17	1.14	2.00	1.59	1.02
4.00	0.93	1.77	2.00	1.45	0.84
5.00	0.91	1.55	2.00	1.63	0.74
6.00	0.82	1.64	2.00	1.63	0.85
7.00	0.71	1.57	2.00	1.61	0.97
8.00	0.87	1.58	1.99	1.74	0.82
9.00	0.85	1.71	2.00	1.53	0.82
10.00	0.94	1.64	2.00	1.63	0.77
11.00	0.79	1.78	2.00	1.57	0.68
12.00	0.88	1.53	2.00	1.54	0.92
13.00	0.91	1.60	2.00	1.47	0.81
14.00	0.91	1.53	1.99	1.57	0.85
15.00	0.99	1.40	2.00	1.60	0.73
16.00	1.02	1.68	2.00	1.61	0.68
17.00	0.75	1.52	2.00	1.65	0.82
18.00	0.95	1.64	2.00	1.40	0.82
19.00	0.82	1.63	2.00	1.61	0.89
20.00	0.82	1.64	1.99	1.58	0.86
21.00	0.89	1.66	2.00	1.51	0.79
22.00	1.00	1.44	2.00	1.68	0.81
23.00	0.73	1.53	2.00	1.71	0.85
24.00	0.85	1.63	2.00	1.55	0.82
25.00	0.93	1.51	2.00	1.60	0.79
26.00	0.98	1.75	1.99	1.28	0.47
27.00	0.93	1.68	2.00	2.12	0.94
28.00	0.87	1.58	2.00	1.61	0.77
29.00	0.86	1.83	2.00	1.61	0.67
30.00	0.80	1.50	2.00	1.74	0.89
31.00	0.80	1.80	2.00	1.52	0.73
32.00	0.89	1.57	1.99	1.54	0.86
33.00	0.86	1.66	2.00	1.72	0.73
34.00	0.91	1.67	2.00	1.70	0.61
35.00	0.75	1.52	2.00	1.57	1.01
36.00	0.75	1.53	2.00	1.64	1.00
37.00	0.94	1.70	2.00	1.63	0.59
38.00	0.82	1.42	1.99	1.58	0.88
39.00	0.85	1.48	2.00	1.50	0.95
40.00	0.91	1.57	2.00	1.42	0.80
41.00	0.75	1.64	2.00	1.65	0.91
42.00	0.80	1.59	2.00	1.59	0.82
43.00	0.84	1.65	2.00	1.50	0.93
44.00	0.85	1.60	1.99	1.67	0.73
45.00	0.84	1.92	2.00	1.51	0.71
46.00	0.89	1.53	2.00	1.59	0.89
47.00	0.80	1.58	2.00	1.67	0.84
48.00	0.82	1.78	2.00	1.66	0.77
49.00	0.79	1.60	2.00	1.79	0.81
50.00	0.98	1.74	2.00	1.54	0.71
51.00	0.71	1.70	1.99	1.68	0.84
52.00	0.49	1.83	2.00	1.72	0.82
53.00	0.73	1.47	2.00	1.68	0.85
54.00	0.86	1.66	2.00	1.53	0.94
55.00	0.80	1.71	2.00	1.57	0.84
56.00	0.80	1.65	2.00	1.79	0.69
57.00	0.94	1.68	1.99	1.53	0.84
58.00	0.89	1.51	2.00	1.77	0.75
59.00	0.75	1.66	2.00	1.51	0.88
60.00	0.68	1.55	2.00	1.66	0.84
61.00	0.85	1.60	2.00	1.68	0.85
62.00	0.88	1.66	2.00	2.14	0.34
63.00	0.77	1.85	1.99	2.38	0.00
64.00	0.87	1.98	2.00	2.16	0.00
65.00	1.30	1.75	2.00	1.99	0.00
66.00	0.98	1.59	2.00	1.45	0.92
67.00	1.01	1.63	2.00	1.30	0.91
68.00	0.81	1.55	2.00	1.58	0.88
69.00	0.93	1.58	1.99	1.60	0.80
70.00	0.73	1.67	2.00	1.66	0.86
71.00	0.69	1.61	2.00	1.60	1.01
72.00	0.88	1.78	2.00	1.35	0.60
73.00	0.77	1.53	2.00	1.90	1.12
74.00	0.69	1.72	2.00	1.67	0.91
75.00	0.94	1.58	1.99	1.58	0.72
76.00	0.79	1.58	2.00	1.71	0.79
77.00	0.93	1.51	2.00	1.42	0.95
78.00	0.73	1.65	2.00	1.65	0.94
79.00	0.71	1.87	2.00	1.64	0.66
80.00	0.84	1.45	2.00	1.68	0.93
81.00	0.84	1.78	1.99	1.58	0.71
82.00	1.01	1.57	2.00	1.59	0.75
83.00	0.72	1.78	2.00	1.65	0.75
84.00	0.75	1.63	2.00	1.71	0.91
85.00	0.81	1.65	2.00	1.61	0.81
86.00	0.92	1.71	2.00	1.61	0.75
87.00	0.93	1.59	1.99	1.63	0.85
88.00	0.72	1.57	2.00	1.71	0.89
89.00	0.27	2.12	2.00	1.65	0.72
90.00	1.12	1.33	2.00	1.60	0.82
91.00	0.86	1.70	2.00	1.47	0.81
92.00	0.81	1.50	2.00	1.63	0.98
93.00	0.87	1.46	1.99	1.78	0.81
94.00	0.75	1.55	2.00	1.57	0.95
95.00	0.89	1.77	2.00	1.48	0.74
96.00	0.79	1.52	2.00	1.71	0.91
97.00	0.82	1.64	2.00	1.66	0.81
98.00	0.81	1.57	2.00	1.55	1.05
99.00	0.74	1.61	2.00	1.85	0.86
100.00	0.78	1.70	1.99	1.66	0.75
101.00	0.89	1.60	2.00	1.59	0.92
102.00	0.71	1.63	2.00	1.90	0.75
103.00	0.31	2.04	2.00	1.58	0.98
104.00	0.91	1.65	2.00	1.66	0.78
105.00	0.93	1.45	2.00	1.57	0.81
106.00	0.88	1.45	1.99	1.64	0.87
107.00	0.92	1.63	2.00	1.59	0.77
108.00	0.62	1.58	2.00	1.75	0.98
109.00	0.46	1.85	2.00	1.53	0.82
110.00	0.95	1.58	2.00	1.53	0.89
111.00	0.35	1.91	2.00	1.68	0.79
112.00	0.47	1.85	1.99	1.65	0.85
113.00	0.98	1.64	2.00	1.61	0.73
114.00	0.71	1.70	2.00	1.63	0.89
115.00	0.91	1.46	2.00	1.65	0.93
116.00	0.71	1.61	2.00	1.65	0.93
117.00	0.68	1.65	2.00	1.64	0.93
118.00	0.79	1.74	1.99	1.13	0.61
119.00	0.97	1.58	2.00	1.99	0.91
120.00	0.85	1.58	2.00	1.70	0.77
121.00	0.77	1.52	2.00	1.64	0.98
122.00	0.71	1.77	2.00	1.52	0.88
123.00	0.00	2.34	2.00	1.90	0.73
124.00	0.00	2.28	1.99	1.77	0.88
125.00	0.89	1.70	2.00	1.68	0.73
126.00	1.22	1.54	2.00	1.86	0.38
127.00	0.91	1.79	2.00	2.31	0.00
128.00	0.87	1.79	2.00	2.33	0.00
129.00	0.87	1.68	2.00	1.65	0.89
130.00	0.69	1.55	1.99	1.33	1.25
131.00	0.87	1.71	2.00	1.58	0.73
132.00	0.93	1.42	2.00	1.52	0.93
133.00	0.81	1.61	2.00	1.50	0.85
134.00	0.85	1.45	2.00	1.68	0.87
135.00	0.86	1.57	2.00	1.59	0.95
136.00	0.81	1.65	1.99	1.60	0.77
137.00	0.95	1.46	2.00	1.66	0.81
138.00	0.84	1.64	2.00	1.71	0.81
139.00	0.95	1.67	2.00	1.59	0.78
140.00	0.68	1.60	2.00	1.64	0.92
141.00	0.88	1.53	2.00	1.63	0.92
142.00	0.85	1.73	2.00	1.68	0.67
143.00	0.89	1.59	1.99	1.53	0.71
144.00	0.92	1.51	2.00	1.58	0.85
145.00	0.74	1.60	2.00	1.52	0.97
146.00	0.82	1.65	2.00	1.57	0.85
147.00	0.73	1.70	2.00	1.55	0.82
148.00	0.82	1.59	2.00	1.78	0.80
149.00	0.92	1.74	1.99	1.53	0.79
150.00	0.85	1.64	2.00	1.63	0.67
151.00	0.42	1.90	2.00	1.68	0.82
152.00	0.93	1.60	2.00	1.47	0.86
153.00	0.97	1.72	2.00	1.65	0.68
154.00	0.87	1.64	2.00	1.31	0.60
155.00	0.72	1.63	1.99	1.99	0.97
156.00	0.88	1.46	2.00	1.68	0.93
157.00	0.79	1.60	2.00	1.61	0.86
158.00	0.93	1.53	2.00	1.54	0.88
159.00	0.79	1.64	2.00	1.64	0.77
160.00	0.79	1.63	2.00	1.64	0.99
161.00	0.88	1.70	1.99	1.47	0.78
162.00	0.80	1.60	2.00	1.75	0.81
163.00	0.87	1.57	2.00	1.52	0.88
164.00	0.74	1.41	2.00	1.60	0.91
165.00	0.82	1.41	2.00	1.67	1.11
166.00	0.34	2.10	2.00	1.68	0.81
167.00	0.98	1.31	1.99	1.67	0.87
168.00	0.85	1.72	2.00	1.53	0.80
169.00	0.91	1.61	2.00	1.50	0.71
170.00	0.86	1.53	2.00	1.55	0.95
171.00	0.88	1.70	2.00	1.79	0.71
172.00	0.80	1.63	2.00	1.68	0.82
173.00	0.98	1.68	1.99	1.59	0.69
174.00	0.71	1.22	2.00	1.74	0.73
175.00	1.05	2.03	2.00	1.46	0.65
176.00	0.97	1.54	2.00	1.66	0.97
177.00	0.99	1.67	2.00	1.48	0.69
178.00	0.93	1.55	2.00	1.65	0.86
179.00	0.91	1.55	1.99	1.58	0.81
10.1.1.1	0.84	506915.97
10.1.1.2	1.67	445808.89
10.2.1.2	2.04	8.02
10.1.1.4	1.66	447453.93
10.1.1.5	0.81	502828.68
