Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.252s)
CreateVariables () DONE !!!
Creating 7 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6
2.00	1.94	0.00	0.00	1.98	1.97	1.92	1.50
3.00	1.98	1.98	0.00	2.00	2.00	1.85	1.98
4.00	1.99	1.94	1.98	2.00	2.00	1.94	2.00
5.00	1.99	1.92	2.00	2.00	2.00	1.91	2.00
6.00	2.00	1.93	2.00	2.00	2.00	1.95	1.99
7.00	2.00	1.93	1.99	2.00	1.99	1.92	2.00
8.00	2.00	1.91	2.00	1.99	1.99	1.92	2.00
9.00	2.00	1.97	2.00	2.00	2.00	1.97	2.00
10.00	2.00	1.90	2.00	2.00	2.00	1.94	2.00
11.00	1.99	1.94	2.00	2.00	2.00	1.92	1.99
12.00	2.00	1.88	2.00	2.00	2.00	1.95	1.99
13.00	2.00	1.94	2.00	2.00	1.99	1.95	2.00
14.00	1.99	1.95	1.99	1.99	1.99	1.92	1.97
15.00	2.00	1.92	2.00	2.00	2.00	1.91	2.00
16.00	2.00	1.93	2.00	2.00	2.00	1.92	1.99
17.00	1.98	1.88	2.00	2.00	2.00	1.91	1.98
18.00	1.99	1.90	2.00	2.00	1.99	1.93	2.00
19.00	2.00	1.98	2.00	2.00	2.00	1.94	2.00
20.00	2.00	1.88	1.99	1.99	2.00	1.93	1.98
21.00	2.00	1.94	2.00	2.00	1.99	1.92	2.00
22.00	2.00	1.90	2.00	2.00	2.00	1.91	2.00
23.00	2.00	1.92	2.00	2.00	2.00	1.98	1.99
24.00	1.99	1.91	2.00	2.00	1.98	1.94	1.99
25.00	2.00	1.93	2.00	2.00	1.99	1.87	2.00
26.00	1.99	1.95	1.99	1.99	2.00	1.93	2.00
27.00	2.00	1.93	2.00	2.00	2.00	1.94	2.00
28.00	2.00	1.88	2.00	2.00	1.99	1.93	2.00
29.00	1.99	1.90	2.00	2.00	1.99	1.94	2.00
30.00	1.99	1.90	2.00	2.00	2.00	1.85	1.99
31.00	2.00	1.90	2.00	2.00	1.99	1.95	2.00
32.00	1.98	1.90	1.99	1.99	2.00	1.93	2.00
33.00	2.00	1.90	2.00	2.00	1.99	1.90	2.00
34.00	1.99	1.93	2.00	2.00	2.00	1.91	2.00
35.00	1.99	1.91	2.00	2.00	2.00	1.93	2.00
36.00	1.99	1.95	2.00	2.00	2.00	1.93	1.99
37.00	1.99	1.93	2.00	2.00	1.99	1.97	1.99
38.00	1.99	1.92	1.99	1.99	2.00	1.91	1.99
39.00	2.00	1.91	2.00	2.00	2.00	1.95	2.00
40.00	2.00	1.99	2.00	2.00	1.99	1.91	2.00
41.00	1.99	1.91	2.00	2.00	2.00	1.97	2.00
42.00	1.99	1.87	2.00	2.00	2.00	1.94	1.99
43.00	2.00	1.95	2.00	2.00	2.00	1.92	2.00
44.00	2.00	1.94	1.99	1.99	1.99	1.93	2.00
45.00	2.00	1.91	2.00	2.00	2.00	1.94	2.00
46.00	2.00	1.97	2.00	2.00	2.00	1.91	2.00
47.00	2.00	1.92	2.00	2.00	1.99	1.95	1.99
48.00	1.99	1.91	2.00	2.00	2.00	1.92	1.99
49.00	2.00	1.98	2.00	2.00	1.99	1.97	2.00
50.00	2.00	1.88	1.99	2.00	1.99	1.93	2.00
51.00	2.00	1.94	2.00	1.99	2.00	1.92	2.00
52.00	2.00	1.95	2.00	2.00	1.99	1.93	1.99
53.00	1.99	1.93	2.00	2.00	2.00	1.93	2.00
54.00	1.99	1.95	2.00	2.00	2.00	1.95	2.00
55.00	2.00	1.92	2.00	2.00	1.99	1.94	1.99
56.00	2.00	1.90	2.00	2.00	2.00	1.93	2.00
57.00	2.00	1.94	1.99	1.99	2.00	1.94	2.00
58.00	2.00	1.93	2.00	2.00	1.99	1.93	2.00
59.00	1.99	1.92	2.00	2.00	2.00	1.92	2.00
60.00	2.00	1.88	2.00	2.00	2.00	1.91	1.99
61.00	1.99	1.95	2.00	2.00	1.99	1.92	2.00
62.00	2.00	1.94	2.00	2.00	1.98	1.94	1.98
63.00	2.00	1.94	1.99	1.99	2.00	1.91	2.00
64.00	2.00	1.94	2.00	2.00	2.00	1.94	1.99
65.00	2.00	1.97	2.00	2.00	1.98	1.92	2.00
66.00	1.99	1.90	2.00	2.00	2.00	1.93	2.00
67.00	2.00	1.91	2.00	2.00	2.00	1.95	1.99
68.00	2.00	1.90	2.00	2.00	1.99	1.95	2.00
69.00	2.00	1.95	1.99	1.99	2.00	1.92	2.00
70.00	2.00	1.95	2.00	2.00	2.00	1.93	2.00
71.00	1.99	1.90	2.00	2.00	2.00	1.98	1.99
72.00	2.00	1.93	2.00	2.00	2.00	1.91	2.00
73.00	1.99	1.92	2.00	2.00	2.00	1.93	1.99
74.00	1.99	1.88	2.00	2.00	1.98	1.93	2.00
75.00	2.00	1.93	1.99	1.99	2.00	1.97	2.00
76.00	2.00	1.92	2.00	2.00	2.00	1.94	2.00
77.00	1.99	1.91	2.00	2.00	2.00	1.94	2.00
78.00	2.00	1.94	2.00	2.00	2.00	1.95	2.00
79.00	1.99	1.97	2.00	2.00	2.00	1.94	1.99
80.00	1.99	1.97	2.00	2.00	2.00	1.95	2.00
81.00	2.00	1.90	1.99	1.99	1.99	1.95	2.00
82.00	2.00	1.93	2.00	2.00	1.99	1.91	2.00
83.00	2.00	1.94	2.00	2.00	2.00	1.93	1.99
84.00	2.00	1.92	2.00	2.00	2.00	1.94	2.00
85.00	1.99	1.91	2.00	2.00	2.00	1.97	1.99
86.00	2.00	1.94	2.00	2.00	1.99	1.95	2.00
87.00	2.00	1.92	1.99	1.99	2.00	1.93	2.00
88.00	2.00	1.91	2.00	2.00	2.00	1.92	2.00
89.00	2.00	1.93	2.00	2.00	2.00	1.92	2.00
90.00	2.00	1.91	2.00	2.00	2.00	1.94	2.00
91.00	1.99	1.91	2.00	2.00	2.00	1.97	1.99
92.00	2.00	1.97	2.00	2.00	1.99	1.92	2.00
93.00	2.00	1.95	1.99	1.99	2.00	1.92	2.00
94.00	2.00	1.90	2.00	2.00	2.00	1.93	2.00
95.00	1.99	1.93	2.00	2.00	2.00	1.91	1.99
96.00	2.00	1.94	2.00	2.00	2.00	1.91	2.00
97.00	2.00	1.92	2.00	2.00	1.99	1.91	1.99
98.00	1.99	1.91	2.00	2.00	2.00	1.93	2.00
99.00	2.00	1.94	1.99	2.00	1.99	1.93	2.00
100.00	2.00	1.92	2.00	1.99	2.00	1.93	2.00
101.00	1.99	1.88	2.00	2.00	2.00	1.95	2.00
102.00	2.00	1.92	2.00	2.00	1.99	1.90	2.00
103.00	1.99	1.93	2.00	2.00	2.00	1.93	2.00
104.00	1.99	1.93	2.00	2.00	2.00	1.98	1.98
105.00	2.00	1.94	2.00	2.00	1.99	1.94	2.00
