Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.322s)
CreateVariables () DONE !!!
Creating 8 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7
2.00	0.00	0.00	0.61	0.00	1.99	0.00	0.00	0.00
3.00	0.00	0.06	1.30	0.00	2.00	0.00	0.00	0.00
4.00	0.00	0.06	1.02	0.07	2.00	0.00	0.00	0.00
5.00	0.00	0.57	1.13	0.01	2.00	0.00	0.00	0.00
6.00	0.00	0.00	2.05	0.00	2.00	0.00	0.00	0.00
7.00	1.71	0.00	1.85	0.00	2.00	0.00	0.00	0.00
8.00	1.99	0.00	2.04	0.00	1.99	0.00	0.00	0.00
9.00	2.01	0.00	2.07	0.00	2.00	0.00	0.00	0.00
10.00	1.63	0.00	1.32	0.00	2.00	0.00	0.00	0.00
11.00	2.19	0.00	1.92	0.00	2.00	0.00	0.00	0.00
12.00	1.99	0.00	1.91	0.00	2.00	0.00	0.00	0.01
13.00	1.99	0.00	2.04	0.00	2.00	0.00	0.00	0.01
14.00	1.74	0.00	1.79	0.00	1.99	0.00	0.00	0.00
15.00	1.79	0.00	1.12	0.00	2.00	0.00	0.00	0.00
16.00	2.01	0.00	1.31	0.13	2.00	0.00	0.00	0.00
17.00	1.99	0.00	1.41	0.00	2.00	0.00	0.00	0.00
18.00	2.03	0.00	1.47	0.11	2.00	0.00	0.00	0.00
19.00	1.99	0.00	2.05	0.00	2.00	0.00	0.00	0.00
20.00	2.00	0.00	1.28	0.29	1.99	0.00	0.00	0.00
21.00	1.99	0.00	1.75	0.07	2.00	0.00	0.00	0.00
22.00	1.99	0.00	0.93	0.32	2.00	0.00	0.00	0.00
23.00	1.54	0.00	1.47	0.02	2.00	0.00	0.00	0.00
24.00	1.70	0.01	1.31	0.09	2.00	0.00	0.00	0.00
25.00	1.79	0.01	0.98	0.08	2.00	0.00	0.00	0.00
26.00	1.98	0.00	0.48	0.05	1.99	0.00	0.00	0.00
27.00	2.00	0.00	0.99	0.00	2.00	0.00	0.00	0.00
28.00	2.00	0.00	0.75	0.00	2.00	0.00	0.00	0.00
29.00	2.00	0.00	1.94	0.04	2.00	0.00	0.00	0.00
30.00	2.00	0.00	1.93	0.00	2.00	0.00	0.00	0.00
31.00	2.00	0.00	1.91	0.04	2.00	0.00	0.00	0.00
32.00	1.99	0.14	1.78	0.08	1.99	0.00	0.00	0.01
33.00	2.00	0.00	2.00	0.00	2.00	0.00	0.00	0.00
34.00	2.00	0.00	2.00	0.00	2.00	0.00	0.00	0.00
35.00	2.00	0.00	2.00	0.00	2.00	0.00	0.00	0.00
36.00	2.00	0.00	2.00	0.00	2.00	0.00	0.00	0.00
37.00	2.00	0.00	1.99	0.00	2.00	0.00	0.00	0.00
38.00	1.98	0.00	2.00	0.00	1.99	0.00	0.00	0.00
39.00	2.00	0.00	2.00	0.00	2.00	0.00	0.00	0.00
40.00	2.00	0.00	2.00	0.00	2.00	0.00	0.00	0.00
41.00	2.00	0.00	2.00	0.00	2.00	0.00	0.00	0.00
42.00	2.00	0.00	2.00	0.00	2.00	0.00	0.00	0.00
43.00	1.99	0.00	1.99	0.00	2.00	0.00	0.00	0.00
44.00	1.98	0.00	2.00	0.00	1.99	0.00	0.00	0.00
45.00	2.00	0.00	2.00	0.00	2.00	0.00	0.00	0.00
46.00	2.00	0.00	2.00	0.00	2.00	0.00	0.00	0.00
47.00	1.99	0.00	2.00	0.00	2.00	0.00	0.00	0.00
48.00	2.00	0.00	2.00	0.00	2.00	0.00	0.00	0.00
49.00	2.00	0.00	1.99	0.00	2.00	0.00	0.00	0.00
50.00	1.99	0.00	2.00	0.00	2.00	0.00	0.00	0.00
51.00	2.00	0.00	2.00	0.00	1.99	0.00	0.00	0.00
52.00	2.00	0.00	2.00	0.00	2.00	0.00	0.00	0.00
53.00	2.00	0.00	2.00	0.00	2.00	0.00	0.00	0.00
54.00	2.00	0.00	2.00	0.00	2.00	0.00	0.00	0.00
55.00	2.00	0.00	2.00	0.00	2.00	0.00	0.00	0.00
56.00	1.99	0.00	1.99	0.00	2.00	0.00	0.00	0.00
57.00	2.00	0.00	2.00	0.00	1.99	0.00	0.00	0.00
58.00	2.00	0.00	2.00	0.00	2.00	0.00	0.00	0.00
