Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (3.455s)
CreateVariables () DONE !!!
Creating 8 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7
2.00	0.00	0.00	0.47	0.00	1.98	0.00	0.00	0.46
3.00	1.77	0.21	2.89	0.00	2.00	0.04	0.39	0.38
4.00	1.93	0.11	1.93	0.00	2.00	0.04	0.00	1.21
5.00	1.88	1.84	2.00	0.00	2.00	0.00	1.37	1.99
6.00	2.00	1.88	2.00	0.00	2.00	0.00	1.88	2.00
7.00	1.99	1.83	1.99	0.00	2.00	0.00	1.86	2.00
8.00	1.98	1.86	2.00	0.00	1.99	0.01	1.90	2.00
9.00	2.00	1.86	2.00	0.00	2.00	0.00	1.93	2.00
10.00	1.99	1.85	2.00	0.00	2.00	0.00	1.84	2.00
11.00	2.00	1.88	2.00	0.00	2.00	0.01	1.90	2.00
12.00	2.00	1.88	2.00	0.00	2.00	0.00	1.85	1.99
13.00	1.99	1.86	1.99	0.00	2.00	0.00	1.87	2.00
14.00	1.98	1.90	2.00	0.00	1.99	0.01	1.84	2.00
15.00	2.00	1.84	2.00	0.00	2.00	0.00	1.80	2.00
16.00	2.00	1.88	2.00	0.00	2.00	0.00	1.81	2.00
17.00	1.97	1.83	2.00	0.00	2.00	0.01	1.88	2.00
18.00	2.00	1.86	2.00	0.00	2.00	0.00	1.83	1.99
19.00	1.99	1.87	1.99	0.00	2.00	0.00	1.91	1.99
20.00	1.99	1.94	2.00	0.00	1.99	0.00	1.84	1.99
21.00	2.00	1.88	2.00	0.00	2.00	0.00	1.87	2.00
22.00	2.00	1.87	2.00	0.00	2.00	0.00	1.87	2.00
23.00	1.99	1.85	2.00	0.00	2.00	0.00	1.87	1.98
24.00	2.00	1.87	2.00	0.00	2.00	0.00	1.87	2.00
25.00	2.00	1.87	1.99	0.00	2.00	0.00	1.90	2.00
26.00	2.00	1.85	2.00	0.00	1.99	0.01	1.90	2.00
27.00	2.00	1.81	2.00	0.00	2.00	0.00	1.85	2.00
28.00	1.99	1.80	2.00	0.00	2.00	0.00	1.87	2.00
29.00	1.98	1.86	2.00	0.00	2.00	0.01	1.81	1.99
30.00	2.00	1.87	1.99	0.00	2.00	0.00	1.85	1.99
31.00	2.00	1.84	2.00	0.00	2.00	0.00	1.86	2.00
32.00	2.00	1.87	2.00	0.00	1.99	0.00	1.86	1.99
33.00	2.00	1.91	2.00	0.00	2.00	0.00	1.88	2.00
34.00	2.00	1.87	2.00	0.00	2.00	0.00	1.85	2.00
35.00	1.97	1.86	2.00	0.00	2.00	0.01	1.85	1.98
36.00	1.99	1.92	2.00	0.00	2.00	0.00	1.85	2.00
37.00	2.00	1.85	2.00	0.00	2.00	0.00	1.88	2.00
38.00	1.97	1.90	1.99	0.00	1.99	0.00	1.87	2.00
39.00	2.00	1.86	2.00	0.00	2.00	0.00	1.79	2.00
40.00	2.00	1.85	2.00	0.00	2.00	0.00	1.87	2.00
41.00	1.98	1.83	2.00	0.00	2.00	0.01	1.85	1.97
42.00	2.00	1.84	1.99	0.00	2.00	0.00	1.88	2.00
43.00	2.00	1.86	2.00	0.00	2.00	0.00	1.84	2.00
44.00	1.99	1.85	2.00	0.00	1.99	0.00	1.88	1.98
45.00	2.00	1.86	2.00	0.00	2.00	0.00	1.85	2.00
46.00	2.00	1.91	2.00	0.00	2.00	0.00	1.88	2.00
47.00	1.99	1.83	2.00	0.00	2.00	0.00	1.84	2.00
48.00	2.00	1.87	2.00	0.00	2.00	0.00	1.84	1.99
49.00	2.00	1.86	1.99	0.00	2.00	0.00	1.87	2.00
50.00	1.99	1.90	2.00	0.00	2.00	0.01	1.91	1.99
51.00	2.00	1.85	2.00	0.00	1.99	0.00	1.88	2.00
52.00	2.00	1.87	2.00	0.00	2.00	0.01	1.85	2.00
53.00	1.98	1.86	2.00	0.00	2.00	0.01	1.88	2.00
54.00	2.00	1.86	2.00	0.00	2.00	0.00	1.87	1.99
55.00	1.99	1.81	1.99	0.00	2.00	0.00	1.88	2.00
56.00	1.99	1.87	2.00	0.00	2.00	0.00	1.87	1.99
57.00	2.00	1.83	2.00	0.00	1.99	0.00	1.93	2.00
58.00	1.99	1.88	2.00	0.00	2.00	0.00	1.87	2.00
59.00	1.98	1.83	2.00	0.00	2.00	0.00	1.87	1.99
60.00	2.00	1.86	2.00	0.00	2.00	0.00	1.81	1.99
61.00	1.99	1.86	2.00	0.00	2.00	0.00	1.86	2.00
62.00	1.99	1.87	1.99	0.00	2.00	0.00	1.86	2.00
63.00	2.00	1.83	2.00	0.00	1.99	0.00	1.87	2.00
64.00	2.00	1.87	2.00	0.00	2.00	0.00	1.84	2.00
65.00	2.00	1.88	2.00	0.00	2.00	0.00	1.85	1.99
66.00	1.99	1.80	2.00	0.00	2.00	0.00	1.83	1.99
67.00	1.99	1.81	1.99	0.00	2.00	0.00	1.86	2.00
68.00	1.98	1.83	2.00	0.00	2.00	0.02	1.90	2.00
