Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (3.599s)
CreateVariables () DONE !!!
Creating 4 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3
2.00	1.50	1.00	1.99	1.94
3.00	1.05	0.97	2.00	2.03
4.00	1.54	1.11	2.00	1.94
5.00	1.54	1.05	2.00	1.97
6.00	1.47	1.21	2.00	2.03
7.00	1.58	1.15	2.00	1.97
8.00	1.64	1.14	1.99	2.04
9.00	1.55	1.08	2.00	1.98
10.00	1.50	1.13	2.00	2.01
11.00	1.70	1.13	2.00	1.98
12.00	1.47	1.12	2.00	2.00
13.00	1.60	1.21	2.00	1.86
14.00	1.42	1.19	1.99	2.07
15.00	1.52	1.02	2.00	2.04
16.00	0.40	0.06	2.00	1.97
17.00	1.44	1.32	2.00	1.98
18.00	1.44	1.18	2.00	2.00
19.00	1.58	1.04	2.00	2.03
20.00	1.48	1.13	1.99	1.95
21.00	1.00	0.88	2.00	2.00
22.00	1.55	1.22	2.00	2.01
23.00	1.54	1.15	2.00	2.00
24.00	1.63	1.20	2.00	1.91
25.00	0.16	0.14	2.00	2.06
26.00	1.53	1.14	1.99	1.97
27.00	1.65	1.19	2.00	1.91
28.00	1.46	1.06	2.00	2.12
29.00	1.50	1.21	2.00	1.99
30.00	1.58	1.11	2.00	2.01
31.00	1.53	1.26	2.00	1.98
32.00	1.60	1.19	1.99	1.97
33.00	1.63	1.13	2.00	2.00
34.00	1.57	1.14	2.00	2.04
35.00	0.77	0.66	2.00	1.75
36.00	1.25	1.01	2.00	2.17
37.00	1.60	1.14	2.00	2.04
38.00	1.50	1.19	1.99	1.97
39.00	0.98	0.79	2.00	2.03
40.00	1.53	1.24	2.00	1.87
41.00	1.47	0.99	2.00	2.05
42.00	1.50	1.14	2.00	2.06
43.00	1.52	1.11	2.00	1.99
44.00	1.54	1.18	1.99	1.91
45.00	1.51	1.18	2.00	1.98
46.00	1.46	1.20	2.00	2.07
47.00	1.53	1.12	2.00	2.03
48.00	1.53	1.13	2.00	2.00
49.00	1.59	1.17	2.00	1.98
50.00	1.59	1.13	2.00	1.95
51.00	1.58	1.11	1.99	2.03
52.00	1.72	1.12	2.00	1.87
53.00	1.44	1.12	2.00	2.05
54.00	1.55	1.08	2.00	2.07
55.00	1.54	1.15	2.00	1.93
56.00	1.52	1.06	2.00	2.04
57.00	1.64	1.12	1.99	1.95
58.00	1.64	1.24	2.00	1.98
59.00	1.57	1.20	2.00	2.01
60.00	1.59	1.17	2.00	2.01
61.00	1.64	1.06	2.00	2.00
62.00	2.46	0.54	2.00	1.98
63.00	1.05	1.04	1.99	1.91
64.00	1.38	1.08	2.00	2.10
65.00	1.48	1.14	2.00	2.00
66.00	1.65	1.35	2.00	1.61
67.00	1.31	1.05	2.00	2.23
68.00	1.42	1.08	2.00	2.13
69.00	1.64	1.07	1.99	2.00
70.00	1.64	1.18	2.00	2.00
71.00	1.67	1.19	2.00	1.88
72.00	1.52	1.15	2.00	2.11
73.00	1.54	1.10	2.00	1.93
74.00	0.99	0.79	2.00	1.99
75.00	0.67	0.67	1.99	1.92
76.00	0.89	0.62	2.00	2.14
77.00	0.79	0.00	2.00	2.00
78.00	0.00	0.00	2.00	1.99
79.00	0.00	0.00	2.00	2.00
80.00	0.00	0.00	2.00	2.00
81.00	0.00	0.00	1.99	2.00
82.00	0.00	0.00	2.00	2.00
83.00	0.00	0.00	2.00	1.99
84.00	0.00	0.00	2.00	2.00
85.00	0.00	0.00	2.00	2.00
86.00	0.00	0.00	2.00	2.00
87.00	1.26	1.22	1.99	1.90
88.00	1.38	1.19	2.00	2.08
89.00	1.52	1.20	2.00	1.99
90.00	1.57	1.19	2.00	1.97
91.00	1.55	1.12	2.00	2.00
92.00	1.78	1.20	2.00	1.71
93.00	1.48	1.10	1.99	2.08
94.00	1.72	1.37	2.00	1.47
95.00	1.28	1.01	2.00	2.41
96.00	1.39	1.02	2.00	2.27
97.00	1.51	1.19	2.00	1.99
98.00	1.55	1.15	2.00	2.03
99.00	1.42	1.00	2.00	2.00
100.00	1.20	0.94	1.99	1.97
101.00	1.61	1.21	2.00	1.98
102.00	1.53	1.14	2.00	1.94
103.00	1.48	1.14	2.00	2.08
104.00	1.58	1.02	2.00	1.98
105.00	1.58	1.11	2.00	1.98
106.00	1.42	1.17	1.99	1.92
107.00	1.57	1.06	2.00	2.06
108.00	1.61	1.18	2.00	2.04
109.00	1.68	1.24	2.00	1.92
110.00	1.60	1.15	2.00	2.05
111.00	1.46	1.05	2.00	2.00
112.00	1.53	1.20	1.99	2.00
113.00	1.58	1.20	2.00	1.93
114.00	1.51	1.15	2.00	2.05
115.00	1.42	1.13	2.00	1.94
116.00	1.55	1.11	2.00	2.06
117.00	1.54	1.19	2.00	1.86
118.00	1.50	1.00	1.99	2.12
119.00	1.64	1.11	2.00	1.93
120.00	1.47	1.07	2.00	2.07
121.00	1.63	1.15	2.00	1.98
122.00	1.61	1.17	2.00	1.98
123.00	1.63	1.14	2.00	2.01
124.00	1.57	1.13	1.99	2.00
125.00	1.63	1.15	2.00	1.95
126.00	1.46	1.06	2.00	2.01
127.00	1.64	1.07	2.00	2.00
128.00	1.74	1.24	2.00	1.72
129.00	1.37	1.08	2.00	2.24
130.00	1.61	1.08	1.99	2.00
131.00	1.46	1.04	2.00	1.94
132.00	1.53	1.21	2.00	2.03
133.00	1.52	1.19	2.00	2.05
134.00	1.55	1.10	2.00	2.00
135.00	1.57	1.12	2.00	1.94
136.00	1.11	0.82	1.99	2.04
137.00	1.57	1.28	2.00	1.79
138.00	1.44	1.01	2.00	2.14
139.00	1.59	1.11	2.00	2.03
140.00	1.52	1.21	2.00	1.95
141.00	1.63	1.12	2.00	2.05
142.00	1.64	1.05	2.00	1.98
143.00	1.50	1.07	1.99	1.99
144.00	1.60	1.19	2.00	2.00
