Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.306s)
CreateVariables () DONE !!!
Creating 5 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4
2.00	1.27	0.00	1.99	1.97	1.48
3.00	2.00	0.00	2.00	2.00	2.00
4.00	1.98	1.97	2.00	2.00	1.99
5.00	2.00	1.99	2.00	1.98	1.99
6.00	2.00	2.00	2.00	2.00	2.01
7.00	2.00	2.00	2.00	1.99	1.98
8.00	1.98	2.00	1.99	1.98	1.98
9.00	2.00	2.00	2.00	2.03	2.01
10.00	2.00	1.99	2.00	2.00	2.00
11.00	2.00	2.00	2.00	2.00	1.99
12.00	2.00	2.00	2.00	1.99	2.00
13.00	1.98	2.00	2.00	2.00	2.00
14.00	2.00	2.00	1.99	2.00	1.99
15.00	2.00	2.00	2.00	2.00	1.99
16.00	2.00	1.99	2.00	1.99	2.00
17.00	1.97	2.00	2.00	2.01	1.98
18.00	2.00	2.00	2.00	2.00	2.01
19.00	2.00	2.00	2.00	1.99	1.99
20.00	1.98	2.00	1.99	2.00	1.98
21.00	2.00	2.00	2.00	2.00	2.01
22.00	2.00	1.99	2.00	2.00	2.00
23.00	2.00	2.00	2.00	2.00	1.99
24.00	1.99	2.00	2.00	1.99	2.00
25.00	2.00	2.00	2.00	1.99	1.99
26.00	1.99	2.00	1.99	2.00	1.99
27.00	2.00	2.00	2.00	2.00	2.01
28.00	2.00	2.00	2.00	2.00	1.99
29.00	2.00	1.99	2.00	2.00	1.99
30.00	2.00	2.00	2.00	1.99	2.00
31.00	2.00	2.00	2.00	2.00	2.00
