Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (3.466s)
CreateVariables () DONE !!!
Creating 4 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3
2.00	0.00	1.95	1.99	0.00
3.00	1.64	1.98	2.00	0.00
4.00	0.77	1.60	2.00	1.85
5.00	0.59	1.42	2.00	1.97
6.00	0.55	1.88	2.00	2.12
7.00	0.44	1.88	2.00	1.80
8.00	0.53	1.75	1.99	1.97
9.00	0.27	2.12	2.00	2.05
10.00	0.58	1.91	2.00	2.18
11.00	0.24	2.34	2.00	1.99
12.00	1.05	1.50	2.00	1.88
13.00	0.52	1.75	2.00	1.99
14.00	0.28	1.92	1.99	2.01
15.00	0.78	1.67	2.00	1.98
16.00	0.34	2.21	2.00	2.10
17.00	0.42	1.86	2.00	1.80
18.00	0.66	1.81	2.00	2.18
19.00	0.33	1.83	2.00	1.83
20.00	0.07	1.94	1.99	1.87
21.00	0.47	1.74	2.00	2.00
22.00	0.46	1.98	2.00	1.94
23.00	0.27	1.81	2.00	1.92
24.00	0.45	2.03	2.00	2.19
25.00	0.40	1.97	2.00	2.04
26.00	0.38	1.94	1.99	1.92
27.00	0.59	1.86	2.00	2.05
28.00	0.42	1.71	2.00	1.80
29.00	0.59	1.71	2.00	1.66
30.00	0.38	1.99	2.00	2.10
31.00	0.24	2.08	2.00	1.97
32.00	0.45	1.61	1.99	1.77
33.00	0.44	1.71	2.00	2.06
34.00	0.48	1.93	2.00	1.85
35.00	0.60	1.74	2.00	1.88
36.00	0.51	1.74	2.00	1.64
37.00	0.20	1.80	2.00	2.11
38.00	0.39	2.11	1.99	2.08
39.00	0.31	2.01	2.00	1.84
40.00	0.59	1.67	2.00	2.27
41.00	0.44	1.65	2.00	1.85
42.00	0.51	1.59	2.00	1.91
43.00	0.69	1.71	2.00	1.94
44.00	0.22	2.07	1.99	2.13
45.00	0.58	1.92	2.00	2.21
46.00	0.64	1.78	2.00	2.16
47.00	0.00	2.39	2.00	1.97
