Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.685s)
CreateVariables () DONE !!!
Creating 11 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10
2.00	40.05	2.08	0.00	0.00	0.00	0.00	9.72	0.00	0.00	0.00	0.00
3.00	40.06	20.08	0.00	0.00	4.02	1.23	5.33	0.00	0.00	0.00	0.00
4.00	40.05	35.29	0.00	0.00	6.26	1.14	4.76	0.01	0.00	0.00	0.00
5.00	40.06	35.29	33.41	0.00	5.75	1.32	4.38	0.30	0.00	0.00	0.00
6.00	40.05	35.29	32.43	0.01	5.98	1.55	4.32	0.43	0.00	0.00	0.00
7.00	40.06	35.29	32.42	0.06	6.27	2.85	1.02	0.88	0.00	0.00	0.00
8.00	40.06	35.29	32.42	0.49	6.65	3.91	0.00	0.07	0.00	0.00	0.00
9.00	40.05	35.29	32.42	0.54	6.17	3.95	0.00	0.00	0.00	0.00	0.00
10.00	40.06	35.29	32.43	0.00	11.65	0.76	0.39	0.00	0.00	0.00	0.00
11.00	40.05	35.29	32.42	0.00	8.66	0.00	4.73	0.00	0.00	0.00	0.00
12.00	40.06	35.29	32.42	0.00	2.49	0.00	10.98	0.00	0.00	0.00	0.00
13.00	40.06	35.29	32.42	0.00	6.97	0.00	7.17	0.00	0.00	0.00	0.00
14.00	40.05	35.29	32.43	0.00	5.22	0.00	8.71	0.00	0.00	0.00	0.00
15.00	40.06	35.29	32.43	0.00	0.00	0.00	12.37	0.12	0.00	0.00	0.00
16.00	40.05	35.29	32.42	0.00	1.42	0.00	4.47	0.31	0.00	0.00	0.00
17.00	40.06	35.29	32.42	0.00	10.91	0.00	2.37	1.15	0.00	0.00	0.00
18.00	40.05	35.29	32.43	0.01	6.93	1.31	5.18	0.39	0.00	0.00	0.00
19.00	40.06	35.29	32.43	0.00	6.45	1.42	4.83	0.37	0.00	0.00	0.00
20.00	40.06	35.29	32.42	0.00	6.42	1.41	4.49	0.62	0.00	0.00	0.00
21.00	40.05	35.29	32.42	0.00	6.01	2.09	3.92	0.57	0.00	0.00	0.00
22.00	40.06	35.29	32.42	0.00	7.43	3.05	1.80	0.49	0.00	0.00	0.00
23.00	40.05	35.29	32.43	0.00	7.37	2.39	1.37	0.53	0.00	0.00	0.01
24.00	40.06	35.29	32.42	0.00	6.26	2.35	4.35	0.39	0.00	0.00	0.07
25.00	40.06	35.29	32.42	0.01	6.32	2.41	4.42	0.46	0.00	0.00	0.00
26.00	40.05	35.28	32.42	0.00	6.74	2.08	4.96	0.08	0.00	0.00	0.00
27.00	40.06	35.29	32.43	0.00	6.71	2.02	5.01	0.00	0.00	0.00	0.00
28.00	40.05	35.29	32.42	0.00	7.36	3.78	1.59	0.00	0.00	0.00	0.00
29.00	40.06	35.29	32.42	0.00	0.00	9.51	0.00	0.01	0.00	0.00	0.00
30.00	40.05	35.29	32.42	0.00	0.00	9.83	0.00	0.00	0.00	0.00	0.00
31.00	40.05	35.29	32.43	0.00	0.00	7.20	0.00	0.00	0.00	0.00	0.00
32.00	40.06	35.29	32.43	0.00	1.43	3.55	0.00	0.00	0.00	0.00	0.00
33.00	40.05	35.29	32.42	0.00	8.76	4.27	0.00	0.00	0.00	0.00	0.00
34.00	40.06	35.29	32.42	0.00	8.89	4.28	0.00	0.00	0.00	0.00	0.00
35.00	40.05	35.29	32.43	0.00	8.89	4.03	0.00	0.00	0.00	0.00	0.00
36.00	40.06	35.29	32.43	0.00	6.94	4.96	0.00	0.00	0.00	0.00	0.00
37.00	40.06	35.29	32.42	0.00	0.00	9.06	0.00	0.00	0.00	0.00	0.00
38.00	40.05	35.29	32.42	0.00	0.00	9.55	0.00	0.00	0.00	0.00	0.00
39.00	40.06	35.29	32.42	0.00	0.00	9.36	0.00	0.00	0.00	0.00	0.00
