Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.702s)
CreateVariables () DONE !!!
Creating 10 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9
2.00	37.18	0.00	0.00	6.80	0.00	0.10	0.00	0.00	0.20	0.00
3.00	37.20	0.00	6.44	2.22	0.00	0.96	0.00	0.00	0.21	0.00
4.00	37.20	0.00	8.81	3.39	0.00	0.00	0.00	0.00	0.00	0.00
5.00	37.20	37.24	5.84	6.84	0.00	0.00	0.00	0.00	0.00	0.00
6.00	37.20	36.24	7.06	6.48	0.00	0.00	0.00	0.00	0.00	0.00
7.00	37.18	36.24	1.15	6.34	0.00	0.00	0.00	0.00	0.00	0.00
8.00	37.20	36.24	0.00	13.55	0.00	0.00	0.00	0.00	0.00	0.00
9.00	37.20	36.24	0.00	13.65	0.00	0.00	0.00	0.00	0.00	0.00
10.00	37.20	36.24	4.22	7.82	0.00	0.51	0.00	0.00	0.00	0.00
11.00	37.20	36.24	6.89	4.15	0.00	0.94	0.00	0.00	0.00	0.00
12.00	37.19	36.23	6.28	4.27	0.00	1.37	0.00	0.00	0.00	0.00
13.00	37.19	36.24	5.93	4.38	0.00	1.57	0.00	0.00	0.00	0.00
14.00	37.20	36.24	6.25	3.97	0.00	1.66	0.00	0.00	0.00	0.00
15.00	37.20	36.24	5.57	4.83	0.00	0.12	0.00	0.00	0.00	0.00
16.00	37.20	36.24	7.21	6.24	0.00	0.00	0.00	0.00	0.00	0.00
17.00	37.20	36.24	8.25	5.12	0.00	0.00	0.00	0.00	0.00	0.00
18.00	37.19	36.24	7.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00
19.00	37.19	36.24	11.18	2.25	0.00	0.00	0.00	0.00	0.00	0.00
20.00	37.20	36.24	9.35	4.15	0.00	0.00	0.00	0.00	0.00	0.00
21.00	37.20	36.24	9.15	4.34	0.00	0.00	0.00	0.00	0.00	0.00
22.00	37.20	36.24	9.09	4.43	0.00	0.00	0.00	0.00	0.00	0.00
23.00	37.20	36.23	0.41	3.24	0.00	0.00	0.00	0.00	0.00	0.00
24.00	37.19	36.24	5.10	5.69	0.00	0.00	0.00	0.00	0.00	0.00
25.00	37.19	36.24	5.17	5.46	0.00	0.00	0.00	0.00	0.00	0.00
26.00	37.20	36.24	5.61	5.07	0.00	0.00	0.00	0.00	0.00	0.00
27.00	37.20	36.24	5.39	5.05	0.00	0.00	0.00	0.00	0.00	0.00
28.00	37.20	36.24	0.73	3.00	0.00	0.00	0.00	0.00	0.00	0.00
29.00	37.20	36.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
30.00	37.19	36.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
31.00	37.19	36.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
32.00	37.20	36.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
33.00	37.20	36.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
34.00	37.20	36.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
35.00	37.19	36.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
36.00	37.19	36.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
37.00	37.20	36.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
38.00	37.20	36.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
39.00	37.20	36.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
