Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.668s)
CreateVariables () DONE !!!
Creating 11 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10
2.00	40.05	35.27	0.00	0.00	1.22	0.00	0.00	0.00	0.00	0.00	0.00
3.00	40.06	35.29	5.42	0.00	4.24	0.00	0.00	1.02	0.00	0.00	0.00
4.00	40.05	35.29	4.69	0.00	6.39	0.00	0.00	0.68	0.00	0.00	0.00
5.00	40.06	35.29	4.32	0.00	7.94	0.00	0.00	0.00	0.00	0.00	0.00
6.00	40.05	35.29	5.22	0.00	9.16	0.00	0.00	0.00	0.00	0.00	0.00
7.00	40.06	35.29	5.12	0.00	9.48	0.00	0.00	0.00	0.00	0.00	0.00
8.00	40.06	35.29	5.10	0.00	9.22	0.00	0.00	0.00	0.00	0.00	0.00
9.00	40.05	35.29	5.22	0.00	9.34	0.00	0.00	0.00	0.00	0.00	0.00
10.00	40.06	35.29	5.12	0.01	9.17	0.00	0.00	0.00	0.00	0.00	0.00
11.00	40.05	35.29	6.14	0.00	7.52	0.00	0.06	0.00	0.00	0.00	0.00
12.00	40.06	35.29	5.31	0.00	9.15	0.00	0.00	0.00	0.00	0.00	0.00
13.00	40.05	35.29	5.13	0.00	9.48	0.00	0.00	0.00	0.00	0.00	0.00
14.00	40.05	35.29	1.85	0.00	11.87	0.00	0.00	0.00	0.00	0.00	0.00
15.00	40.06	35.29	1.70	0.00	10.95	0.79	0.00	0.00	0.00	0.00	0.00
16.00	40.05	35.29	0.84	0.00	1.41	2.30	0.00	0.00	0.00	0.00	0.00
17.00	40.06	35.29	1.71	0.01	0.00	7.27	0.00	0.00	0.00	0.00	0.00
18.00	40.05	35.29	4.31	0.00	0.00	5.17	0.00	0.00	0.00	0.00	0.00
19.00	40.06	35.29	5.88	0.00	5.09	2.67	0.00	0.00	0.00	0.00	0.00
20.00	40.06	35.29	4.13	0.00	8.51	1.59	0.00	0.00	0.00	0.00	0.00
21.00	40.05	35.29	2.54	0.00	7.32	1.29	0.00	0.00	0.00	0.00	0.00
22.00	40.06	35.29	0.00	0.00	7.39	0.01	0.00	0.00	0.00	0.00	0.00
23.00	40.05	35.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
24.00	40.06	35.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
25.00	40.06	35.29	10.13	0.00	0.41	0.02	0.00	0.00	0.00	0.00	0.00
26.00	40.05	35.29	5.31	0.00	9.02	0.00	0.00	0.00	0.00	0.00	0.00
27.00	40.06	35.29	5.01	0.00	9.41	0.00	0.00	0.00	0.00	0.00	0.00
28.00	40.05	35.29	5.23	0.00	9.35	0.00	0.00	0.00	0.00	0.00	0.00
29.00	40.06	35.29	8.07	0.00	5.82	0.00	0.00	0.00	0.00	0.00	0.00
30.00	40.05	35.29	5.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
31.00	40.05	35.29	7.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
32.00	40.06	35.29	3.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
33.00	40.05	35.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
34.00	40.06	35.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
35.00	40.05	35.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
36.00	40.06	35.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
37.00	40.06	35.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
38.00	40.05	35.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
39.00	40.06	35.29	0.00	0.00	0.00	0.00	0.22	0.00	0.00	0.00	0.00
