Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.686s)
CreateVariables () DONE !!!
Creating 21 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20
2.00	31.47	30.51	0.00	0.00	0.00	0.00	0.00	1.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.00	0.00	0.00
3.00	31.47	30.51	0.00	0.00	0.00	0.00	0.00	1.51	0.04	0.00	0.00	0.00	0.00	0.00	0.00	1.96	0.00	0.00	0.00	0.00	0.00
4.00	31.47	30.52	0.02	0.00	0.00	0.00	0.00	2.67	1.64	0.00	0.00	0.00	0.00	0.00	0.00	1.76	0.00	0.00	0.00	0.00	0.00
5.00	31.48	30.51	0.41	0.35	1.67	0.00	0.00	1.01	0.26	0.00	0.00	0.00	0.00	0.00	1.06	1.24	1.19	0.00	0.00	0.65	0.00
6.00	31.47	30.51	0.27	0.71	1.95	0.00	0.00	1.32	0.54	0.00	0.00	0.00	0.00	0.00	1.90	1.23	1.47	0.00	0.00	1.83	0.00
7.00	31.47	30.52	0.68	0.78	2.00	0.00	0.00	1.41	0.67	0.00	0.00	0.00	0.00	0.00	2.33	0.91	1.61	0.00	0.00	1.70	0.00
8.00	31.48	30.51	0.67	1.04	0.92	0.00	0.00	0.82	0.87	0.00	0.00	0.00	0.00	0.00	2.60	0.87	2.81	0.00	0.00	0.07	0.00
9.00	31.47	30.52	1.90	0.29	2.67	0.00	0.00	1.37	3.06	0.00	0.00	0.00	0.00	0.00	1.75	0.00	1.92	0.00	0.00	0.81	0.00
10.00	31.47	30.51	0.99	0.03	1.99	0.00	0.00	1.38	2.16	0.00	0.00	0.00	0.00	0.00	3.00	0.00	2.16	0.00	0.00	1.71	0.00
11.00	31.48	30.51	0.52	0.15	0.32	0.00	0.00	1.11	1.43	0.00	0.00	0.00	0.00	0.00	1.48	0.00	1.08	0.00	0.00	0.47	0.00
12.00	31.47	30.52	1.04	0.41	0.22	0.00	0.00	1.25	2.31	0.00	0.00	0.00	0.00	0.00	2.42	0.14	2.39	0.00	0.00	0.61	0.00
13.00	31.47	30.51	1.45	0.89	0.29	0.00	0.00	0.84	2.64	0.00	0.00	0.00	0.00	0.00	1.40	0.10	3.28	0.00	0.00	0.56	0.00
14.00	31.47	30.52	0.24	0.00	0.92	0.00	0.00	1.18	1.73	0.00	0.00	0.00	0.00	0.00	3.32	0.01	3.91	0.00	0.00	1.36	0.00
15.00	31.47	30.52	0.00	0.00	1.91	0.00	0.00	2.07	2.74	0.00	0.00	0.00	0.00	0.00	2.83	0.02	3.18	0.00	0.00	1.13	0.00
16.00	31.47	30.51	0.00	0.00	3.44	0.00	0.00	0.89	3.39	0.00	0.00	0.00	0.00	0.00	2.71	0.36	2.19	0.00	0.00	0.71	0.00
17.00	31.47	30.52	0.01	0.00	1.35	0.00	0.00	1.08	2.38	0.00	0.00	0.00	0.00	0.00	3.02	0.67	1.87	0.00	0.00	1.45	0.00
18.00	31.48	30.51	0.06	0.00	0.81	0.00	0.00	1.06	1.90	0.00	0.00	0.00	0.00	0.00	2.85	0.47	2.11	0.00	0.00	2.00	0.00
19.00	31.47	30.52	2.12	0.00	0.92	0.00	0.00	0.83	4.61	0.00	0.00	0.00	0.00	0.00	1.15	0.41	1.68	0.00	0.00	1.23	0.00
