Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.671s)
CreateVariables () DONE !!!
Creating 17 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16
2.00	41.96	37.18	0.00	0.00	3.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	41.96	37.20	0.00	0.00	3.21	0.00	0.00	0.15	0.00	0.00	0.18	0.00	2.82	0.00	0.00	0.00	0.00
4.00	41.97	37.20	1.52	0.00	2.38	0.00	0.00	0.07	0.00	0.00	0.66	0.00	1.27	0.00	0.00	0.00	0.00
5.00	41.96	37.20	3.11	1.19	1.84	1.21	0.00	0.00	0.00	0.00	0.61	0.00	1.30	0.00	0.00	0.00	0.00
6.00	41.96	37.19	1.78	2.52	2.42	2.69	0.00	0.00	0.00	0.00	0.59	0.00	1.05	0.00	0.00	0.00	0.00
7.00	41.96	37.19	1.18	4.50	0.91	3.68	0.00	0.00	0.00	0.00	0.41	0.00	0.70	0.00	0.00	0.00	0.00
8.00	41.96	37.20	0.00	6.73	0.00	4.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
9.00	41.97	37.20	0.00	5.70	0.00	5.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
10.00	41.96	37.20	0.00	6.34	0.25	6.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11.00	41.96	37.20	0.00	5.07	0.00	7.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
12.00	41.96	37.19	0.00	0.15	0.00	12.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13.00	41.96	37.19	0.00	3.57	1.60	5.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
14.00	41.97	37.20	0.00	2.85	3.28	2.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15.00	41.96	37.20	0.00	5.92	5.41	0.00	0.00	0.00	0.00	0.00	0.36	0.00	0.00	0.00	0.00	0.00	0.00
16.00	41.97	37.20	0.00	4.03	4.38	3.66	0.00	0.00	0.00	0.00	0.65	0.00	0.00	0.00	0.00	0.00	0.00
17.00	41.96	37.20	0.00	3.93	3.39	4.29	0.00	0.00	0.00	0.00	0.67	0.00	0.00	0.00	0.00	0.00	0.00
18.00	41.96	37.19	0.00	5.21	0.97	4.56	0.00	0.00	0.00	0.00	1.94	0.00	0.00	0.00	0.00	0.00	0.00
19.00	41.96	37.19	0.00	6.45	0.00	5.77	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
20.00	41.96	37.20	0.00	2.25	0.00	10.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
21.00	41.97	37.20	0.00	6.25	1.30	5.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
22.00	41.96	37.20	0.00	3.94	3.56	4.33	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00
23.00	41.97	37.20	0.43	3.27	2.24	2.84	0.00	0.00	0.00	0.00	0.45	0.00	0.01	0.00	0.00	0.00	0.00
24.00	41.96	37.19	1.05	3.89	1.91	3.84	0.00	0.00	0.00	0.00	1.06	0.00	0.12	0.00	0.00	0.00	0.00
25.00	41.96	37.19	1.53	4.02	1.82	3.99	0.00	0.00	0.00	0.00	1.46	0.00	0.49	0.00	0.00	0.00	0.00
26.00	41.96	37.20	0.94	0.71	1.00	8.11	0.00	0.00	0.00	0.00	0.16	0.00	0.74	0.00	0.00	0.00	0.00
27.00	41.96	37.20	1.87	0.00	4.45	5.76	0.00	0.00	0.00	0.00	0.00	0.00	1.06	0.00	0.00	0.00	0.00
28.00	41.97	37.20	0.73	0.00	1.39	10.30	0.00	0.00	0.00	0.00	0.00	0.00	0.46	0.00	0.00	0.00	0.00
29.00	41.96	37.20	0.16	0.00	1.13	10.77	0.00	0.00	0.00	0.00	0.00	0.00	0.55	0.00	0.00	0.00	0.00
30.00	41.96	37.19	0.00	1.62	4.14	5.25	0.00	0.00	0.00	0.00	0.00	0.00	1.98	0.00	0.00	0.00	0.00
31.00	41.96	37.19	0.00	6.40	0.62	1.55	0.00	0.00	0.00	0.00	0.00	0.00	0.66	0.00	0.00	0.00	0.00
32.00	41.96	37.20	0.00	10.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.20	0.00	0.00	0.00	0.00
33.00	41.97	37.20	0.00	8.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.10	0.00	0.00	0.00	0.00
34.00	41.96	37.20	0.00	8.44	0.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.46	0.00	0.00	0.00	0.00
35.00	41.97	37.19	0.00	1.73	5.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.30	0.00	0.00	0.00	0.00
36.00	41.96	37.19	0.00	1.13	6.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.54	0.00	0.00	0.00	0.00
37.00	41.96	37.20	0.00	13.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
38.00	41.96	37.20	0.00	12.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
39.00	41.96	37.20	0.00	6.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
