Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.682s)
CreateVariables () DONE !!!
Creating 19 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18
2.00	34.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	34.34	0.00	0.00	0.52	0.47	0.00	0.00	0.00	0.00	0.00	1.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	34.33	0.00	0.00	3.26	0.41	0.00	0.00	0.00	0.00	0.00	4.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	34.33	0.00	0.00	2.22	0.06	0.00	0.56	0.00	2.52	0.00	3.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
6.00	34.33	0.00	0.00	2.52	0.00	0.00	0.58	0.00	3.71	0.00	3.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7.00	34.33	0.00	0.00	3.41	0.22	0.00	0.78	0.00	3.85	0.00	4.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
8.00	34.33	0.00	0.00	3.66	0.60	0.00	0.32	0.00	3.96	0.00	4.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
9.00	34.33	0.00	0.00	3.62	0.88	0.01	0.24	0.00	3.93	0.00	4.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
10.00	34.33	0.00	0.00	3.32	0.99	0.00	0.36	0.00	3.23	0.00	4.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11.00	34.33	0.00	0.00	2.27	0.92	0.00	0.02	0.00	0.00	0.00	2.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
12.00	34.33	0.00	0.00	4.51	1.82	0.00	0.10	0.00	0.00	0.00	3.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13.00	34.33	0.00	0.00	4.64	2.27	0.00	0.44	0.00	0.13	0.00	3.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
14.00	34.33	0.00	0.00	3.67	2.02	0.00	0.29	0.00	0.34	0.00	2.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15.00	34.33	0.00	0.00	5.43	3.14	0.00	0.64	0.00	0.89	0.00	3.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
16.00	34.33	0.00	0.00	2.95	1.93	0.00	0.17	0.00	0.84	0.00	2.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
17.00	34.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.02	0.00	6.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
18.00	34.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.98	0.00	6.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
19.00	34.33	0.00	0.00	0.00	0.00	0.00	1.48	0.00	2.62	0.00	2.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
20.00	34.33	0.00	0.00	0.24	0.00	0.00	3.54	0.00	4.06	0.00	2.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
21.00	34.33	0.00	0.00	1.20	0.00	0.00	0.86	0.00	5.32	0.00	5.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
22.00	34.33	0.00	0.00	1.75	0.00	0.00	0.89	0.00	4.91	0.00	5.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
23.00	34.33	0.00	0.00	0.69	0.00	0.00	0.21	0.00	1.82	0.00	1.91	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00
24.00	34.33	0.00	0.00	0.00	0.00	0.00	0.28	0.00	2.12	0.00	1.81	0.00	0.00	0.00	0.53	0.00	0.00	0.00	0.00
25.00	34.33	3.93	0.00	0.01	0.35	0.00	0.32	0.00	5.78	0.00	1.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
26.00	34.33	2.98	0.00	0.00	0.86	0.00	0.40	0.00	4.02	0.00	2.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
27.00	34.33	3.49	0.00	0.00	1.35	0.00	0.56	0.00	4.18	0.00	3.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
28.00	34.33	2.92	0.00	0.00	0.41	0.00	0.61	0.00	4.47	0.00	2.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
29.00	34.33	3.95	0.00	0.00	0.01	0.00	0.48	0.00	4.63	0.00	2.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
30.00	34.33	0.63	0.00	0.00	0.00	0.00	0.31	0.00	6.62	0.00	3.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
31.00	34.33	0.00	0.00	0.00	0.00	0.00	0.70	0.00	5.80	0.00	2.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
32.00	34.34	0.14	0.00	0.17	0.07	0.00	2.14	0.00	1.95	0.00	1.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
33.00	34.34	0.66	0.00	0.91	0.25	0.07	1.32	0.00	3.82	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
34.00	34.33	3.64	0.00	0.92	0.40	0.39	1.29	0.00	2.62	0.00	0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
35.00	34.33	4.11	0.00	1.18	1.52	0.72	1.67	0.00	1.35	0.00	0.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
36.00	34.33	3.17	0.00	1.19	1.64	0.72	1.56	0.00	1.23	0.00	1.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
37.00	34.33	4.20	0.00	0.00	1.55	0.00	0.00	0.00	2.00	0.00	3.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
38.00	34.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.65	0.00	5.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
39.00	34.33	0.11	0.00	0.00	0.00	0.06	0.04	0.00	6.17	0.00	5.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
