Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.464s)
CreateVariables () DONE !!!
Creating 10 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9
2.00	0.00	0.00	1.67	0.00	0.00	1.98	0.00	0.28	1.53	0.00
3.00	1.97	0.00	1.33	0.00	0.00	2.00	0.00	1.34	1.28	0.48
4.00	1.98	1.95	0.86	1.31	0.00	2.00	0.00	0.75	0.68	0.44
5.00	1.98	1.60	0.40	1.15	0.02	2.00	0.00	0.18	0.25	0.00
6.00	2.00	1.97	0.61	1.52	0.15	2.00	0.00	0.22	0.48	0.00
7.00	1.99	1.99	1.84	2.13	0.00	2.00	0.00	0.00	0.00	0.00
8.00	1.97	0.64	1.72	0.22	0.00	1.99	0.00	2.72	0.31	0.00
9.00	2.00	2.24	1.71	2.27	0.00	2.00	0.00	1.74	0.05	0.46
10.00	1.97	2.00	1.68	1.58	0.00	2.00	0.00	1.77	0.12	0.78
11.00	2.00	1.97	1.79	1.86	0.00	2.00	0.00	0.52	0.00	0.00
12.00	2.00	1.83	1.80	1.54	0.01	2.00	0.00	1.32	0.18	0.19
13.00	1.99	1.99	1.24	0.38	0.04	2.00	0.00	1.17	0.31	0.33
14.00	2.00	2.00	2.17	0.00	0.02	1.99	0.00	2.25	0.07	0.00
15.00	2.00	1.78	1.81	0.00	0.00	2.00	0.00	1.81	0.61	0.00
16.00	2.00	2.03	1.54	0.00	0.00	2.00	0.00	1.90	0.21	0.00
17.00	2.00	2.00	2.25	0.00	0.00	2.00	0.00	1.93	1.59	0.00
18.00	1.99	1.99	1.64	0.00	0.00	2.00	0.00	1.72	1.65	0.26
19.00	2.01	2.00	1.67	0.00	0.00	2.00	0.00	1.90	1.51	0.29
20.00	1.99	1.98	1.80	0.49	0.00	1.99	0.00	1.91	1.33	0.00
21.00	2.00	2.00	1.38	0.00	0.00	2.00	0.00	1.44	1.40	0.95
22.00	2.00	2.00	1.99	0.00	0.00	2.00	0.00	2.00	1.99	1.94
23.00	1.99	2.00	2.00	0.00	0.00	2.00	0.00	1.99	2.00	2.04
24.00	2.00	2.00	2.00	0.00	0.00	2.00	0.00	1.99	2.00	1.98
25.00	2.00	1.99	1.88	0.00	0.01	2.00	0.00	1.66	0.62	0.59
26.00	1.75	1.65	1.21	0.00	0.00	1.99	0.00	1.65	0.87	0.45
