Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.322s)
CreateVariables () DONE !!!
Creating 16 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00	0.71	0.37
3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.52	0.07
4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.81	0.00	0.00	0.00	1.33	0.45
5.00	1.37	0.00	0.00	0.00	0.81	0.00	0.42	0.11	2.00	0.00	0.20	0.15	0.00	0.00	0.38	0.16
6.00	1.79	0.00	0.00	0.00	1.81	0.00	0.52	0.02	2.00	0.00	0.00	0.19	0.00	0.00	1.46	0.42
7.00	1.68	0.00	0.00	0.00	1.75	0.00	0.02	0.02	2.00	0.00	1.15	0.02	0.00	0.00	0.49	0.21
8.00	1.95	0.00	2.90	0.00	2.01	0.00	0.82	0.28	1.99	0.00	0.71	0.60	0.00	0.00	1.20	0.87
9.00	1.73	0.00	1.77	0.00	1.74	0.00	1.73	0.00	2.00	0.00	1.73	0.00	0.00	0.00	1.72	0.00
10.00	0.34	0.00	0.09	0.00	0.16	0.00	2.04	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.77	0.00
11.00	2.31	0.00	0.00	0.00	2.41	0.00	0.65	0.00	2.00	0.00	0.64	0.00	0.00	0.00	0.62	0.11
