Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.323s)
CreateVariables () DONE !!!
Creating 14 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13
2.00	0.00	1.71	0.00	0.00	0.00	0.74	0.54	1.99	0.00	0.00	0.02	0.00	0.00	0.00
3.00	0.00	1.79	0.00	0.00	0.00	0.25	0.12	2.00	1.84	0.00	0.04	0.00	0.00	0.00
4.00	0.00	2.01	0.00	0.00	0.00	0.31	0.11	2.00	2.00	1.75	0.21	0.00	0.00	0.11
5.00	0.00	1.90	1.27	0.00	0.47	0.00	0.00	2.00	1.68	1.67	0.78	0.61	0.00	0.00
6.00	0.00	1.95	1.72	0.53	0.59	0.00	0.00	2.00	1.92	1.81	1.07	0.00	0.00	0.00
7.00	0.00	1.92	1.63	0.06	0.08	0.00	0.00	2.00	1.98	1.57	0.98	0.31	0.00	0.00
8.00	0.00	1.66	1.08	1.42	0.00	0.00	0.00	1.99	2.00	1.86	1.11	0.58	0.00	0.00
9.00	0.00	1.99	1.37	0.77	0.07	0.00	0.00	2.00	1.98	0.94	0.55	0.68	0.00	0.00
10.00	0.00	1.78	0.58	0.73	0.00	0.16	0.00	2.00	1.60	0.26	0.54	0.00	0.00	0.00
11.00	0.00	1.93	1.99	1.19	0.20	0.00	0.00	2.00	1.91	1.86	0.00	0.00	0.00	0.00
12.00	0.00	1.92	1.75	0.18	0.00	0.31	0.00	2.00	1.68	1.53	0.00	0.00	0.00	0.00
13.00	0.00	1.98	1.87	0.00	0.00	0.40	0.00	2.00	1.87	1.88	0.61	0.00	0.00	0.00
14.00	0.00	1.91	1.71	0.25	0.29	0.01	0.09	1.99	2.01	1.75	0.20	0.58	0.09	0.09
15.00	0.00	2.01	2.05	1.32	0.74	0.41	0.01	2.00	1.65	1.84	0.32	0.00	0.00	0.01
16.00	0.00	1.78	1.67	0.71	0.67	0.00	0.00	2.00	1.59	1.46	0.05	0.00	0.00	0.00
17.00	0.00	1.73	1.91	1.47	0.00	0.00	0.00	2.00	2.03	1.77	2.50	0.00	0.00	0.00
18.00	0.00	1.90	1.30	0.19	0.00	0.60	0.00	2.00	1.91	1.65	1.54	0.29	0.00	0.00
19.00	0.00	2.00	1.68	0.39	0.25	0.44	0.00	2.00	2.00	1.91	1.61	0.00	0.00	0.00
20.00	0.00	1.98	1.34	0.29	0.09	0.04	0.00	1.99	1.94	1.72	0.11	0.00	0.00	0.00
21.00	0.00	1.94	1.77	0.44	0.09	0.92	0.38	2.00	2.00	1.57	1.13	0.00	0.29	0.09
22.00	0.00	2.00	2.00	0.60	0.82	0.00	0.04	2.00	2.00	1.10	1.24	0.00	0.05	0.04
23.00	0.00	1.85	1.50	0.34	0.00	0.00	0.00	2.00	1.99	0.89	0.47	0.00	0.00	0.00
24.00	0.00	2.00	1.48	0.29	0.00	0.00	0.00	2.00	2.00	0.91	0.92	0.00	0.00	0.00
25.00	0.00	1.98	0.57	0.78	0.31	0.00	0.00	2.00	1.87	1.70	0.00	0.00	0.00	0.00
26.00	0.00	1.79	1.97	0.20	0.14	0.86	0.00	1.99	2.01	1.42	0.86	0.00	0.00	0.00
27.00	0.00	1.61	1.44	0.06	0.00	0.00	0.00	2.00	1.58	1.28	0.58	0.25	0.00	0.00
28.00	0.00	2.11	1.58	1.28	0.00	0.00	0.00	2.00	1.77	1.71	0.00	0.25	0.00	0.00
29.00	0.00	2.00	1.77	1.10	0.00	0.00	0.00	2.00	1.74	1.37	1.55	0.00	0.00	0.00
30.00	0.00	1.98	1.97	1.11	0.27	0.28	0.02	2.00	1.99	1.78	1.52	0.06	0.00	0.01
31.00	0.00	1.77	1.24	0.02	0.00	0.00	0.12	2.00	1.99	1.24	0.20	0.72	0.07	0.09
32.00	0.00	1.64	1.42	0.99	0.00	0.00	0.00	1.99	1.85	1.30	0.64	0.00	0.00	0.00
33.00	0.00	1.95	1.77	0.78	1.74	0.00	0.15	2.00	1.85	1.67	1.57	0.07	0.13	0.14
34.00	0.00	1.68	1.50	1.20	0.32	0.00	0.00	2.00	1.90	1.06	1.48	0.00	0.00	0.00
35.00	0.00	1.84	1.53	0.31	0.00	0.21	0.00	2.00	1.98	0.27	0.27	0.18	0.00	0.00
36.00	0.00	1.98	1.70	0.68	0.38	0.31	0.00	2.00	1.97	1.35	0.41	0.34	0.00	0.00
37.00	0.00	1.91	1.90	1.48	0.59	0.61	0.31	2.00	1.98	1.83	0.58	0.31	0.09	0.32
38.00	0.00	2.00	1.86	1.14	0.24	0.00	0.00	1.99	1.94	2.11	0.92	0.00	0.00	0.00
39.00	0.00	1.80	1.83	0.00	0.81	0.61	0.00	2.00	1.93	1.73	1.33	0.00	0.00	0.00
40.00	0.00	2.03	2.08	1.61	0.69	0.00	0.00	2.00	2.03	2.04	1.26	0.61	0.00	0.00
41.00	0.00	1.94	1.78	0.79	0.00	0.04	0.00	2.00	2.00	1.95	0.00	0.33	0.00	0.00
42.00	0.00	1.94	1.78	0.48	0.00	0.29	0.11	2.00	1.99	0.71	0.75	0.00	0.11	0.09
43.00	0.00	2.01	1.81	0.01	0.29	0.00	0.00	2.00	2.01	2.63	0.49	0.31	0.00	0.00
44.00	0.00	1.98	1.99	1.65	0.07	0.29	0.00	1.99	1.99	1.87	1.10	0.00	0.00	0.00
45.00	0.00	1.99	1.73	1.06	0.89	0.00	0.00	2.00	2.00	1.65	0.67	0.00	0.00	0.00
46.00	0.00	1.99	1.68	1.04	0.00	0.00	0.00	2.00	1.98	1.88	0.91	0.00	0.00	0.00
47.00	0.00	2.01	1.86	1.33	0.40	0.00	0.00	2.00	2.03	1.91	0.49	0.00	0.00	0.00
48.00	0.00	1.98	1.68	1.84	0.60	0.26	0.05	2.00	1.92	1.61	0.34	0.00	0.07	0.04
49.00	0.00	2.00	1.81	1.59	0.45	0.00	0.00	2.00	2.00	2.11	0.00	0.00	0.00	0.00
50.00	0.00	1.85	1.37	0.91	0.00	0.00	0.00	2.00	1.94	1.78	0.27	0.00	0.00	0.00
51.00	0.00	2.00	2.06	0.73	0.00	0.00	0.00	1.99	1.98	1.97	0.18	0.28	0.00	0.00
52.00	0.00	2.00	1.95	0.46	0.31	0.55	0.00	2.00	2.00	1.08	0.31	0.00	0.00	0.00
53.00	0.00	1.99	1.80	1.32	0.71	0.31	0.12	2.00	1.98	1.55	0.00	0.26	0.07	0.12
54.00	0.00	1.86	1.74	0.00	0.07	0.00	0.00	2.00	1.99	1.87	1.39	0.45	0.00	0.00
55.00	0.00	2.00	1.67	1.14	0.00	0.00	0.00	2.00	1.99	1.59	0.68	0.00	0.00	0.00
56.00	0.00	1.79	1.68	0.69	0.48	0.00	0.00	2.00	1.98	1.11	1.06	0.57	0.00	0.01
57.00	0.00	1.99	1.67	1.33	0.51	0.99	0.00	1.99	2.00	2.16	0.31	0.00	0.00	0.00
58.00	0.00	2.00	1.70	1.01	0.00	0.28	0.13	2.00	1.95	1.87	0.20	0.00	0.00	0.18
59.00	0.00	1.98	1.86	0.00	0.00	0.00	0.00	2.00	1.95	1.92	0.31	0.31	0.00	0.00
60.00	0.00	1.84	1.21	0.00	0.00	0.00	0.00	2.00	1.88	0.41	0.15	0.00	0.00	0.00
61.00	0.00	2.01	2.01	2.36	0.13	0.31	0.00	2.00	2.03	1.88	1.61	0.26	0.00	0.00
62.00	0.00	2.00	1.79	1.17	0.58	0.21	0.00	2.00	1.75	1.54	0.85	0.00	0.00	0.00
63.00	0.00	1.81	1.99	1.46	0.24	0.00	0.00	1.99	1.98	1.44	0.39	0.00	0.00	0.00
64.00	0.00	1.57	1.33	0.61	0.11	0.27	0.07	2.00	1.50	1.05	1.15	0.08	0.06	0.07
65.00	0.00	1.80	1.74	0.65	0.42	0.00	0.00	2.00	1.94	1.65	0.71	0.00	0.00	0.00
66.00	0.00	1.99	1.78	0.80	0.61	0.00	0.09	2.00	2.00	1.84	1.17	0.00	0.11	0.11
67.00	0.00	1.81	1.51	0.80	0.39	0.16	0.00	2.00	1.88	1.74	0.66	1.08	0.00	0.00
68.00	0.00	1.92	0.49	1.70	0.42	0.00	0.00	2.00	2.00	2.01	1.08	0.00	0.04	0.00
69.00	0.00	1.99	1.64	0.39	0.71	0.89	0.00	1.99	1.99	1.54	0.69	0.00	0.00	0.00
70.00	0.00	2.01	1.85	0.82	0.49	0.09	0.00	2.00	2.00	2.17	1.26	0.28	0.00	0.00
71.00	0.00	1.78	1.81	0.99	0.00	0.00	0.00	2.00	1.92	1.78	0.00	0.00	0.00	0.00
72.00	0.00	1.93	1.99	1.66	0.57	1.17	0.00	2.00	2.00	1.50	0.34	0.06	0.00	0.00
73.00	0.00	2.00	1.75	1.44	1.27	0.00	0.14	2.00	1.88	1.70	1.02	0.00	0.12	0.14
74.00	0.00	1.93	1.81	1.21	0.25	0.00	0.07	2.00	2.00	1.59	1.28	0.00	0.07	0.15
75.00	0.00	2.00	1.58	0.31	0.05	0.14	0.00	1.99	1.99	1.95	0.51	0.00	0.00	0.00
76.00	0.00	1.92	1.60	1.44	0.00	0.00	0.00	2.00	2.00	1.59	0.00	0.00	0.00	0.00
77.00	0.00	1.92	1.80	0.85	0.00	0.00	0.11	2.00	1.92	1.55	0.00	0.00	0.09	0.11
78.00	0.00	1.85	1.61	1.54	0.00	0.00	0.00	2.00	1.92	2.00	0.00	0.00	0.00	0.00
79.00	0.00	2.00	1.78	1.15	0.00	0.00	0.00	2.00	2.03	1.78	0.28	0.00	0.00	0.00
80.00	0.00	1.98	1.68	1.15	0.00	0.04	0.00	2.00	2.00	1.63	0.58	0.00	0.00	0.00
81.00	0.00	2.00	2.00	1.40	0.58	0.00	0.00	1.99	1.99	1.80	1.79	0.00	0.00	0.00
82.00	0.00	2.00	1.72	0.97	0.07	0.00	0.00	2.00	2.00	1.63	1.00	0.08	0.00	0.00
83.00	0.00	2.00	1.98	0.58	0.00	0.00	0.00	2.00	2.00	1.90	0.95	0.00	0.00	0.00
84.00	0.00	1.93	1.80	1.14	0.00	0.00	0.09	2.00	1.99	0.66	0.41	0.00	0.11	0.11
85.00	0.00	1.92	1.88	0.82	0.94	0.00	0.04	2.00	2.00	1.28	0.57	0.00	0.00	0.04
86.00	0.00	2.00	1.90	1.28	0.35	0.28	0.00	2.00	2.00	0.89	0.40	0.00	0.00	0.00
87.00	0.00	1.98	2.01	0.58	0.00	0.00	0.00	1.99	1.99	0.48	0.00	0.00	0.00	0.00
