Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.309s)
CreateVariables () DONE !!!
Creating 8 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7
2.00	1.87	1.92	1.81	0.00	1.99	0.00	0.00	0.00
3.00	2.00	1.98	2.00	0.18	2.00	1.88	0.00	0.40
4.00	2.00	1.92	1.80	1.77	2.00	1.87	0.46	0.00
5.00	2.00	1.17	1.08	0.74	2.00	0.95	1.00	0.06
6.00	2.00	1.99	1.26	0.09	2.00	1.67	1.26	0.16
7.00	1.99	1.77	1.15	0.00	2.00	1.81	1.98	2.00
8.00	2.00	2.00	2.52	0.00	1.99	2.00	1.97	2.00
9.00	2.00	2.00	2.00	0.00	2.00	1.47	1.46	1.46
10.00	2.00	2.00	1.99	0.00	2.00	2.01	1.97	2.00
11.00	2.00	1.94	1.84	1.70	2.00	1.78	0.66	1.47
12.00	2.00	2.00	0.82	0.79	2.00	0.82	1.87	0.84
13.00	1.99	1.98	0.00	0.00	2.00	0.00	2.00	0.00
14.00	2.00	2.00	0.00	0.00	1.99	0.00	2.00	0.00
15.00	2.00	1.99	0.00	0.00	2.00	0.00	2.00	0.00
16.00	2.00	1.99	0.00	0.00	2.00	0.00	1.99	0.00
17.00	2.00	2.00	0.00	0.00	2.00	0.00	2.01	0.00
18.00	2.00	1.98	0.00	0.00	2.00	0.00	1.99	0.00
19.00	2.00	1.98	0.00	0.00	2.00	0.00	2.00	0.00
20.00	1.98	1.99	0.00	0.00	1.99	0.00	2.00	0.00
21.00	2.00	2.00	0.00	0.00	2.00	0.00	2.00	0.00
22.00	2.00	1.99	0.00	0.00	2.00	0.00	1.99	0.00
23.00	2.00	1.98	0.00	0.00	2.00	0.00	2.00	0.00
24.00	2.00	1.95	0.00	0.00	2.00	0.00	2.00	0.00
25.00	2.00	1.97	0.00	0.00	2.00	0.00	2.00	0.00
26.00	1.99	1.99	0.00	0.00	1.99	0.00	2.00	0.00
27.00	2.00	1.98	0.00	0.00	2.00	0.00	2.00	0.00
28.00	2.00	1.99	0.00	0.00	2.00	0.00	1.99	0.00
29.00	2.00	2.00	2.21	0.18	2.00	2.34	1.97	1.99
30.00	2.00	1.99	2.00	0.00	2.00	1.99	1.95	2.00
31.00	2.00	2.00	1.99	0.00	2.00	2.00	1.94	2.00
32.00	1.99	2.00	1.97	0.00	1.99	1.95	1.91	1.90
33.00	2.00	2.00	0.28	0.00	2.00	0.29	0.25	0.29
34.00	2.00	2.00	1.24	0.00	2.00	1.30	1.28	1.28
35.00	1.99	1.98	1.55	0.00	2.00	1.93	1.64	1.65
36.00	2.00	1.99	1.35	0.27	2.00	1.99	1.81	1.34
37.00	2.00	1.99	0.21	0.09	2.00	2.00	2.00	0.00
38.00	1.99	2.00	0.20	0.21	1.99	0.68	1.91	0.00
39.00	2.00	1.90	1.11	1.07	2.00	0.00	1.70	0.00
40.00	2.00	2.00	2.00	1.85	2.00	0.00	1.99	1.08
41.00	2.00	2.00	1.94	2.00	2.00	0.00	1.04	1.10
42.00	2.00	2.00	1.88	2.00	2.00	0.00	1.91	1.97
43.00	2.00	2.00	1.90	2.00	2.00	0.00	1.93	2.00
44.00	1.99	1.99	1.91	1.99	1.99	0.00	1.93	1.99
45.00	2.00	2.00	1.90	2.00	2.00	0.00	1.92	2.00
46.00	2.00	2.00	1.97	1.99	2.00	0.00	1.94	2.00
47.00	1.99	2.00	1.91	1.99	2.00	0.00	1.93	1.98
48.00	2.00	2.00	1.91	2.00	2.00	0.00	1.13	1.18
49.00	2.00	1.99	1.95	2.00	2.00	0.00	2.37	2.44
50.00	1.99	2.00	1.91	1.98	2.00	0.00	1.95	2.00
51.00	2.00	2.00	1.90	2.00	1.99	0.00	1.93	2.00
52.00	2.00	2.00	1.95	2.00	2.00	0.00	1.92	2.00
53.00	2.00	2.00	1.98	2.00	2.00	0.00	0.51	0.52
54.00	2.00	1.99	1.93	1.99	2.00	0.00	1.74	1.74
55.00	2.00	2.00	1.91	2.00	2.00	0.00	1.95	1.99
56.00	1.99	2.00	1.91	1.99	2.00	0.00	2.00	2.00
57.00	2.00	2.00	1.91	2.00	1.99	0.00	1.95	2.00
58.00	2.00	2.00	1.90	2.00	2.00	0.00	1.95	2.00
59.00	2.00	1.95	1.93	1.95	2.00	0.00	1.98	1.99
60.00	2.00	2.01	1.90	2.00	2.00	0.00	1.99	1.99
61.00	2.00	1.99	1.77	1.81	2.00	0.00	1.80	1.81
62.00	1.53	1.98	1.94	0.94	2.00	0.00	1.46	0.34
63.00	1.99	1.73	1.24	0.29	1.99	0.00	1.53	0.00
64.00	2.00	2.00	1.94	1.97	2.00	0.00	2.00	0.02
65.00	1.99	1.95	1.85	1.84	2.00	1.75	1.83	0.26
66.00	2.01	2.05	1.99	0.00	2.00	0.00	2.18	0.05
67.00	2.00	1.99	1.98	0.00	2.00	1.80	1.98	1.30
