Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.374s)
CreateVariables () DONE !!!
Creating 12 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11
2.00	0.00	0.04	1.48	0.80	0.00	0.00	1.99	1.73	0.74	0.25	0.00	0.00
3.00	1.59	1.51	0.87	0.45	0.00	0.00	2.00	1.83	0.77	0.11	0.04	0.00
4.00	1.88	1.73	0.53	0.04	0.00	0.00	2.00	1.70	0.34	0.25	0.05	0.00
5.00	1.93	1.30	0.00	0.00	0.00	0.00	2.00	1.40	0.00	0.00	0.00	0.00
6.00	2.00	1.97	0.47	0.31	0.28	0.00	2.00	2.06	0.49	0.58	0.18	0.00
7.00	1.18	1.11	0.40	0.13	0.09	0.00	2.00	0.92	1.84	0.28	0.14	0.00
8.00	2.00	1.93	0.98	0.00	0.00	0.16	1.99	2.01	2.25	0.19	0.00	0.14
9.00	2.00	2.00	0.74	0.00	0.00	0.00	2.00	2.00	2.00	0.00	0.00	0.00
10.00	2.00	2.00	1.38	0.00	0.00	0.12	2.00	1.88	1.97	0.11	0.00	0.12
11.00	2.00	1.99	2.23	1.07	0.00	0.00	2.00	1.92	1.91	0.02	0.79	0.00
12.00	2.00	2.00	1.44	0.21	0.04	0.08	2.00	1.98	1.87	0.12	0.01	0.12
13.00	1.99	2.00	2.01	0.00	0.00	0.00	2.00	2.00	2.04	0.00	0.00	0.00
14.00	1.99	2.00	2.00	0.00	0.00	0.00	1.99	2.00	2.00	0.00	0.00	0.00
15.00	2.00	2.00	2.00	0.00	0.00	0.00	2.00	2.00	1.99	0.00	0.00	0.00
16.00	2.00	2.00	1.99	0.00	0.00	0.00	2.00	2.00	2.01	0.00	0.00	0.00
17.00	2.00	2.00	2.00	0.00	0.00	0.00	2.00	2.00	2.00	0.00	0.00	0.00
18.00	2.00	1.99	2.00	0.00	0.00	0.00	2.00	2.00	1.99	0.00	0.00	0.00
19.00	2.00	2.00	2.00	0.00	0.00	0.00	2.00	1.99	2.00	0.00	0.00	0.00
20.00	1.99	2.00	2.00	0.00	0.00	0.00	1.99	2.00	2.00	0.00	0.00	0.00
21.00	2.00	2.00	2.00	0.00	0.00	0.00	2.00	2.00	2.00	0.00	0.00	0.00
