Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.421s)
CreateVariables () DONE !!!
Creating 15 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14
2.00	0.00	0.41	0.74	0.00	0.00	0.24	0.27	1.99	0.00	0.00	0.00	0.00	0.34	0.85	0.00
3.00	0.00	0.39	1.37	0.00	0.00	0.32	0.34	2.00	0.00	0.00	0.06	0.41	1.45	0.81	0.00
4.00	0.00	0.08	0.64	0.00	0.00	0.05	0.12	2.00	0.00	0.00	0.00	0.00	0.74	0.74	0.00
5.00	0.00	0.94	0.84	0.00	0.06	0.00	0.31	2.00	0.01	0.33	0.00	0.00	0.29	1.08	0.35
6.00	0.00	0.38	1.08	0.00	0.00	0.55	0.46	2.00	0.00	0.00	0.00	0.00	0.55	0.33	0.00
7.00	0.00	1.30	0.85	0.00	0.01	0.26	1.06	2.00	0.00	0.16	0.66	0.00	0.44	0.54	0.20
8.00	0.00	1.15	1.07	0.00	0.00	0.61	1.13	1.99	0.00	0.20	0.81	0.00	0.39	0.19	0.20
9.00	0.00	1.87	0.75	0.00	0.11	0.42	0.58	2.00	0.16	0.13	0.14	0.00	1.37	0.09	0.13
10.00	0.00	1.17	0.79	0.00	0.00	0.82	0.62	2.00	0.05	0.22	0.59	0.00	0.69	0.62	0.00
11.00	0.00	0.18	0.21	0.00	0.00	0.29	1.01	2.00	0.05	0.08	0.00	0.00	0.18	0.14	0.08
12.00	0.00	1.66	0.85	0.00	0.00	0.00	1.58	2.00	0.00	0.00	0.00	0.00	0.31	0.31	0.00
13.00	0.00	0.73	1.05	0.00	0.00	1.11	0.47	2.00	0.00	0.24	0.13	0.00	0.68	0.19	0.25
14.00	0.00	0.51	0.82	0.00	0.00	0.07	0.33	1.99	0.00	0.21	0.22	0.00	1.11	0.40	0.20
15.00	0.00	0.12	1.66	0.00	0.00	0.15	0.95	2.00	0.00	0.00	0.91	0.00	1.07	0.00	0.00
