Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.314s)
CreateVariables () DONE !!!
Creating 8 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7
2.00	0.00	0.62	0.00	0.47	1.99	0.15	1.33	0.00
3.00	1.52	0.00	0.00	0.67	2.00	0.00	0.60	0.49
4.00	1.99	0.00	0.04	0.93	2.00	0.08	1.06	0.98
5.00	2.01	0.00	2.30	0.06	2.00	2.20	1.97	0.04
6.00	1.99	1.46	2.00	0.00	2.00	1.95	1.99	0.00
7.00	1.99	1.99	2.00	0.00	2.00	2.00	2.00	0.00
8.00	1.99	1.99	2.00	1.30	1.99	2.00	1.98	1.33
9.00	2.00	2.00	2.00	1.99	2.00	2.00	1.98	1.98
10.00	2.00	2.00	2.00	1.95	2.00	2.00	1.98	2.00
11.00	1.99	2.00	1.99	1.98	2.00	2.00	1.98	2.00
12.00	2.00	1.99	2.00	2.00	2.00	1.99	1.99	2.00
13.00	1.99	2.00	2.00	1.99	2.00	2.00	2.00	2.00
14.00	1.99	2.00	2.00	2.00	1.99	2.00	2.00	1.99
15.00	2.00	1.99	1.99	2.00	2.00	2.00	2.00	1.99
16.00	2.00	2.01	2.00	1.99	2.00	2.00	1.98	1.99
17.00	2.00	1.99	1.91	1.46	2.00	1.90	1.88	1.47
18.00	2.00	1.87	2.00	0.24	2.00	1.99	1.80	0.22
19.00	0.86	1.94	2.00	1.53	2.00	2.00	1.93	1.53
20.00	0.31	2.00	2.00	2.00	1.99	1.99	2.00	1.99
21.00	2.98	1.95	1.99	1.85	2.00	2.00	1.94	1.90
22.00	2.00	2.00	1.95	1.93	2.00	2.00	2.00	2.00
23.00	1.99	1.99	2.00	1.99	2.00	2.00	2.00	1.94
24.00	2.00	2.00	2.00	1.98	2.00	2.00	1.97	2.00
25.00	2.00	2.00	2.00	1.95	2.00	1.99	1.97	2.00
26.00	1.99	2.00	2.00	1.99	1.99	2.00	1.95	2.00
27.00	1.99	2.00	2.00	2.00	2.00	1.99	2.00	1.99
28.00	2.00	2.00	1.99	1.92	2.00	1.99	1.99	2.00
29.00	2.00	1.99	2.00	1.90	2.00	1.99	1.97	2.00
30.00	1.99	2.01	2.00	1.98	2.00	1.98	1.99	1.99
31.00	2.00	1.99	2.00	2.00	2.00	1.97	1.99	2.00
32.00	1.99	2.00	2.00	1.97	1.99	2.00	1.95	2.00
33.00	2.00	2.00	2.00	1.99	2.00	2.00	1.98	1.99
34.00	2.00	2.00	1.99	1.97	2.00	1.99	1.97	2.00
35.00	2.00	2.00	2.00	2.00	2.00	2.00	1.99	1.99
36.00	2.00	2.00	2.00	1.97	2.00	1.99	1.98	2.00
37.00	2.00	1.99	2.00	1.97	2.00	2.00	1.98	2.00
38.00	1.99	2.00	2.00	1.99	1.99	2.00	1.99	2.00
39.00	2.00	2.00	1.99	1.95	2.00	2.00	1.98	2.00
