Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.320s)
CreateVariables () DONE !!!
Creating 15 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14
2.00	0.00	0.00	0.00	0.71	0.00	0.00	0.00	1.99	1.04	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	1.54	0.00	0.00	0.00	2.00	1.80	0.00	1.19	0.14	0.00	0.00	0.00
4.00	0.18	0.00	0.71	0.67	0.00	0.00	0.53	2.00	0.80	0.00	0.37	0.11	0.00	0.00	0.42
5.00	0.64	1.15	0.86	0.95	0.00	0.00	0.75	2.00	1.01	0.00	0.31	0.00	0.00	0.00	0.35
6.00	0.12	1.28	0.16	0.92	0.00	0.00	1.61	2.00	1.21	0.00	0.42	0.00	0.00	0.00	0.19
7.00	0.00	1.72	1.74	0.29	0.00	0.00	1.97	2.00	0.49	0.00	0.00	0.00	0.00	0.00	0.00
8.00	0.00	0.62	0.85	0.35	0.00	0.00	1.13	1.99	0.45	0.27	0.25	0.00	0.00	0.00	0.75
9.00	0.46	1.06	1.55	0.00	0.00	0.00	0.54	2.00	0.73	0.28	0.47	0.00	0.00	0.00	0.65
10.00	0.38	1.97	0.60	1.17	0.00	0.00	0.54	2.00	1.51	1.68	0.28	0.00	0.00	0.00	1.00
11.00	0.00	1.91	1.59	1.85	0.00	0.00	1.72	2.00	1.83	0.02	1.73	0.00	0.00	0.00	0.31
12.00	0.00	1.48	1.63	0.66	0.00	0.00	0.86	2.00	1.53	0.38	1.45	0.00	0.00	0.00	0.29
13.00	0.00	1.87	0.60	0.00	0.00	0.00	1.04	2.00	1.19	1.01	1.08	0.00	0.00	0.00	0.00
14.00	0.00	0.78	0.66	1.63	0.00	0.00	0.53	1.99	1.13	0.25	0.06	0.00	0.00	0.00	0.81
15.00	0.00	1.35	1.84	1.94	0.00	0.00	1.94	2.00	1.86	0.00	0.31	0.00	0.00	0.00	0.80
16.00	0.18	1.77	1.83	0.21	0.00	0.00	1.27	2.00	1.26	0.60	0.14	0.00	0.00	0.00	1.33
17.00	0.00	0.91	1.71	0.29	0.00	0.00	1.22	2.00	1.57	1.02	0.75	0.00	0.00	0.00	0.08
18.00	0.00	1.40	1.86	0.22	0.00	0.00	0.66	2.00	0.41	0.00	1.41	0.00	0.00	0.00	0.00
19.00	0.00	1.14	1.45	0.79	0.00	0.00	0.29	2.00	0.62	0.31	0.11	0.00	0.00	0.00	0.31
20.00	0.00	1.73	1.18	0.62	0.00	0.00	2.58	1.99	0.66	0.19	1.72	0.00	0.00	0.00	0.00
21.00	0.00	1.78	1.34	1.87	0.00	0.00	1.61	2.00	1.83	1.73	0.12	0.00	0.00	0.00	0.15
22.00	0.00	1.94	1.72	0.68	0.00	0.00	2.00	2.00	1.21	1.58	0.00	0.00	0.00	0.00	0.00
23.00	0.00	1.80	2.00	0.28	0.00	0.00	2.00	2.00	0.58	0.81	0.24	0.00	0.00	0.00	0.75
24.00	0.00	1.28	1.22	0.39	0.00	0.00	1.24	2.00	0.75	0.67	0.87	0.00	0.00	0.00	0.88
25.00	0.00	1.08	0.14	0.18	0.00	0.00	1.08	2.00	0.20	0.00	1.48	0.00	0.00	0.00	0.93
26.00	0.00	0.60	2.27	0.60	0.00	0.00	0.84	1.99	1.01	1.63	1.07	0.00	0.00	0.00	1.25
27.00	0.00	1.13	1.07	0.28	0.00	0.00	0.93	2.00	1.78	0.26	0.00	0.00	0.00	0.00	0.19
28.00	0.31	0.88	1.38	0.00	0.00	0.00	1.42	2.00	1.02	1.33	0.61	0.00	0.00	0.00	1.01
29.00	0.00	0.00	1.60	0.00	0.00	0.00	1.38	2.00	0.87	0.60	0.39	0.00	0.00	0.00	0.31
30.00	0.00	0.77	1.42	1.67	0.00	0.00	1.59	2.00	1.99	1.53	0.15	0.00	0.00	0.00	0.02
31.00	0.00	1.84	1.83	2.23	0.00	0.00	1.70	2.00	1.99	1.39	0.85	0.00	0.00	0.00	0.61
32.00	0.00	1.71	1.38	1.27	0.00	0.00	1.53	1.99	1.38	0.51	0.00	0.00	0.00	0.00	0.12
33.00	0.00	1.91	1.61	0.93	0.00	0.00	1.70	2.00	1.59	0.66	1.10	0.00	0.00	0.00	0.07
34.00	0.00	1.18	1.05	1.28	0.00	0.00	0.71	2.00	1.34	0.13	0.42	0.00	0.00	0.00	0.81
35.00	0.00	0.25	0.92	0.82	0.00	0.00	0.38	2.00	0.87	0.09	0.00	0.00	0.00	0.00	0.31
36.00	0.00	0.95	0.85	0.02	0.00	0.00	1.25	2.00	0.34	1.08	1.26	0.00	0.00	0.00	0.32
37.00	0.00	1.06	1.45	0.57	0.00	0.00	1.18	2.00	0.75	0.60	0.04	0.00	0.00	0.00	1.05
38.00	0.00	0.86	0.66	0.74	0.00	0.00	1.01	1.99	0.79	1.08	1.86	0.00	0.00	0.00	0.00
39.00	0.00	1.48	0.82	0.14	0.00	0.00	0.61	2.00	0.42	1.25	0.42	0.00	0.00	0.00	0.00
40.00	0.00	1.67	1.86	0.06	0.00	0.00	0.99	2.00	0.14	1.27	1.46	0.00	0.00	0.00	0.14
41.00	0.00	1.87	1.41	0.54	0.00	0.00	0.69	2.00	2.03	1.88	1.59	0.00	0.00	0.00	0.02
42.00	0.00	1.78	0.68	0.92	0.00	0.00	0.93	2.00	1.45	0.75	1.71	0.00	0.00	0.00	1.33
43.00	0.00	1.67	0.86	0.71	0.00	0.00	1.71	2.00	0.37	0.92	1.73	0.00	0.00	0.00	0.61
44.00	0.00	1.54	1.45	0.00	0.00	0.00	1.45	1.99	1.72	0.65	1.73	0.00	0.00	0.00	0.74
45.00	0.00	1.35	0.78	0.62	0.00	0.00	1.33	2.00	1.05	0.07	0.97	0.00	0.00	0.00	0.61
46.00	0.00	0.48	0.86	0.29	0.00	0.00	0.35	2.00	0.54	1.32	0.22	0.00	0.00	0.00	0.00
47.00	0.00	2.10	0.24	1.18	0.00	0.00	1.59	2.00	1.90	1.05	0.00	0.00	0.00	0.00	0.00
48.00	0.79	1.50	0.92	0.14	0.00	0.00	2.01	2.00	0.16	0.82	0.51	0.00	0.00	0.00	0.00
49.00	0.52	0.77	0.84	0.47	0.00	0.00	0.28	2.00	1.18	0.26	0.39	0.00	0.00	0.00	0.92
50.00	0.00	1.39	1.26	0.80	0.00	0.00	1.93	2.00	1.30	0.00	2.54	0.00	0.01	0.00	0.31
51.00	0.00	1.79	1.97	0.00	0.00	0.00	1.80	1.99	1.63	0.00	0.31	0.00	0.00	0.00	0.00
52.00	0.00	0.81	1.86	0.55	0.00	0.00	0.84	2.00	1.60	0.31	1.00	0.00	0.00	0.00	0.00
53.00	0.00	0.31	0.84	0.00	0.00	0.00	0.31	2.00	0.31	0.00	0.00	0.00	0.00	0.00	0.00
54.00	0.00	2.10	1.37	0.79	0.00	0.00	2.70	2.00	2.10	0.00	0.80	0.00	0.00	0.00	0.00
55.00	0.00	1.58	1.50	1.71	0.00	0.00	1.75	2.00	1.85	0.19	0.28	0.00	0.00	0.00	1.05
56.00	0.00	1.84	0.69	0.00	0.00	0.00	0.75	2.00	1.30	0.47	0.75	0.00	0.00	0.00	0.72
