Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.386s)
CreateVariables () DONE !!!
Creating 21 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20
2.00	0.00	0.00	0.27	0.41	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.06	0.00	0.00
3.00	0.00	0.00	0.69	0.24	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.26	0.00	0.08
4.00	0.00	0.00	0.26	1.25	0.00	0.00	0.02	0.00	0.00	0.00	2.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.73	0.00	0.01
5.00	0.00	0.00	0.34	0.00	0.00	0.00	0.00	0.00	0.00	1.20	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00
6.00	0.00	0.00	1.01	1.45	0.00	0.00	0.00	0.00	0.00	1.02	2.00	0.00	0.00	0.62	0.00	0.00	0.00	0.00	0.65	0.00	0.00
7.00	0.00	0.31	0.75	1.75	0.00	0.00	0.00	0.00	0.00	1.30	2.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.28	0.00	0.53
8.00	0.00	0.00	0.79	0.53	0.00	0.00	0.00	0.00	0.00	0.69	1.99	0.00	0.00	0.44	0.00	0.00	0.32	0.00	0.27	0.00	0.28
9.00	0.00	0.00	0.16	0.18	0.00	0.00	0.00	0.00	0.00	0.47	2.00	0.00	0.00	0.27	0.00	0.00	0.18	0.00	1.60	0.00	0.77
10.00	0.00	0.22	1.10	1.74	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.02	0.00	0.39	0.00	0.00	0.00	0.00	0.65	0.00	0.41
11.00	0.00	0.61	1.21	0.60	0.00	0.00	0.00	0.00	0.00	2.28	2.00	0.00	0.00	0.64	0.00	0.00	1.50	0.00	1.73	0.00	0.00
12.00	0.00	0.00	0.51	2.06	0.00	0.00	0.00	0.00	0.00	0.33	2.00	0.00	0.00	0.72	0.00	0.00	0.00	0.00	1.77	0.00	1.25
13.00	0.00	0.59	1.05	0.81	0.00	0.00	0.00	0.00	0.00	2.24	2.00	0.00	0.00	0.21	0.00	0.00	0.72	0.00	1.55	0.00	0.14
14.00	0.00	0.61	0.34	1.17	0.00	0.00	0.00	0.00	0.00	1.22	1.99	0.00	0.00	0.31	0.00	0.00	1.21	0.00	1.01	0.00	0.39
15.00	0.00	0.04	0.40	1.42	0.00	0.00	0.00	0.00	0.00	1.33	2.00	0.00	0.00	0.66	0.00	0.00	0.47	0.00	1.51	0.00	0.00
16.00	0.00	0.00	0.53	0.98	0.00	0.00	0.00	0.00	0.00	1.24	2.00	0.00	0.00	0.22	0.00	0.00	0.00	0.00	1.26	0.00	0.00
17.00	0.00	0.00	0.58	1.44	0.00	0.00	0.00	0.00	0.00	1.46	2.00	0.00	0.00	0.00	0.00	0.00	0.64	0.00	1.57	0.00	0.00
18.00	0.00	0.00	0.00	0.52	0.00	0.00	0.00	0.00	0.00	0.60	2.00	0.00	0.00	0.48	0.00	0.00	0.08	0.00	0.00	0.00	0.71
19.00	0.00	1.13	1.10	1.26	0.00	0.00	0.00	0.00	0.00	0.52	2.00	0.00	0.00	0.88	0.00	0.00	0.00	0.00	2.00	0.02	0.44
20.00	0.00	0.00	0.61	0.00	0.00	0.00	0.00	0.00	0.00	0.48	1.99	0.00	0.00	0.55	0.00	0.00	1.66	0.00	0.13	0.01	0.58
21.00	0.00	0.00	0.33	2.30	0.00	0.00	0.00	0.00	0.00	1.13	2.00	0.00	0.00	0.40	0.00	0.00	0.24	0.00	0.45	0.00	0.25
22.00	0.00	0.00	0.31	1.31	0.00	0.00	0.00	0.00	0.00	0.87	2.00	0.00	0.00	0.74	0.00	0.00	0.94	0.00	0.40	0.00	0.00
23.00	0.00	0.29	2.46	1.78	0.00	0.00	0.00	0.00	0.00	2.38	2.00	0.00	0.00	0.00	0.00	0.00	1.26	0.00	0.93	0.00	0.00
24.00	0.00	0.38	0.37	1.24	0.00	0.00	0.00	0.00	0.00	0.80	2.00	0.00	0.00	0.61	0.00	0.00	0.31	0.00	1.06	0.00	0.26
