Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.448s)
CreateVariables () DONE !!!
Creating 9 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8
2.00	0.00	0.00	0.00	1.54	1.99	1.92	1.51	0.60	0.45
3.00	0.00	0.00	0.38	0.37	2.00	1.84	1.90	1.92	1.18
4.00	0.94	1.08	1.50	1.46	2.00	1.97	1.99	1.88	1.97
5.00	0.00	0.66	1.95	0.00	2.00	1.98	1.98	1.97	2.00
6.00	0.00	0.74	1.98	0.00	2.00	1.99	1.97	1.97	2.00
7.00	0.00	0.82	1.98	0.00	2.00	1.99	2.00	1.94	1.99
8.00	0.00	0.86	2.00	0.00	1.99	2.00	1.98	2.00	1.99
9.00	0.00	0.62	1.92	0.00	2.00	1.98	1.98	1.93	1.99
10.00	0.00	0.58	1.90	0.00	2.00	2.00	1.99	1.95	2.00
11.00	0.00	0.75	1.91	0.00	2.00	1.99	1.99	1.94	1.99
12.00	0.00	0.93	1.97	0.00	2.00	2.00	2.00	1.98	2.00
13.00	0.00	0.89	1.99	0.00	2.00	2.00	1.99	1.95	2.00
14.00	0.00	0.88	1.99	0.00	1.99	1.99	1.99	1.94	1.99
15.00	0.00	0.86	1.97	0.00	2.00	1.99	1.99	1.97	2.00
16.00	0.00	1.01	1.99	0.00	2.00	2.00	1.98	1.91	1.99
17.00	0.00	0.68	1.93	0.00	2.00	2.00	1.98	1.94	2.00
18.00	0.00	0.92	1.99	0.00	2.00	2.00	1.99	1.94	2.00
19.00	0.00	0.78	1.97	0.00	2.00	1.99	1.99	2.00	2.00
20.00	0.00	0.72	1.91	0.00	1.99	2.00	1.99	1.94	2.00
21.00	0.00	0.74	1.97	0.00	2.00	1.99	2.00	1.95	1.99
22.00	0.00	0.74	1.92	0.00	2.00	1.97	1.99	1.97	2.01
23.00	0.00	0.82	1.95	0.00	2.00	2.00	1.95	1.94	1.99
24.00	0.00	0.65	1.95	0.00	2.00	1.99	1.98	1.95	2.00
25.00	0.00	0.77	1.92	0.01	2.00	2.00	2.00	1.95	2.00
26.00	0.00	0.80	1.94	0.00	1.99	2.00	1.98	1.97	1.99
27.00	0.00	0.75	1.97	0.00	2.00	2.00	2.00	1.95	2.00
28.00	0.00	0.98	1.99	0.00	2.00	2.00	2.00	1.91	1.98
29.00	0.00	0.82	1.95	0.00	2.00	2.00	1.98	1.93	1.99
30.00	0.00	0.75	2.00	0.00	2.00	1.99	2.00	1.95	2.00
31.00	0.00	0.79	1.97	0.00	2.00	1.99	1.99	1.95	2.00
32.00	0.00	0.85	1.95	0.00	1.99	2.00	1.99	1.92	1.99
33.00	0.00	0.65	1.97	0.00	2.00	1.99	1.99	1.94	2.00
34.00	0.00	0.86	1.98	0.00	2.00	1.99	1.98	1.97	1.98
35.00	0.00	0.84	1.97	0.00	2.00	1.99	1.99	1.97	2.00
36.00	0.00	0.84	1.98	0.00	2.00	2.00	1.99	1.95	2.00
37.00	0.00	0.87	1.98	0.00	2.00	2.00	1.99	1.93	2.00
38.00	0.00	0.59	1.92	0.00	1.99	2.00	2.00	1.97	1.98
39.00	0.00	0.62	1.97	0.00	2.00	1.99	2.00	1.95	2.00
40.00	0.00	0.79	1.95	0.00	2.00	2.00	2.00	1.99	1.99
41.00	0.00	0.84	1.98	0.00	2.00	1.99	1.97	1.92	1.99
42.00	0.00	0.78	1.97	0.00	2.00	2.00	1.99	1.94	2.00
43.00	0.00	0.79	1.99	0.00	2.00	1.98	1.98	1.95	2.00
44.00	0.00	0.61	1.91	0.00	1.99	1.99	1.99	1.93	2.00
45.00	0.00	0.69	1.98	0.00	2.00	1.99	1.97	1.85	2.00
46.00	0.00	0.72	1.95	0.00	2.00	1.98	1.99	1.88	2.00
47.00	0.00	0.71	1.98	0.00	2.00	1.94	1.99	1.85	1.99
48.00	0.01	0.89	1.94	0.00	2.00	1.98	1.97	1.91	2.00
49.00	0.00	0.86	1.97	0.00	2.00	1.99	1.99	1.84	2.00
50.00	0.00	0.80	1.98	0.00	2.00	1.97	1.98	1.92	1.99
51.00	0.00	0.75	1.97	0.00	1.99	2.00	2.00	1.98	2.00
52.00	0.00	0.84	1.94	0.00	2.00	1.99	1.98	1.93	1.99
53.00	0.00	0.87	1.97	0.00	2.00	2.00	2.00	1.95	2.00
54.00	0.00	0.77	1.99	0.00	2.00	2.01	1.98	1.95	2.00
55.00	0.00	0.85	1.93	0.00	2.00	1.99	1.99	1.95	2.00
56.00	0.00	0.82	1.92	0.00	2.00	2.00	1.98	1.98	1.99
57.00	0.00	0.74	1.98	0.00	1.99	2.00	1.98	1.95	2.00
58.00	0.00	0.79	1.94	0.00	2.00	2.00	1.99	1.98	1.99
59.00	0.00	0.72	1.97	0.01	2.00	1.99	1.99	1.91	1.99
60.00	0.00	0.77	1.97	0.00	2.00	1.98	1.98	1.85	2.00
61.00	0.00	0.91	1.94	0.00	2.00	1.99	2.00	1.95	2.00
62.00	0.00	0.89	1.98	0.00	2.00	1.99	1.99	1.97	1.99
63.00	0.00	0.78	1.98	0.00	1.99	1.99	1.97	1.90	1.99
64.00	0.00	0.82	1.95	0.00	2.00	1.99	2.00	1.93	2.00
65.00	0.00	0.78	1.99	0.00	2.00	1.98	2.00	1.90	2.00
66.00	0.00	0.73	1.99	0.00	2.00	1.98	1.99	1.97	2.00
67.00	0.00	0.82	1.97	0.00	2.00	1.99	1.99	1.95	2.00
68.00	0.00	0.75	1.92	0.00	2.00	2.00	2.00	1.95	2.00
69.00	0.00	0.73	1.99	0.00	1.99	2.00	2.00	1.98	2.00
70.00	0.00	0.69	1.99	0.01	2.00	2.00	2.00	1.92	1.99
71.00	0.00	0.61	1.95	0.01	2.00	1.99	1.98	1.93	2.00
72.00	0.00	0.74	1.97	0.00	2.00	2.01	1.98	1.97	2.00
73.00	0.00	0.80	1.95	0.00	2.00	1.99	1.98	1.91	2.00
74.00	0.00	0.75	1.98	0.00	2.00	2.00	1.95	1.98	1.99
75.00	0.00	0.82	1.95	0.00	1.99	1.99	1.97	1.98	2.00
76.00	0.00	0.82	1.99	0.00	2.00	2.00	1.99	1.97	2.00
77.00	0.00	0.74	1.94	0.00	2.00	2.00	2.00	1.95	1.97
78.00	0.00	0.82	1.97	0.01	2.00	1.99	1.98	1.97	2.00
79.00	0.00	0.71	1.90	0.00	2.00	2.00	2.01	1.93	2.00
80.00	0.00	0.77	1.97	0.00	2.00	1.97	1.98	1.98	2.00
81.00	0.00	0.82	1.97	0.00	1.99	2.00	1.99	1.95	2.00
82.00	0.00	0.99	1.97	0.00	2.00	1.99	1.99	1.99	2.00
83.00	0.00	0.74	1.97	0.00	2.00	2.00	2.00	1.97	1.95
84.00	0.00	0.91	1.93	0.00	2.00	1.98	1.95	1.95	2.00
85.00	0.00	0.75	1.93	0.00	2.00	2.01	1.99	1.98	2.00
86.00	0.00	0.66	1.98	0.01	2.00	1.98	1.99	1.95	2.00
87.00	0.00	0.67	1.98	0.00	1.99	1.98	1.97	1.95	2.00
88.00	0.00	0.91	1.94	0.00	2.00	1.99	1.99	1.98	2.00
89.00	0.00	0.80	1.97	0.00	2.00	2.00	1.99	1.94	1.99
90.00	0.00	0.89	1.97	0.00	2.00	2.00	1.99	2.00	2.00
91.00	0.00	0.77	1.97	0.00	2.00	2.00	1.99	1.95	2.00
92.00	0.00	0.65	1.97	0.02	2.00	1.98	1.99	1.93	2.00
93.00	0.00	0.71	1.95	0.00	1.99	2.00	2.00	1.94	2.00
94.00	0.00	0.81	1.99	0.00	2.00	2.00	1.95	1.93	1.99
95.00	0.00	0.81	1.97	0.00	2.00	1.98	1.98	1.88	1.99
96.00	0.00	0.81	1.93	0.00	2.00	1.99	1.98	1.93	1.99
97.00	0.00	0.81	1.97	0.00	2.00	1.98	1.97	1.90	2.00
98.00	0.00	0.71	1.98	0.00	2.00	2.00	2.00	1.95	2.00
99.00	0.00	0.69	1.94	0.00	2.00	1.99	1.98	1.94	2.00
100.00	0.00	0.81	1.97	0.00	1.99	1.95	1.99	1.87	2.00
101.00	0.00	0.74	1.95	0.00	2.00	1.97	1.99	1.86	2.00
102.00	1.30	1.64	1.95	1.98	2.00	1.67	1.65	1.61	1.67
103.00	1.06	1.85	1.97	1.04	2.00	1.81	0.00	0.02	0.25
104.00	0.55	1.14	1.83	0.59	2.00	0.55	0.00	0.00	0.00
105.00	0.68	1.77	1.98	0.67	2.00	1.52	0.78	1.88	1.12
106.00	0.86	1.22	1.94	0.86	1.99	2.00	2.00	1.86	1.99
107.00	0.00	0.85	1.97	0.00	2.00	1.99	1.99	1.90	1.99
108.00	0.00	0.84	1.99	0.00	2.00	1.99	1.98	1.88	2.00
109.00	0.00	0.93	1.94	0.00	2.00	1.99	1.98	1.94	2.00
110.00	0.00	0.92	1.94	0.00	2.00	2.00	1.99	2.00	2.00
111.00	0.00	0.82	1.94	0.00	2.00	2.00	1.99	1.97	2.00
112.00	0.00	0.68	2.00	0.00	1.99	2.00	2.00	1.97	2.00
113.00	0.00	0.75	1.95	0.00	2.00	1.98	2.00	1.92	1.98
114.00	0.00	0.85	1.99	0.00	2.00	1.98	1.99	1.88	1.99
115.00	0.00	0.75	1.95	0.00	2.00	1.98	1.99	1.85	2.00
116.00	0.00	0.92	1.99	0.00	2.00	1.99	1.95	1.94	1.99
117.00	0.00	0.80	1.90	0.00	2.00	1.97	1.97	1.90	2.00
118.00	0.00	0.74	1.94	0.00	1.99	1.99	1.99	1.97	2.00
119.00	0.00	0.65	1.94	0.00	2.00	1.99	1.99	1.94	2.00
120.00	0.00	0.91	1.99	0.00	2.00	2.00	1.95	1.88	1.99
121.00	0.00	0.80	1.93	0.00	2.00	2.00	2.01	1.88	1.99
122.00	0.00	0.71	1.97	0.01	2.00	1.99	1.98	1.93	2.00
123.00	0.00	0.81	1.92	0.01	2.00	1.99	2.00	1.98	2.00
124.00	0.00	0.81	1.92	0.00	1.99	2.00	2.00	1.94	2.00
125.00	0.00	0.93	1.98	0.00	2.00	2.00	1.98	1.99	1.99
126.00	0.00	0.80	1.97	0.01	2.00	2.00	1.99	1.94	2.00
127.00	0.00	0.81	1.97	0.00	2.00	1.99	1.97	1.95	2.00
128.00	0.00	0.87	1.95	0.00	2.00	2.00	1.99	1.94	1.99
129.00	0.00	0.69	1.94	0.00	2.00	2.01	1.99	1.97	2.00
130.00	0.00	0.92	1.93	0.00	1.99	1.99	2.00	1.94	2.00
131.00	0.00	0.82	1.99	0.00	2.00	2.00	1.98	1.90	2.00
132.00	0.00	0.67	1.94	0.00	2.00	1.97	1.97	1.90	1.99
133.00	0.00	0.54	1.95	0.00	2.00	2.01	1.99	1.93	2.00
134.00	0.00	0.66	1.92	0.00	2.00	1.99	1.99	1.97	2.00
135.00	0.00	0.78	1.98	0.00	2.00	2.00	2.00	1.98	2.00
136.00	0.00	0.79	1.91	0.00	1.99	1.98	1.99	1.97	2.00
137.00	0.00	0.87	1.99	0.00	2.00	2.00	1.99	1.95	2.00
138.00	0.00	0.78	1.91	0.00	2.00	2.00	1.99	1.97	1.99
139.00	0.00	0.82	1.97	0.00	2.00	2.00	1.97	1.93	2.00
140.00	0.00	0.77	1.95	0.00	2.00	1.97	1.98	1.92	1.99
141.00	0.00	0.87	1.97	0.00	2.00	1.99	1.99	1.90	2.00
142.00	0.00	0.78	1.98	0.00	2.00	2.00	2.00	1.97	2.00
143.00	0.00	0.79	1.95	0.00	1.99	2.00	1.99	1.97	2.00
