Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (3.550s)
CreateVariables () DONE !!!
Creating 16 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
2.00	0.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.07	0.00	0.80	0.00	0.00	0.00	0.64
3.00	1.01	0.42	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.80	0.00	0.00	0.00	0.00	0.66	0.00
4.00	0.24	0.15	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.71	0.00	0.32	0.04	0.32	0.27	0.38
5.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	2.00	0.26	0.00	0.00	0.00	0.48	0.00	0.00
6.00	0.87	0.88	0.00	0.00	2.10	0.00	0.00	0.00	2.00	2.59	0.12	0.00	0.88	2.08	0.55	0.04
7.00	0.68	1.21	0.00	0.00	1.86	0.00	0.00	0.02	2.00	1.50	1.26	0.28	1.99	1.72	1.54	0.61
8.00	0.73	0.11	0.00	0.00	1.60	0.00	0.00	0.00	1.99	2.11	0.73	0.31	1.34	1.64	1.27	0.11
9.00	0.05	0.26	0.00	0.00	1.64	0.00	0.00	0.00	2.00	1.48	0.01	0.14	1.78	1.50	0.51	0.01
10.00	0.31	0.24	0.00	0.00	1.54	0.00	0.00	0.00	2.00	1.86	0.52	0.02	2.03	1.78	0.66	0.31
11.00	1.66	1.38	0.00	0.00	1.18	0.00	0.00	0.00	2.00	1.00	0.66	0.09	0.75	1.02	1.40	0.00
12.00	0.98	0.59	0.00	0.00	1.50	0.00	0.00	0.06	2.00	1.57	1.07	0.28	1.54	1.33	0.46	0.37
13.00	0.42	0.53	0.00	0.00	0.84	0.00	0.00	0.01	2.00	1.40	0.45	0.33	1.97	1.87	1.08	0.04
14.00	0.22	0.02	0.00	0.00	1.88	0.00	0.00	0.02	1.99	1.70	0.16	0.40	1.72	0.79	0.34	0.48
15.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	2.00	1.93	0.00	0.28	2.00	1.91	1.40	0.40
16.00	0.00	0.00	0.00	0.00	2.01	0.00	0.00	0.00	2.00	1.31	0.00	1.40	1.77	1.87	1.71	0.28
17.00	0.00	0.00	0.00	0.00	1.45	0.00	0.00	0.02	2.00	1.50	0.00	0.42	2.12	1.85	0.19	0.00
18.00	0.00	0.00	0.00	0.00	1.94	0.00	0.00	0.02	2.00	1.04	0.00	0.04	1.91	2.00	0.55	0.00
19.00	0.38	0.16	0.00	0.00	1.41	0.00	0.00	0.01	2.00	0.19	0.00	0.54	1.34	0.85	0.40	0.00
20.00	0.45	0.00	0.00	0.00	1.83	0.00	0.00	0.00	1.99	1.66	0.00	0.02	1.65	0.52	0.08	0.64
21.00	0.92	0.00	0.00	0.02	1.99	0.00	0.00	0.00	2.00	1.58	0.24	1.02	1.99	1.66	0.11	0.34
22.00	0.78	0.82	0.00	0.00	2.00	0.00	0.00	0.00	2.00	1.97	0.00	0.06	1.85	1.85	0.00	0.05
23.00	0.00	0.00	0.00	0.00	1.67	0.00	0.00	0.01	2.00	1.59	0.00	0.40	1.75	1.02	1.06	0.35
24.00	0.75	0.47	0.00	0.02	1.88	0.00	0.00	0.00	2.00	0.54	0.00	0.77	0.44	1.39	0.71	0.06
25.00	0.21	0.00	0.00	0.00	0.79	0.00	0.00	0.00	2.00	0.65	0.00	0.00	3.09	0.77	0.60	0.00
26.00	0.00	0.00	0.00	0.00	1.31	0.00	0.00	0.00	1.99	1.20	0.15	0.00	1.98	1.73	1.64	0.33
27.00	0.25	0.31	0.00	0.00	2.06	0.00	0.00	0.12	2.00	2.28	0.04	0.99	1.64	1.95	0.34	0.00
28.00	0.00	0.00	0.00	0.00	2.03	0.00	0.00	0.05	2.00	1.72	0.00	0.99	2.16	1.87	0.00	0.32
29.00	0.38	0.46	0.00	0.00	1.81	0.00	0.00	0.02	2.00	1.17	0.00	0.51	1.92	1.00	0.78	0.07
30.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	2.00	0.46	0.65	0.02	1.87	1.86	0.52	0.14
31.00	0.22	0.19	0.00	0.00	2.00	0.00	0.00	0.00	2.00	3.20	0.00	0.22	1.86	1.86	1.59	0.00
32.00	0.65	0.55	0.00	0.00	0.95	0.00	0.00	0.00	1.99	1.44	0.00	0.01	1.38	0.75	0.66	0.04
33.00	0.53	0.62	0.00	0.00	1.84	0.00	0.00	0.00	2.00	1.88	0.61	0.00	1.32	0.46	0.45	0.12
34.00	0.25	0.24	0.00	0.00	2.01	0.00	0.00	0.00	2.00	0.89	0.00	0.07	1.15	1.52	0.22	0.00
35.00	1.52	1.11	0.00	0.00	1.98	0.00	0.00	0.00	2.00	0.93	0.00	0.00	0.98	0.93	0.47	0.26
36.00	0.48	0.49	0.00	0.00	1.06	0.00	0.00	0.04	2.00	0.69	0.00	0.14	2.48	0.67	0.55	1.20
37.00	1.35	0.51	0.00	0.00	1.10	0.00	0.00	0.00	2.00	0.88	0.00	0.00	1.68	0.89	0.00	0.00
38.00	0.48	0.48	0.00	0.00	2.25	0.00	0.00	0.00	1.99	1.60	0.00	0.95	2.04	0.00	0.91	0.01
39.00	0.09	0.12	0.00	0.00	0.88	0.00	0.00	0.00	2.00	1.37	0.00	0.06	1.37	1.58	0.00	0.31
40.00	0.25	0.25	0.00	0.00	1.46	0.00	0.00	0.00	2.00	1.39	0.00	0.00	2.00	1.22	0.79	0.14
41.00	0.24	0.00	0.00	0.00	1.34	0.00	0.00	0.00	2.00	1.42	0.00	0.14	1.75	1.11	0.00	0.61
42.00	1.30	0.78	0.00	0.00	1.99	0.00	0.00	0.06	2.00	1.20	0.00	1.24	2.01	1.80	1.27	0.80
43.00	1.06	0.67	0.00	0.00	1.98	0.00	0.00	0.00	2.00	0.93	0.00	0.62	1.00	0.32	0.79	0.07
44.00	0.00	0.00	0.00	0.00	1.57	0.00	0.00	0.00	1.99	0.37	0.00	0.38	1.65	1.74	1.38	0.86
45.00	0.92	0.00	0.00	0.00	1.51	0.00	0.00	0.01	2.00	1.24	0.04	0.06	1.81	1.65	0.85	0.00
46.00	0.68	0.00	0.00	0.00	1.91	0.00	0.00	0.00	2.00	1.92	0.00	0.53	2.03	1.87	1.66	0.05
47.00	0.04	0.00	0.00	0.00	1.73	0.00	0.00	0.00	2.00	2.06	0.00	0.33	2.01	1.61	0.39	0.47
48.00	0.32	0.27	0.00	0.00	1.47	0.00	0.00	0.02	2.00	1.72	0.00	0.98	1.95	1.91	1.60	0.97
49.00	1.22	0.00	0.00	0.00	1.84	0.00	0.00	0.00	2.00	1.87	0.61	0.57	1.71	1.32	1.05	0.31
