Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.328s)
CreateVariables () DONE !!!
Creating 24 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23
2.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	1.98	0.00	0.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	0.08	0.53	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.68	0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	0.29	0.00	0.00	0.00	1.24	1.31	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.87	0.33	0.00	0.00	0.00	0.00	0.31	0.00	0.00	0.00	0.00
5.00	0.35	0.00	0.00	0.00	0.68	0.71	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.55	0.81	0.00	0.00	0.00	0.00	0.89	0.00	0.00	0.00	0.00
6.00	0.00	0.00	0.00	0.00	0.29	0.59	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.39	0.39	0.00	0.00	0.00	0.00	0.04	0.00	0.87	0.54	0.00
7.00	0.25	0.19	0.00	0.00	1.05	0.52	0.00	0.00	0.00	0.00	0.01	0.00	2.00	1.37	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.46	0.07	0.00
8.00	0.25	0.14	0.00	0.00	1.54	1.44	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.65	0.72	0.00	0.00	0.00	0.00	1.20	0.00	1.55	0.00	0.00
9.00	0.13	0.14	0.00	0.02	0.97	1.21	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.32	0.00	0.00	0.00	0.00	0.00	1.88	0.00	1.52	0.44	0.00
10.00	0.16	0.14	0.00	0.31	0.73	0.99	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.85	0.13	0.00	0.00	0.00	0.00	0.98	0.00	0.09	0.52	0.00
11.00	0.00	0.00	0.00	0.00	1.27	0.91	0.00	0.06	0.00	0.00	0.00	0.00	2.00	0.37	0.09	0.00	0.00	0.00	0.00	0.19	0.00	0.54	0.16	0.00
