Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.330s)
CreateVariables () DONE !!!
Creating 20 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19
2.00	0.00	0.00	0.00	0.00	0.00	1.47	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.80	0.00	0.00	1.37	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.16
4.00	0.00	1.35	1.13	0.09	0.21	2.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.57	0.00	0.00	0.00	0.00	0.64
5.00	0.80	0.80	0.41	0.00	0.00	1.68	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	1.31	0.00	0.00
6.00	1.70	1.55	0.31	0.11	0.09	1.58	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.88	0.00	0.00
7.00	0.57	0.81	0.85	0.27	0.04	1.99	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.31	0.00	0.00
8.00	1.61	1.28	0.52	0.00	0.00	1.63	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00	0.00	1.92	0.00	0.00
9.00	2.04	0.27	0.11	0.00	0.00	2.03	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.61	0.00	0.00	1.30	0.00	0.71
10.00	1.85	1.74	0.99	0.00	0.00	1.92	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.02	0.00	0.00	0.73	0.00	0.05
11.00	1.47	1.64	1.65	0.00	0.00	1.48	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.15	0.00	0.00	0.66	0.00	0.15
12.00	2.00	2.00	1.88	0.00	0.00	2.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.21	0.00	0.00	1.51	0.00	0.21
13.00	1.92	1.95	1.81	0.00	0.00	1.93	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.18	0.00	0.00	1.84	0.00	0.18
14.00	1.99	2.00	1.94	0.00	0.00	2.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.80	0.00	0.00	1.01	0.00	0.74
15.00	1.14	1.12	0.41	0.00	0.00	1.15	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.54	0.00	0.00	1.80	0.00	0.60
16.00	1.97	1.95	0.28	0.00	0.00	1.97	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.48	0.00	0.00	1.52	0.00	0.49
17.00	0.87	0.80	0.00	0.00	0.00	0.88	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
18.00	2.01	0.22	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.92	0.00	0.00
19.00	0.15	2.46	0.81	0.00	0.00	2.03	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.31	0.00	0.00
20.00	0.61	1.67	1.77	0.00	0.00	1.55	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00	0.00	0.22	0.00	0.00
21.00	1.17	1.13	0.49	0.00	0.00	1.57	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	1.22	0.00	0.00
22.00	1.38	0.22	0.00	0.00	0.00	1.38	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.19	0.00	0.00	0.85	0.00	0.20
23.00	2.21	2.51	1.48	0.00	0.00	2.28	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.47	0.00	0.00	0.65	0.00	0.33
24.00	1.99	2.01	1.18	0.00	0.00	2.01	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	1.35	0.00	0.00
25.00	1.61	1.46	1.88	0.00	0.00	1.97	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.22	0.00	0.00	0.19	0.00	0.20
26.00	1.15	0.68	0.04	0.28	0.28	1.15	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.09	0.00	0.00	0.68	0.00	0.11
27.00	1.67	1.37	0.15	0.00	0.00	1.66	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.27	0.00	0.00	0.91	0.00	0.31
28.00	0.78	1.52	0.78	0.00	0.00	0.85	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.26	0.00	0.00
29.00	1.88	1.80	0.28	0.00	0.00	1.90	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.13	0.00	0.00	0.29	0.00	0.16
30.00	2.04	0.66	1.67	0.00	0.00	2.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.60	0.00	0.00	0.49	0.00	0.58
31.00	0.55	0.32	0.00	0.00	0.00	0.55	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.13	0.00	0.00	2.04	0.00	0.14
32.00	0.41	0.72	0.87	0.00	0.00	0.48	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.51	0.00	0.00	1.47	0.00	0.52
33.00	1.14	0.41	0.25	0.00	0.00	1.15	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.18	0.00	0.00	0.94	0.00	0.13
34.00	2.04	0.91	1.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.40	0.00	0.00	1.74	0.00	0.52
35.00	1.83	1.18	0.39	0.00	0.00	1.85	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	1.92	0.00	0.00
36.00	1.92	1.57	0.00	0.66	0.68	1.93	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.31	0.00	0.00	1.80	0.00	0.22
37.00	1.42	0.49	0.58	0.07	0.07	1.35	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.52	0.00	0.00	0.82	0.00	0.52
38.00	1.72	2.33	0.58	0.49	0.48	1.77	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	1.17	0.00	0.00	1.50	0.00	1.20
