Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.608s)
CreateVariables () DONE !!!
Creating 26 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24	ap-25
2.00	4.99	4.99	4.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.19	0.00	0.00	0.00	0.12
3.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.63	0.00	0.00	0.00	0.52
4.00	4.99	4.99	4.99	0.00	0.00	0.00	0.00	0.00	0.00	2.78	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.47	0.00	0.00	0.48	0.91
5.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	3.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.50	0.00	0.00	0.00	1.75
6.00	4.99	4.99	4.99	0.00	0.00	0.00	0.00	0.00	0.00	1.98	0.00	0.00	0.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.91	0.00	0.00	0.00	2.46
7.00	5.00	5.00	5.00	1.19	0.00	0.00	0.00	0.00	0.00	1.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.05
8.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.37	0.00	0.00	2.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.89	0.00	0.00	0.53	4.12
9.00	4.99	4.99	4.99	0.00	0.00	0.00	0.00	0.00	0.00	2.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.99	0.00	0.00	0.00	4.99
10.00	5.00	5.00	5.00	0.02	0.00	0.00	0.00	0.00	0.00	3.34	0.00	0.00	0.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.86	0.00	0.00	0.00	1.99
11.00	4.99	4.99	4.99	0.00	0.00	0.00	0.00	0.00	0.00	1.55	0.00	0.00	1.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.55	0.00	0.00	0.05	1.39
12.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	4.89	0.00	0.00	0.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.44	0.00	0.00	0.00	3.39
13.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	2.45	0.00	0.00	1.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.16
14.00	4.99	4.99	4.99	0.00	0.00	0.00	0.00	0.00	0.00	2.66	0.00	0.00	4.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.75	0.00	0.00	0.00	4.27
15.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	4.76	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.11	0.00	0.00	0.00	3.44
16.00	4.99	4.99	4.99	1.44	0.00	0.00	0.00	0.00	0.00	0.53	0.37	0.00	1.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.47	0.00	0.00	0.77	0.27
17.00	5.00	5.00	5.00	1.57	0.00	0.00	0.00	0.00	0.00	0.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.32	1.68
18.00	5.00	5.00	5.00	0.06	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.26	0.00	0.00	0.06	0.99
19.00	4.99	4.99	4.99	0.00	0.00	0.00	0.00	0.00	0.00	0.35	0.00	0.00	4.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.81	0.00	0.00	0.00	2.81
20.00	5.00	5.00	5.00	0.75	0.00	0.00	0.00	0.00	0.00	0.99	0.62	0.00	1.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.64
21.00	4.99	4.99	4.99	2.31	0.00	0.00	0.00	0.00	0.00	0.92	0.00	0.00	0.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.50	0.00	0.00	2.56	0.51
22.00	5.00	5.00	5.00	4.62	0.00	0.00	0.00	0.00	0.00	6.06	0.00	0.00	0.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	1.44
23.00	5.00	5.00	5.00	0.07	0.00	0.00	0.00	0.00	0.00	1.37	0.00	0.04	0.09	0.00	0.40	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.19	3.33
24.00	4.99	4.99	4.99	0.80	0.00	0.00	0.00	0.00	0.00	2.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.74	0.00	0.00	0.00	1.95
25.00	5.00	5.00	5.00	1.80	0.00	0.00	0.00	0.00	0.00	1.61	0.00	0.00	0.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.88	0.00	0.00	0.00	3.37
26.00	4.99	4.99	4.99	2.24	0.00	0.00	0.00	0.00	0.00	0.37	0.00	0.00	0.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.74	0.00	0.00	0.01	3.58
27.00	5.00	5.00	5.00	0.38	0.00	0.00	0.00	0.00	0.00	0.53	0.39	0.00	0.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.99	0.00	0.00	0.00	0.73
28.00	4.99	4.99	4.99	0.00	0.00	0.00	0.00	0.00	0.00	3.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.68	0.00	0.00	0.02	1.73
29.00	5.00	5.00	5.00	0.79	0.00	0.00	0.00	0.00	0.00	1.70	0.00	0.00	1.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.54	0.00	0.00	0.00	1.30
30.00	5.00	5.00	5.00	0.20	0.00	0.00	0.00	0.00	0.00	2.41	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.51	0.00	0.00	0.26	0.49
31.00	4.99	4.99	4.99	0.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.98	0.00	0.00	0.00	5.00
32.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	4.42	0.00	0.00	1.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.18	0.01	0.00	0.60	4.27
33.00	4.99	4.99	4.99	0.00	0.00	0.00	0.00	0.00	0.00	4.27	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.04	0.00	0.00	0.00	4.23
34.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	1.67	0.00	0.00	0.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	1.67
35.00	5.00	5.00	5.00	3.16	0.00	0.00	0.00	0.00	0.00	2.34	0.00	0.00	1.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.67	0.00	0.00	0.49	0.00
36.00	4.99	4.99	4.99	1.02	0.00	0.00	0.00	0.00	0.00	2.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.99	0.00	0.00	0.00	0.84
37.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	1.47	0.00	0.00	1.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.14	0.01	0.00	0.52	4.44
38.00	4.99	4.99	4.99	0.00	0.00	0.00	0.00	0.00	0.00	1.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.19	0.00	0.00	0.00	2.38
39.00	5.00	5.00	5.00	1.86	0.00	0.00	0.00	0.00	0.00	2.52	0.11	0.00	0.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.39	0.04	0.00	0.09	3.60
40.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.40	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.00	0.00	1.80
41.00	4.99	4.99	4.99	0.00	0.00	0.00	0.00	0.00	0.00	0.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.83
42.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	2.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.43
43.00	4.99	4.99	4.99	0.00	0.00	0.00	0.00	0.00	0.00	0.33	0.00	0.00	0.00	0.00	0.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	4.58
44.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	1.52	0.00	0.00	0.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.47	0.80	0.00	0.71	3.92
45.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	3.32	0.00	0.00	1.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.68
46.00	4.99	4.99	4.99	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.15	0.00	1.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	3.85
47.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	1.77	0.13	0.00	3.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	1.01
48.00	4.99	4.99	4.99	0.00	0.00	0.00	0.00	0.00	0.00	0.99	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.58	0.00	0.00	0.00	3.27
49.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.74	0.00	0.00	0.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.40	0.00	0.40	3.64
50.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	2.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.53
51.00	4.99	4.99	4.99	0.00	0.00	0.00	0.00	0.00	0.00	5.56	0.00	0.00	0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00
52.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.87	0.00	0.00	0.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.67
53.00	4.99	4.99	4.99	0.12	0.00	0.00	0.00	0.00	0.00	0.59	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.49	0.00	0.00	0.02	2.57
54.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.51	0.87	0.00	1.93	0.00	0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.58	0.04	0.00	0.05	2.57
55.00	4.99	4.99	4.99	0.00	0.00	0.00	0.00	0.00	0.00	1.10	0.00	0.00	2.01	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.49	0.00	0.00	0.00	4.05
56.00	5.00	5.00	5.00	1.99	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	1.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.28
57.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.99
58.00	4.99	4.99	4.99	0.00	0.00	0.00	0.00	0.00	0.00	3.65	0.00	0.00	2.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.41
59.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	3.85	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.01
60.00	4.99	4.99	4.99	0.00	0.00	0.00	0.00	0.00	0.00	4.98	0.00	0.00	1.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.35	0.00	0.00	0.11	4.77
61.00	5.00	5.00	5.00	0.49	0.00	0.00	0.00	0.00	0.00	2.99	0.00	0.00	1.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.12	0.00	0.00	0.16	3.80
62.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	4.53	0.00	0.00	1.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.32	0.05	0.00	0.07	3.49
63.00	4.99	4.99	4.99	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.04	1.79
64.00	5.00	5.00	5.00	1.11	0.00	0.00	0.00	0.00	0.00	0.28	0.00	0.00	1.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.38	0.00	0.00	0.09	3.76
65.00	4.99	4.99	4.99	0.00	0.00	0.00	0.00	0.00	0.00	2.31	0.00	0.00	1.34	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	3.46	0.00	0.00	0.00	3.43
66.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	3.04	0.62	0.00	1.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.99	0.00	0.00	0.00	0.99
67.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.45	0.01	0.00	0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
68.00	4.99	4.99	4.99	0.00	0.00	0.00	0.00	0.00	0.00	3.63	0.08	0.00	1.37	0.00	0.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.23
69.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	4.93	0.00	0.00	2.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.05
70.00	4.99	4.99	4.99	0.00	0.00	0.00	0.00	0.00	0.00	4.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.25	0.00	0.00	0.00	0.49
71.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	1.24	0.08	0.49	1.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.68	0.00	0.00	0.00	2.51
72.00	5.00	5.00	5.00	1.19	0.00	0.00	0.00	0.00	0.00	0.15	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.19	0.00	0.00	0.00	1.46
73.00	4.99	4.99	4.99	0.00	0.00	0.00	0.00	0.00	0.00	3.32	0.00	0.08	0.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.99	0.00	0.00	0.00	0.00
74.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	4.55	0.00	0.00	0.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.58	0.00	0.00	0.00	1.73
75.00	4.99	4.99	4.99	0.00	0.00	0.00	0.00	0.00	0.00	3.36	0.00	0.00	0.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.19	3.69
76.00	5.00	5.00	5.00	0.09	0.00	0.00	0.00	0.00	0.00	2.16	0.00	0.00	1.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.57
77.00	5.00	4.99	5.00	0.00	0.00	0.00	0.00	0.00	0.00	4.85	0.00	0.00	2.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.73
78.00	4.99	5.00	4.99	0.00	0.00	0.00	0.00	0.00	0.00	4.72	0.00	0.00	1.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.64	0.00	0.00	0.00	4.59
79.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	1.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	4.76
80.00	4.99	4.99	4.99	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.02	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.96	0.00	0.00	0.00	0.97
81.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	2.39	0.00	0.00	0.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.99	0.00	0.00	0.00	0.49
