Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.608s)
CreateVariables () DONE !!!
Creating 26 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24	ap-25
2.00	4.99	4.97	4.98	0.00	0.00	0.00	0.00	0.09	0.00	0.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.18	0.00	0.00	0.77	0.00	0.00	0.00	0.00
3.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	1.66	0.00	1.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.18	0.00	0.00	0.00	0.00
4.00	4.99	4.99	4.99	0.00	0.00	0.00	0.00	0.00	0.00	0.21	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.57	0.00	0.00	0.00	0.00
5.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	0.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	1.64
6.00	4.99	4.99	4.99	0.47	0.00	0.00	0.00	1.38	0.00	0.04	0.00	0.16	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	3.46	0.00	0.00	0.00	2.98
7.00	5.00	5.00	5.00	1.38	0.00	0.00	0.00	0.59	0.00	0.91	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.02	0.00	0.00	1.15	0.00	0.00	0.00	1.17
8.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.54
9.00	4.99	4.99	4.99	0.00	0.00	0.00	0.00	3.24	0.00	0.00	0.00	1.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.49	0.00	0.00	0.00	0.94
10.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	0.69	0.00	0.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.19	0.00	0.00	4.42	0.00	0.27	0.00	3.19
11.00	4.99	4.99	4.99	3.29	0.00	0.00	0.00	4.89	0.00	0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	5.00	0.00	0.00	0.00	4.99
12.00	5.00	5.00	5.00	0.68	0.00	0.00	0.00	5.00	0.00	1.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.49	0.00	0.00	4.73	0.00	0.04	0.00	4.27
13.00	5.00	5.00	5.00	0.79	0.00	0.00	0.00	2.01	0.00	0.00	0.00	1.83	0.00	0.00	0.00	1.45	0.00	0.00	0.00	0.00	0.00	0.85	0.00	0.00	0.00	3.25
14.00	4.99	4.99	4.99	0.01	0.00	0.00	0.00	3.76	0.00	0.31	0.00	4.47	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.87
15.00	5.00	5.00	5.00	0.66	0.00	0.00	0.00	1.86	0.00	1.61	0.00	0.24	0.00	0.00	0.00	1.01	0.00	0.00	0.29	0.00	0.00	2.38	0.00	0.25	0.00	0.58
16.00	4.99	4.99	4.99	2.14	0.00	0.00	0.00	0.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.22	0.00	0.00	0.00	0.49
17.00	5.00	5.00	5.00	3.14	0.00	0.00	0.00	4.88	0.00	0.00	0.00	0.55	0.00	0.00	0.00	1.59	0.00	0.00	0.00	0.00	0.00	2.39	0.00	0.00	0.00	0.00
18.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	1.71	0.00	0.78	0.00	0.60	0.00	0.00	0.00	0.57	0.00	0.00	0.64	0.00	0.00	0.89	0.00	0.00	0.00	0.99
19.00	4.99	4.99	4.99	0.35	0.00	0.00	0.00	3.70	0.00	1.12	0.00	0.16	0.00	0.00	0.00	0.33	0.00	0.00	0.89	0.00	0.00	1.67	0.00	0.66	0.00	0.49
20.00	5.00	5.00	5.00	0.11	0.00	0.00	0.00	2.92	0.00	0.00	0.00	0.98	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	2.59	0.00	0.00	0.00	0.00
21.00	4.99	4.99	4.99	0.77	0.00	0.00	0.00	2.85	0.00	2.11	0.00	0.75	0.00	0.00	0.00	0.00	0.00	0.00	1.95	0.00	0.00	5.00	0.00	1.83	0.00	2.48
22.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	2.37	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.74	0.00	0.04	0.00	0.00
23.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	0.85	0.00	1.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.27	0.00	0.00	0.00	5.09
24.00	4.99	4.99	4.99	0.02	0.00	0.00	0.00	0.27	0.00	0.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.00	4.73	0.00	0.00	0.00	0.00
25.00	5.00	5.00	5.00	0.53	0.00	0.00	0.00	0.22	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.55	0.00	0.00	0.00	2.05
26.00	4.99	4.99	4.99	0.00	0.00	0.00	0.00	2.20	0.00	0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.99	0.00	0.00	0.00	1.15
27.00	5.00	5.00	5.00	0.60	0.00	0.00	0.00	0.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	1.63
