Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.604s)
CreateVariables () DONE !!!
Creating 26 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24	ap-25
2.00	2.49	0.10	2.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.11	0.00	0.00	0.01	0.00	0.00	0.00	0.00
3.00	2.50	0.03	2.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.15	0.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	2.50	0.01	2.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.47	0.00	0.00	0.13	0.00	0.00	0.03	0.84	0.00	0.00	0.18	0.00	0.04	0.00	0.00
5.00	2.50	2.70	2.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.00	0.00	0.37	0.00	0.00	0.07	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00
6.00	2.50	2.50	2.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.37	0.00	0.00	0.04	0.00	0.00	1.34	0.78	0.00	0.00	1.32	0.00	0.00	0.00	0.00
7.00	2.49	2.49	2.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.56	0.00	0.00	1.94	0.00	0.00	0.21	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00
8.00	2.50	2.50	2.50	0.00	0.00	0.00	0.00	0.00	0.00	1.80	0.00	0.60	0.00	0.00	0.08	0.00	0.00	0.31	0.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00
9.00	2.50	2.50	2.50	0.00	0.00	0.00	0.00	0.00	0.00	2.63	0.00	0.00	0.00	0.00	2.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
10.00	2.50	2.50	2.50	0.00	0.00	0.00	0.00	0.00	0.20	2.50	0.00	0.00	0.00	0.00	2.50	0.00	0.00	0.08	0.60	0.06	0.00	0.00	0.00	0.00	0.00	0.00
11.00	2.50	2.50	2.50	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.00	1.46	0.00	0.00	0.66	0.00	0.00	1.66	0.59	0.00	0.00	0.00	0.00	0.07	0.00	0.00
12.00	2.49	2.49	2.49	0.00	0.00	0.00	0.00	0.00	0.27	0.89	0.00	0.38	0.00	0.00	0.00	0.00	0.00	0.09	1.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13.00	2.50	2.50	2.50	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.99	0.80	0.00	0.00	0.10	0.00	0.00	0.00	3.33
