Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.608s)
CreateVariables () DONE !!!
Creating 26 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24	ap-25
2.00	4.98	4.96	4.98	0.00	0.14	0.00	0.01	0.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.41
3.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	3.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.04	0.00	0.00	0.00	0.74
4.00	4.99	4.99	4.99	0.00	0.00	0.00	0.06	0.20	0.00	0.28	0.00	0.12	0.00	0.00	0.11	0.00	0.00	0.00	0.07	0.00	0.00	0.26	0.00	0.00	0.00	1.65
5.00	5.00	5.00	5.00	0.77	0.00	0.00	0.73	2.21	0.00	0.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.51
6.00	4.99	4.99	4.99	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.48
7.00	5.00	5.00	5.00	0.66	0.91	0.00	0.61	2.77	0.00	3.82	0.00	0.09	0.00	0.00	1.26	0.00	0.00	0.00	1.45	0.00	0.00	0.00	0.00	0.00	0.00	1.27
8.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	0.68	0.00	0.21	0.00	0.22	0.00	0.00	0.32	0.00	0.00	0.00	0.86	0.00	0.00	0.00	0.00	0.00	0.29	0.34
9.00	4.99	4.99	4.99	0.24	0.00	0.00	0.00	0.41	0.00	0.93	0.00	0.22	0.00	0.00	1.47	0.00	0.00	0.00	1.61	0.00	0.00	0.78	0.00	0.00	0.08	0.41
10.00	5.00	5.00	5.00	0.35	0.00	0.00	0.05	3.00	0.00	0.65	0.00	1.42	0.00	0.00	0.20	0.00	0.00	0.00	0.33	0.00	0.00	3.18	0.00	0.00	0.99	2.66
11.00	4.99	4.99	4.99	0.18	0.00	0.00	0.39	1.55	0.00	0.00	0.00	0.75	0.00	0.00	0.00	0.00	0.00	0.00	3.03	0.00	0.00	0.00	0.00	0.00	0.05	1.58
