Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.628s)
CreateVariables () DONE !!!
Creating 26 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24	ap-25
2.00	4.96	4.97	4.98	0.00	0.00	0.06	0.20	0.00	0.00	0.19	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.27	0.00	0.00	0.00	0.00
3.00	5.00	5.00	5.00	0.00	0.00	0.00	0.05	0.00	0.00	0.33	0.00	0.00	0.00	0.00	0.00	0.51	0.00	0.08	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00
4.00	4.99	4.99	4.99	0.00	0.00	0.11	0.32	0.00	0.00	0.72	0.00	0.00	0.00	0.00	0.00	0.93	0.00	0.00	0.00	0.00	0.00	0.04	0.00	1.71	0.00	0.00
5.00	5.00	5.00	5.00	0.00	0.00	0.00	0.14	0.00	0.00	0.62	0.00	0.00	0.00	0.00	0.00	1.11	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.62	0.00	0.00
6.00	4.99	4.99	4.99	0.00	0.24	0.00	0.00	0.00	0.00	1.68	0.00	0.00	0.00	0.00	0.00	1.79	0.00	0.29	0.00	0.00	0.00	1.00	0.00	0.60	0.00	0.01
7.00	5.00	5.00	5.00	0.00	0.06	0.00	0.08	0.00	0.00	1.34	0.00	0.00	0.00	0.00	0.98	0.05	0.00	1.31	0.00	0.00	0.00	0.53	0.00	0.01	0.00	0.00
8.00	5.00	5.00	5.00	0.00	0.00	0.44	1.27	0.00	0.00	1.52	0.00	0.00	0.00	0.00	0.24	0.89	0.00	2.25	0.00	0.02	0.00	1.13	0.00	1.19	0.00	0.00
9.00	4.99	4.99	4.99	0.00	0.58	0.49	0.14	0.00	0.00	1.44	0.00	0.00	0.00	0.00	0.25	0.89	0.00	0.86	0.00	0.00	0.00	0.58	0.00	2.10	0.00	0.35
10.00	5.00	5.00	5.00	0.00	0.00	0.86	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	1.25	1.95	0.00	0.00	0.00	0.01	0.00	0.15	0.00	1.91	0.00	0.73
11.00	4.99	4.99	4.99	0.00	0.15	0.00	0.00	0.00	0.00	1.60	0.00	0.00	0.00	0.00	1.02	0.00	0.00	0.01	0.00	0.00	0.00	0.27	0.00	1.27	0.00	0.55
12.00	5.00	5.00	5.00	0.00	0.00	0.00	2.13	0.00	0.00	4.23	0.00	0.00	0.00	0.00	0.15	0.00	0.00	2.63	0.00	0.00	0.00	1.45	0.00	0.26	0.00	0.00
13.00	5.00	5.00	5.00	0.00	0.38	0.01	0.62	0.00	0.00	2.18	0.00	0.00	0.00	0.00	1.60	0.39	0.00	1.11	0.00	0.00	0.00	0.94	0.00	0.05	0.00	0.19
14.00	4.99	4.99	4.99	0.00	0.00	0.00	0.00	0.00	0.00	1.75	0.00	0.00	0.00	0.00	0.00	0.53	0.00	2.44	0.00	0.00	0.00	0.52	0.00	0.53	0.00	0.27
15.00	5.00	5.00	5.00	0.00	0.00	0.00	0.42	0.00	0.00	0.41	0.00	0.00	0.00	0.00	0.00	2.72	0.00	0.42	0.00	0.94	0.00	1.33	0.00	4.63	0.00	0.16
16.00	4.99	4.99	4.99	0.00	0.00	1.12	0.79	0.00	0.00	3.73	0.00	0.00	0.00	0.00	0.05	0.87	0.00	0.02	0.00	0.00	0.00	0.45	0.00	2.72	0.00	0.00
17.00	5.00	5.00	5.00	0.00	0.00	0.00	1.38	0.00	0.00	3.10	0.00	0.00	0.00	0.00	0.00	2.60	0.00	2.73	0.00	0.00	0.00	0.00	0.00	1.94	0.00	0.00
18.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.54	0.00	0.00	0.00	0.00	0.00	1.08	0.00	0.73	0.00	0.00	0.00	0.15	0.00	0.49	0.00	1.80
19.00	4.99	4.99	4.99	0.00	0.00	0.82	0.16	0.00	0.00	0.53	0.00	0.00	0.00	0.00	0.00	0.28	0.00	0.64	0.00	0.00	0.00	0.29	0.00	1.55	0.00	0.16
20.00	5.00	5.00	5.00	0.00	0.91	0.00	0.00	0.00	0.00	2.12	0.00	0.00	0.00	0.00	0.00	0.88	0.00	0.95	0.00	0.00	0.00	0.84	0.00	0.78	0.00	1.06
21.00	4.99	4.99	4.99	0.00	0.19	0.00	0.99	0.00	0.00	2.71	0.00	0.00	0.00	0.00	0.00	0.82	0.00	1.79	0.00	0.00	0.00	1.72	0.00	0.00	0.00	1.88
22.00	5.00	5.00	5.00	0.00	0.92	0.00	0.39	0.00	0.00	5.04	0.00	0.00	0.00	0.00	0.09	4.60	0.00	3.85	0.00	0.00	0.00	0.84	0.00	0.00	0.00	1.27
23.00	5.00	5.00	5.00	0.00	0.12	0.00	0.01	0.00	0.00	1.34	0.00	0.00	0.00	0.00	0.00	0.86	0.00	0.92	0.00	0.00	0.00	0.69	0.00	0.00	0.00	0.48
24.00	4.99	4.99	4.99	0.00	0.22	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.71	0.00	0.00	0.00	1.61	0.00	3.05	0.00	0.28
25.00	5.00	5.00	5.00	0.00	1.18	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.25	0.00	2.12	0.00	0.48	0.00	0.00	0.00	2.11	0.00	0.00
26.00	4.99	4.99	4.99	0.00	0.00	0.00	0.00	0.00	0.00	4.46	0.00	0.00	0.00	0.00	0.20	0.00	0.00	1.66	0.00	0.00	0.00	0.06	0.00	1.63	0.00	0.00
27.00	5.00	5.00	5.00	0.00	0.54	0.00	0.00	0.00	0.00	4.98	0.00	0.00	0.00	0.00	0.00	0.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00
28.00	4.99	4.99	4.99	0.00	0.00	0.00	0.85	0.00	0.00	4.64	0.00	0.00	0.00	0.00	1.73	0.00	0.00	0.60	0.00	0.08	0.00	0.00	0.00	2.37	0.00	0.00
29.00	5.00	5.00	5.00	0.00	0.54	0.00	0.00	0.00	0.00	4.46	0.00	0.00	0.00	0.00	0.01	0.52	0.00	0.05	0.00	0.00	0.00	0.05	0.00	0.71	0.00	0.13
30.00	5.00	5.00	5.00	0.00	1.27	0.00	0.00	0.00	0.00	4.89	0.00	0.00	0.00	0.00	0.00	1.28	0.00	0.51	0.00	0.00	0.00	0.16	0.00	0.52	0.00	0.00
31.00	4.99	4.99	4.99	0.00	0.02	0.00	0.00	0.00	0.00	5.05	0.00	0.00	0.00	0.00	0.00	0.04	0.00	1.08	0.00	0.00	0.00	0.19	0.00	0.00	0.00	0.04
32.00	5.00	5.00	5.00	0.00	0.00	0.00	1.47	0.00	0.00	2.19	0.00	0.00	0.00	0.00	0.01	0.00	0.00	1.31	0.00	0.00	0.00	0.00	0.00	0.97	0.00	1.14
33.00	4.99	4.99	4.99	0.00	1.53	0.00	1.84	0.00	0.00	2.67	0.00	0.00	0.00	0.00	1.90	1.86	0.00	0.71	0.00	0.00	0.00	2.11	0.00	1.32	0.00	0.11
34.00	5.00	5.00	5.00	0.00	0.25	0.00	2.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.01	0.25	0.00	0.00	0.00	0.47	0.00	0.68	0.00	0.52	0.00	0.21
35.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.69	0.00	0.87	0.00	0.00	0.00	1.73	0.00	0.00	0.00	0.11
36.00	4.99	4.99	4.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.11	0.00	0.04	0.00	0.00	0.00	1.52	0.00	0.00	0.00	0.15
37.00	5.00	5.00	5.00	0.00	0.00	0.00	0.05	0.00	0.00	0.99	0.00	0.00	0.00	0.00	0.00	0.77	0.00	0.00	0.00	0.00	0.00	0.18	0.00	1.24	0.00	0.00
38.00	4.99	4.99	4.99	0.00	0.49	0.00	0.54	0.00	0.00	5.05	0.00	0.00	0.00	0.00	0.81	0.95	0.00	0.48	0.00	0.00	0.00	2.25	0.00	1.28	0.00	0.71
39.00	5.00	5.00	5.00	0.00	0.00	0.00	0.95	0.00	0.00	5.03	0.00	0.00	0.00	0.00	0.94	0.00	0.00	0.39	0.00	0.00	0.00	1.14	0.00	2.50	0.00	1.44
40.00	5.00	5.00	5.00	0.00	0.00	0.00	0.04	0.00	0.00	4.59	0.00	0.00	0.00	0.00	0.75	0.49	0.00	4.29	0.00	0.07	0.00	1.02	0.00	2.98	0.00	1.57
41.00	4.99	4.99	4.99	0.00	0.00	0.00	1.40	0.00	0.00	0.22	0.00	0.00	0.00	0.00	0.05	0.46	0.00	1.10	0.00	0.00	0.00	0.35	0.00	0.27	0.00	0.00
42.00	5.00	5.00	5.00	0.00	0.13	0.00	0.00	0.00	0.00	0.46	0.00	0.00	0.00	0.00	1.19	0.84	0.00	0.15	0.00	0.00	0.00	1.00	0.00	2.21	0.00	3.50
