Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.545s)
CreateVariables () DONE !!!
Creating 26 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24	ap-25
2.00	2.49	2.49	2.49	0.00	0.00	0.15	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	2.50	2.50	2.50	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	2.50	2.50	2.50	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	2.50	2.50	2.50	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.00	0.10	0.00	0.00	0.01	0.10	0.00	0.00	0.35	0.00	0.00	0.38	0.00	0.06	0.00	0.04
6.00	2.50	2.50	2.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.48	0.00	0.00	0.20	0.00	0.00	0.00	0.40	0.00	0.00	0.06	0.00	2.73	0.00	0.00
7.00	2.49	2.49	2.49	0.00	0.00	0.61	0.00	0.00	0.00	0.00	0.00	0.60	0.00	0.00	1.55	0.00	0.00	0.00	0.46	0.00	0.00	0.65	0.00	0.66	0.00	0.00
8.00	2.50	2.50	2.50	0.00	0.00	0.62	0.00	0.00	0.00	0.11	0.00	0.29	0.00	0.00	0.77	0.00	0.00	0.00	0.00	0.00	0.00	0.59	0.00	2.36	0.00	0.00
9.00	2.50	2.50	2.50	0.00	0.00	0.07	0.00	0.00	0.00	0.14	0.00	1.71	0.00	1.17	2.24	0.00	0.00	0.00	0.00	0.00	0.00	0.67	0.00	0.24	0.00	0.00
10.00	2.50	2.50	2.50	0.00	0.00	0.00	0.00	0.00	0.00	0.17	0.00	0.29	0.00	0.00	0.33	0.00	0.00	1.18	0.00	0.00	0.00	2.97	0.00	0.16	0.00	0.00
11.00	2.50	2.50	2.50	0.00	0.00	0.90	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.00	2.08	0.00	0.00	0.00	1.08	0.00	0.00	0.12	0.00	1.57	0.00	0.00
12.00	2.49	2.49	2.49	0.00	0.00	0.00	0.00	0.00	0.00	0.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.39	0.00	1.81	0.00	0.00
13.00	2.50	2.50	2.50	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	2.12	0.00	0.19	0.00	0.00	0.00	0.64	0.00	0.00	0.00	2.56	0.00	0.37	0.00	0.00
14.00	2.50	2.50	2.50	0.00	0.53	0.00	0.00	0.00	0.00	0.94	0.00	1.55	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.24	0.00	1.19
15.00	2.50	2.50	2.50	0.00	0.00	0.16	0.00	0.00	0.00	0.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.63	0.00	0.15
16.00	2.50	2.50	2.50	0.00	0.00	0.87	0.00	0.00	0.00	0.23	0.00	0.94	0.00	1.60	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	2.04	0.00	1.27
17.00	2.50	2.50	2.50	0.00	0.00	0.00	0.00	0.00	0.00	2.77	0.00	0.07	0.00	0.00	0.37	0.00	0.00	0.00	0.00	0.00	0.00	0.74	0.00	0.53	0.00	1.57
18.00	2.49	2.49	2.49	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.10	0.00	0.91	1.24	0.00	0.00	1.30	0.00	0.00	0.00	0.38	0.00	0.00	0.00	0.27
19.00	2.50	2.50	2.50	0.00	0.00	0.66	0.00	0.00	0.00	0.63	0.00	0.34	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.34	0.00	1.34	0.00	0.99
20.00	2.50	2.50	2.50	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.13	0.00	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.18	0.00	1.99
21.00	2.50	2.50	2.50	0.00	0.00	0.00	0.00	0.00	0.00	2.21	0.00	0.00	0.00	0.01	0.95	0.00	0.00	1.17	0.00	0.00	0.00	0.17	0.00	1.09	0.00	0.00
22.00	2.50	2.50	2.50	0.00	0.00	1.38	0.00	0.00	0.00	0.29	0.00	0.00	0.00	0.00	0.66	0.00	0.00	0.84	0.00	0.00	0.00	0.00	0.00	0.30	0.00	0.08
23.00	2.49	2.49	2.49	0.00	0.00	0.66	0.00	0.00	0.00	0.23	0.00	0.10	0.00	0.00	0.08	0.00	0.00	1.64	0.00	0.00	0.00	0.51	0.00	1.13	0.00	0.07
24.00	2.50	2.50	2.50	0.00	0.00	0.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.19	0.00	0.00	0.10	0.00	0.00	0.00	1.87	0.00	0.00	0.00	0.18
25.00	2.50	2.50	2.50	0.00	0.00	0.09	0.00	0.00	0.00	0.46	0.00	0.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.06	0.00	0.00	0.00	0.13
26.00	2.50	2.50	2.50	0.00	0.00	0.11	0.00	0.00	0.00	1.59	0.00	1.24	0.00	0.00	0.62	0.00	0.00	0.00	0.00	0.00	0.00	0.40	0.00	0.28	0.00	0.00
27.00	2.50	2.50	2.50	0.00	0.00	0.00	0.00	0.00	0.00	2.50	0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.32
28.00	2.49	2.49	2.49	0.00	0.00	0.60	0.00	0.00	0.00	0.11	0.00	1.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.21	0.00	0.00	0.00	1.13
29.00	2.50	2.50	2.50	0.00	0.00	0.00	0.00	0.00	0.00	1.06	0.00	0.89	0.00	0.00	0.37	0.00	0.00	1.61	0.00	0.00	0.00	1.77	0.00	0.00	0.00	0.09
30.00	2.50	2.50	2.50	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.18	0.62	0.00	0.00	0.22	3.32	0.00	0.00	0.03	0.00	0.00	0.00	0.00
31.00	2.50	2.50	2.50	0.00	0.00	0.90	0.00	0.00	0.00	1.66	0.00	0.22	0.00	0.00	0.00	0.00	0.00	0.00	0.80	0.00	0.00	1.57	0.00	1.39	0.00	1.51
32.00	2.50	2.50	2.50	0.00	0.00	0.00	0.00	0.00	0.00	2.50	0.00	0.43	0.00	0.00	2.19	0.00	0.00	0.31	0.35	0.00	0.00	0.00	0.00	0.00	0.00	0.15
33.00	2.50	2.50	2.50	0.00	0.00	0.23	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.39	0.00	0.00	0.00	1.43	0.00	0.00	0.00	0.00	0.00	0.03	0.00	1.07
34.00	2.49	2.49	2.49	0.00	0.00	1.65	0.00	0.00	0.00	0.43	0.00	0.25	0.00	0.00	2.20	0.00	0.00	0.00	0.15	0.00	0.00	0.43	0.00	0.60	0.00	0.33
35.00	2.50	2.50	2.50	0.00	0.00	0.65	0.00	0.00	0.00	0.00	0.00	1.18	0.00	0.00	1.69	0.00	0.00	0.00	2.53	0.00	0.00	0.31	0.00	0.30	0.00	1.10
36.00	2.50	2.50	2.50	0.00	0.00	0.11	0.00	0.00	0.00	1.81	0.00	0.88	0.00	0.00	0.62	0.00	0.00	0.00	2.50	0.00	0.00	0.00	0.00	0.00	0.00	0.25
37.00	2.50	2.50	2.50	0.00	0.00	0.14	0.00	0.00	0.00	1.12	0.00	1.19	0.00	0.00	0.34	0.00	0.00	0.47	0.30	0.00	0.00	0.00	0.00	0.00	0.00	1.71
38.00	2.50	2.50	2.50	0.00	0.00	1.91	0.00	0.00	0.00	1.96	0.00	1.24	0.00	0.00	0.00	0.00	0.00	0.91	1.00	0.00	0.00	0.16	0.00	0.21	0.00	0.17
39.00	2.49	2.49	2.49	0.00	0.00	0.00	0.00	0.00	0.00	0.55	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.15	3.03	0.00	0.00	0.00	0.00	0.24	0.00	1.66
40.00	2.50	2.50	2.50	0.00	0.00	0.22	0.00	0.00	0.00	1.47	0.00	0.76	0.00	0.00	0.98	0.00	0.00	0.00	0.98	0.00	0.00	0.00	0.00	1.57	0.00	0.00
41.00	2.50	2.50	2.50	0.00	0.00	0.00	0.00	0.00	0.00	1.97	0.00	2.52	0.00	0.00	0.15	0.00	0.00	1.34	0.76	0.00	0.00	0.16	0.00	0.67	0.00	1.65
42.00	2.50	2.50	2.50	0.00	0.00	0.00	0.00	0.00	0.00	2.50	0.00	0.85	0.00	0.00	0.00	0.00	0.00	0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
43.00	2.50	2.50	2.50	0.00	0.00	0.00	0.00	0.00	0.00	2.50	0.00	0.16	0.00	0.00	0.27	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.03
44.00	2.50	2.50	2.50	0.00	0.00	0.00	0.00	0.00	0.00	2.22	0.00	0.00	0.00	0.00	0.46	0.00	0.00	0.42	0.03	0.00	0.00	0.96	0.00	1.21	0.00	1.56
45.00	2.49	2.49	2.49	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	2.87	0.00	0.00	0.00	1.06
46.00	2.50	2.50	2.50	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.41	0.00	0.00	0.00	2.50	0.00	0.00	0.00	0.00
47.00	2.50	2.50	2.50	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.99	0.00	0.00	0.07	0.00	0.00	0.72	0.30	0.00	0.00	1.05	0.04	0.19	0.00	0.31
48.00	2.50	2.50	2.50	0.00	0.00	0.00	0.00	0.00	0.00	0.35	0.00	0.16	0.00	0.00	0.15	0.00	0.00	0.53	0.00	0.00	0.00	0.15	0.07	0.04	0.00	0.55
49.00	2.50	2.50	2.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.31	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	1.94	0.11	1.09	0.00	2.31
50.00	2.49	2.49	2.49	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.13	0.00	0.00	0.95	0.00	0.00	0.38	0.60	0.00	0.00	0.00	1.72	0.34	0.00	0.09
51.00	2.50	2.50	2.50	0.00	0.00	0.00	0.00	0.00	0.00	0.22	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	3.49	2.50	0.07	0.00	0.14
52.00	2.50	2.50	2.50	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.06	2.50	0.00	0.00	0.08
53.00	2.50	2.50	2.50	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.93	0.00	0.00	1.08	0.00	0.00	1.18	0.27	0.00	0.00	0.00	0.94	0.10	0.00	0.10
54.00	2.50	2.50	2.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.98	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.07	0.08	0.00	0.00
55.00	2.49	2.49	2.49	0.00	0.00	0.00	0.00	0.00	0.00	1.29	0.00	1.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.17	0.63	1.38	0.00	0.00
56.00	2.50	2.50	2.50	0.00	0.00	0.00	0.00	0.00	0.00	0.97	0.00	1.32	0.00	0.00	1.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.73	1.16	0.00	1.25
57.00	2.50	2.50	2.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.81	0.00	0.00	0.73	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.59
58.00	2.50	2.50	2.50	0.00	0.00	0.00	0.00	0.00	0.00	0.84	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.33	0.00	0.00	0.00	2.94	0.00	0.03	0.00	0.06
59.00	2.50	2.50	2.50	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.50	0.07	0.00	0.00	0.18
60.00	2.50	2.50	2.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.01	0.32	0.00	0.14
61.00	2.49	2.49	2.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.95	0.00	0.00	0.09	0.00	0.00	0.54	0.00	0.00	0.00	0.15	0.22	0.46	0.00	1.37
62.00	2.50	2.50	2.50	0.00	0.00	0.00	0.00	0.00	0.00	1.29	0.00	0.00	0.00	0.00	0.29	0.00	0.00	0.87	0.00	0.00	0.00	0.40	0.07	0.00	0.00	0.00
63.00	2.50	2.50	2.50	0.00	0.00	0.00	0.00	0.00	0.00	0.81	0.00	0.00	0.00	0.00	1.89	0.00	0.00	0.11	0.00	0.00	0.00	0.50	0.00	0.04	0.00	0.14
