Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.618s)
CreateVariables () DONE !!!
Creating 26 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24	ap-25
2.00	4.98	4.96	4.99	0.13	0.00	0.00	0.00	0.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.00	0.00	0.05	1.52
3.00	5.00	5.00	5.00	0.08	0.00	0.00	0.22	2.53	0.00	0.00	0.00	0.04	0.00	0.00	0.02	0.00	0.00	0.32	0.00	0.00	0.00	2.11	0.00	0.00	0.00	0.00
4.00	4.99	4.99	4.99	0.04	0.00	0.00	0.00	0.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.42
5.00	5.00	5.00	5.00	0.00	0.00	0.00	0.02	1.42	0.00	1.26	0.00	0.04	0.00	0.00	1.00	0.00	0.00	0.13	0.46	0.00	0.00	0.60	0.00	0.00	0.00	0.88
6.00	4.99	4.99	4.99	0.35	0.00	0.00	0.77	0.38	0.00	0.41	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.28	0.00	0.00	0.00	0.91	0.00	0.00	0.98	0.11
7.00	5.00	5.00	5.00	0.06	0.00	0.00	0.35	0.05	0.00	1.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.99	0.00	0.00	0.00	0.62	0.00	0.00	0.05	0.05
8.00	5.00	5.00	5.00	0.00	0.00	0.29	0.24	0.06	0.00	0.13	0.00	0.93	0.00	0.00	2.72	0.00	0.00	0.00	0.04	0.00	0.00	0.52	0.00	0.00	1.15	2.81
9.00	4.99	4.99	4.99	0.02	0.00	0.40	1.40	0.51	0.00	1.42	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.09	0.00	0.00	0.00	1.87	0.00	0.00	0.00	2.78
10.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	0.61	0.00	0.12	0.00	0.24	0.00	0.00	0.00	0.00	0.00	0.15	0.33	0.00	0.00	0.57	0.00	0.00	0.95	1.54
11.00	4.99	4.99	4.99	0.12	0.00	0.00	0.16	0.02	0.00	2.26	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.80	0.82	0.00	0.00	1.97	0.00	0.00	1.26	0.99
12.00	5.00	5.00	5.00	0.00	0.00	0.72	1.61	0.80	0.00	2.83	0.00	0.00	0.00	0.00	1.37	0.00	0.00	0.00	0.19	0.00	0.00	2.31	0.00	0.00	1.21	3.53
13.00	5.00	5.00	5.00	0.39	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.97	0.00	0.00	1.77	0.51	0.00	0.00	0.00	0.00	0.00	0.00	3.39
14.00	4.99	4.99	4.99	0.00	0.00	0.00	0.77	0.42	0.00	0.88	0.00	0.00	0.00	0.00	1.44	0.00	0.00	1.93	0.21	0.00	0.00	1.21	0.00	0.00	1.48	0.00
15.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	2.07	0.00	2.24	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.64	0.00	0.00	0.00	1.20
16.00	4.99	4.99	4.99	0.66	0.00	0.00	0.00	2.28	0.00	2.73	0.00	0.00	0.00	0.00	2.38	0.00	0.00	0.51	0.24	0.00	0.00	0.67	0.00	0.00	0.00	4.99
17.00	5.00	5.00	5.00	0.00	0.00	0.37	0.41	1.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.89	1.81	0.00	0.00	1.18	0.00	0.00	0.00	2.17
18.00	5.00	5.00	4.99	0.00	0.00	0.00	0.00	0.55	0.00	0.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.77	0.00	0.00	2.59	0.00	0.00	0.05	6.16
19.00	4.99	4.99	5.00	0.05	0.00	0.00	0.32	1.10	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.39	0.00	0.00	0.00	3.86	0.00	0.00	0.00	1.99
20.00	5.00	5.00	5.00	1.75	0.00	0.00	0.37	4.33	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00	4.63	0.00	0.00	0.06	0.13
21.00	4.99	4.99	4.99	0.00	0.00	0.00	0.91	1.14	0.00	0.00	0.00	0.13	0.00	0.00	0.02	0.00	0.00	0.00	1.19	0.00	0.00	2.39	0.00	0.00	0.00	0.00
22.00	5.00	5.00	5.00	0.00	0.00	0.07	0.15	3.01	0.00	0.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	3.85	0.00	0.00	0.00	0.00
23.00	5.00	5.00	5.00	0.00	0.00	0.00	0.57	1.85	0.00	0.11	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.92	0.00	0.00	0.00	2.38	0.00	0.00	0.00	0.06
24.00	4.99	4.99	4.99	0.16	0.00	0.00	1.70	3.31	0.00	1.65	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.13	0.06	0.00	0.00	0.86	0.00	0.00	0.00	1.72
25.00	5.00	5.00	5.00	0.00	0.00	1.02	0.97	5.00	0.00	2.73	0.00	0.07	0.00	0.00	0.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.28
26.00	4.99	4.99	4.99	0.00	0.00	0.04	0.69	1.94	0.00	2.06	0.00	0.22	0.00	0.00	0.01	0.00	0.00	0.42	0.00	0.00	0.00	0.71	0.00	0.00	0.13	0.61
27.00	5.00	5.00	5.00	1.48	0.00	0.55	0.54	1.10	0.00	1.18	0.00	0.15	0.00	0.00	1.79	0.00	0.00	0.02	0.57	0.00	0.00	1.88	0.00	0.00	0.46	3.99
28.00	4.99	4.99	4.99	1.24	0.00	0.00	1.12	0.40	0.00	0.07	0.00	0.94	0.00	0.00	1.66	0.00	0.00	0.02	0.61	0.00	0.00	0.15	0.00	0.00	0.14	0.99
29.00	5.00	5.00	5.00	0.00	0.00	0.27	0.28	1.34	0.00	0.72	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.20	0.15	0.00	0.00	1.26	0.00	0.00	0.01	0.00
30.00	5.00	5.00	5.00	0.00	0.00	0.65	1.54	1.77	0.00	1.24	0.00	0.00	0.00	0.00	0.53	0.00	0.00	0.31	0.02	0.00	0.00	0.00	0.00	0.00	0.62	1.78
31.00	4.99	4.99	4.99	0.47	0.00	0.00	1.22	0.81	0.00	3.57	0.00	0.62	0.00	0.00	0.00	0.00	0.00	0.00	1.30	0.00	0.00	0.84	0.00	0.00	0.00	0.08
32.00	5.00	5.00	5.00	1.01	0.00	1.27	2.43	5.00	0.00	2.63	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	2.76	0.00	0.00	0.15	3.83
33.00	4.99	4.99	4.99	0.59	0.00	0.21	1.84	1.90	0.00	0.37	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.60	1.33	0.00	0.00	1.51	0.00	0.00	0.57	0.52
34.00	5.00	5.00	5.00	0.02	0.00	0.00	0.00	1.80	0.00	2.48	0.00	0.18	0.00	0.00	0.02	0.00	0.00	0.16	0.00	0.00	0.00	1.11	0.00	0.00	1.04	1.01
35.00	5.00	5.00	5.00	0.01	0.00	0.59	0.93	0.49	0.00	1.94	0.00	0.20	0.00	0.00	0.49	0.00	0.00	1.13	0.09	0.00	0.00	4.42	0.00	0.00	0.00	2.68
36.00	4.99	4.99	4.99	0.00	0.00	0.34	1.94	1.21	0.00	0.00	0.00	0.93	0.00	0.00	0.07	0.00	0.00	1.01	0.88	0.00	0.00	4.99	0.00	0.00	0.00	0.00
37.00	5.00	5.00	5.00	0.02	0.00	0.00	0.07	0.88	0.00	4.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	3.97	0.00	0.00	2.71	2.73
38.00	4.99	4.99	4.99	0.05	0.00	0.00	4.15	0.00	0.00	4.80	0.00	0.00	0.00	0.00	2.20	0.00	0.00	1.01	0.00	0.00	0.00	0.05	0.00	0.00	0.25	4.55
39.00	5.00	5.00	5.00	2.03	0.00	0.06	0.57	1.07	0.00	0.44	0.00	0.04	0.00	0.00	0.00	0.00	0.00	2.32	0.29	0.00	0.00	0.39	0.00	0.00	0.19	0.46
40.00	5.00	5.00	5.00	0.71	0.00	0.00	0.00	0.37	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.00	0.00	0.28	3.44
41.00	4.99	4.99	4.99	0.13	0.00	0.00	0.19	0.02	0.00	1.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.78	0.00	0.00	1.99	0.00	0.00	0.12	3.80
42.00	5.00	5.00	5.00	0.00	0.00	0.00	2.32	4.51	0.00	1.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.32	0.00	0.00	0.00	1.01	0.00	0.00	0.00	3.14
43.00	4.99	4.99	4.99	0.74	0.00	0.00	0.06	3.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.62	0.00	0.00	0.00	0.14	0.00	0.00	0.16	2.21
44.00	5.00	5.00	5.00	2.44	0.00	0.01	1.20	3.60	0.00	0.00	0.00	0.00	0.00	0.00	1.14	0.00	0.00	0.00	3.18	0.00	0.00	0.00	0.00	0.00	0.34	3.62
45.00	5.00	5.00	5.00	2.06	0.00	0.00	0.00	2.39	0.00	1.27	0.00	0.12	0.00	0.00	0.08	0.00	0.00	0.00	0.25	0.00	0.00	3.00	0.00	0.00	0.00	0.01
46.00	4.99	4.99	4.99	0.00	0.00	0.00	1.65	2.97	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	1.92	0.02	0.00	0.00	1.84	0.00	0.00	0.00	1.72
47.00	5.00	5.00	5.00	0.86	0.00	0.00	0.46	3.47	0.00	4.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.18	0.00	0.00	3.72	0.00	0.00	0.14	1.86
48.00	4.99	4.99	4.99	1.25	0.00	0.00	0.01	0.32	0.00	0.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.33	0.00	0.00	2.50	0.00	0.00	0.89	0.00
49.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	3.11	0.00	4.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.99	0.00	0.00	0.00	0.00	0.00	1.42	0.99
50.00	5.00	5.00	5.00	0.00	0.00	0.00	1.12	0.33	0.00	0.80	0.00	0.28	0.00	0.00	2.25	0.00	0.00	1.72	0.00	0.00	0.00	4.27	0.00	0.00	0.64	2.37
