Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.338s)
CreateVariables () DONE !!!
Creating 15 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14
2.00	0.00	0.00	1.50	0.00	0.00	0.00	1.61	1.99	1.39	0.00	0.00	0.00	1.30	1.57	0.00
3.00	0.00	0.00	1.31	0.78	0.00	0.00	1.01	2.00	0.99	0.00	0.49	0.00	0.65	0.73	0.00
4.00	0.00	0.00	0.94	1.73	0.59	0.00	1.40	2.00	1.02	0.18	0.67	0.66	0.39	0.89	0.00
5.00	0.00	0.00	0.14	0.04	0.21	0.22	0.59	2.00	0.21	0.22	0.25	0.28	0.00	0.57	0.00
6.00	0.00	0.00	0.44	0.19	0.07	0.07	1.02	2.00	0.00	0.00	0.07	0.27	0.14	0.02	0.16
7.00	0.00	0.00	1.44	1.64	1.53	0.00	0.69	2.00	1.26	0.00	0.00	0.52	0.13	0.19	0.00
8.00	0.00	0.00	1.39	0.80	0.86	0.00	0.95	1.99	0.87	0.00	0.26	0.24	0.74	0.98	0.49
9.00	0.00	0.00	0.82	1.71	0.38	0.19	0.51	2.00	1.04	0.00	0.12	1.92	0.75	1.08	0.00
10.00	0.00	0.00	1.53	0.66	0.88	0.84	1.91	2.00	0.68	0.00	0.84	1.70	1.59	0.73	0.00
11.00	0.00	0.00	0.75	0.29	0.00	0.39	1.48	2.00	0.46	0.00	0.37	0.47	1.20	0.87	0.00
12.00	0.00	0.00	0.95	0.81	0.00	0.25	0.67	2.00	0.61	0.00	0.18	0.59	1.02	0.25	0.00
13.00	0.22	0.00	0.48	0.57	0.00	0.39	1.07	2.00	1.04	0.00	0.44	0.72	0.93	0.64	0.00
14.00	0.51	0.00	1.47	0.53	0.00	0.22	0.80	1.99	0.08	0.00	0.21	0.85	0.77	0.42	0.00
15.00	0.34	0.00	0.80	0.44	0.69	0.00	0.00	2.00	1.28	0.00	0.00	0.33	0.31	1.20	0.00
16.00	0.41	0.00	0.97	0.78	0.26	0.04	0.38	2.00	0.93	0.00	0.02	0.47	1.25	0.14	0.66
17.00	0.35	0.00	1.21	0.15	0.00	0.00	0.61	2.00	0.12	0.00	0.00	0.22	0.00	0.00	0.15
