Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.287s)
CreateVariables () DONE !!!
Creating 23 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22
2.00	7.14	6.83	6.59	0.00	2.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.45	0.00	1.04	0.00	1.34	0.00	0.00	0.00	0.00	0.00
3.00	7.20	6.90	6.59	0.00	2.17	0.00	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.69	0.00	1.93	0.00	0.94	0.00	0.00	0.00	0.00	0.65
4.00	7.21	6.90	6.61	0.00	0.00	0.00	0.77	0.00	0.00	0.00	0.00	0.00	1.22	0.33	0.00	2.31	0.00	0.61	0.08	0.14	0.11	0.00	0.49
5.00	7.20	6.90	6.59	0.00	0.00	0.00	0.64	0.00	0.00	0.00	0.05	1.72	2.28	0.00	0.00	0.72	0.00	1.30	0.00	0.16	0.14	0.00	2.07
6.00	7.21	6.90	6.61	0.00	0.00	0.00	0.75	0.00	0.00	0.00	0.71	0.80	0.00	0.00	0.00	1.18	0.00	1.12	0.28	0.18	0.19	0.01	0.74
7.00	7.20	6.90	6.59	0.00	2.39	0.00	1.81	0.00	0.00	0.00	0.18	1.41	0.00	0.07	0.00	2.89	0.01	0.14	0.24	0.19	0.14	0.04	0.00
8.00	7.20	6.90	6.61	0.00	1.88	0.00	1.19	0.00	0.00	0.00	0.15	2.13	1.11	0.00	0.00	1.46	0.35	0.02	0.39	0.68	0.53	0.00	0.99
9.00	7.21	6.90	6.59	0.00	0.61	0.00	1.47	0.00	0.00	0.00	0.38	1.22	0.31	0.87	0.33	2.57	0.00	0.31	0.21	0.01	0.01	0.00	0.44
10.00	7.20	6.90	6.61	0.00	0.05	0.00	0.54	0.00	0.00	0.00	0.69	1.41	3.03	0.00	0.00	1.07	0.00	2.28	0.14	0.00	0.00	0.48	2.17
11.00	7.21	6.90	6.59	0.00	1.48	0.00	1.05	0.00	0.00	0.00	0.29	0.80	0.00	0.37	0.00	2.12	0.00	0.94	0.45	0.00	0.00	0.12	1.11
12.00	7.20	6.90	6.61	0.00	0.00	0.00	1.31	0.00	0.00	0.54	0.00	0.49	3.78	0.33	0.44	2.68	0.00	0.15	0.16	0.00	0.02	0.00	1.77
13.00	7.20	6.90	6.59	0.00	2.03	0.00	0.19	0.00	0.00	0.40	0.00	0.79	1.22	0.25	0.34	2.05	0.01	0.64	0.88	0.59	0.46	0.00	2.18
14.00	7.21	6.90	6.61	0.00	4.57	0.00	0.22	0.00	0.00	0.54	0.72	2.38	2.76	0.13	0.34	0.60	0.14	0.59	0.31	0.00	0.48	0.00	0.01
15.00	7.20	6.90	6.59	0.00	0.00	0.00	0.77	0.00	0.00	0.00	0.28	1.38	0.00	1.86	0.00	1.07	0.00	0.28	0.59	0.52	0.40	0.09	0.11
16.00	7.21	6.90	6.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.00	0.00	0.35	0.00	0.31	0.57	0.00	0.61	0.31	0.24	0.00	2.56
17.00	7.20	6.89	6.61	0.00	3.50	0.00	0.28	0.00	0.00	0.13	0.00	0.80	0.00	0.00	0.11	1.25	0.00	1.15	0.44	0.00	0.00	0.00	0.98
18.00	7.21	6.90	6.59	0.00	1.97	0.00	0.06	0.00	0.00	0.55	2.23	0.49	0.00	0.00	0.44	1.84	0.00	2.64	0.19	0.21	0.09	0.69	0.92
19.00	7.20	6.90	6.61	0.00	2.67	0.00	1.11	0.00	0.00	0.00	0.00	1.11	0.00	0.00	0.00	1.80	0.00	1.57	0.40	1.24	0.93	0.00	1.79
20.00	7.20	6.90	6.59	0.00	2.89	0.00	0.00	0.00	0.00	0.00	0.00	0.95	0.31	1.02	0.00	0.00	0.00	1.47	0.14	0.00	0.00	0.00	0.89
21.00	7.21	6.90	6.61	0.00	0.99	0.00	1.28	0.00	0.00	0.00	0.00	0.91	0.00	0.00	0.00	0.16	0.00	2.36	0.25	1.44	1.15	0.00	0.00
22.00	7.20	6.90	6.59	0.00	1.79	0.00	1.47	0.00	0.00	0.13	0.00	0.18	0.61	0.00	0.51	1.33	0.02	0.24	0.55	0.54	0.42	0.00	0.47
23.00	7.21	6.90	6.61	0.00	0.49	0.00	1.52	0.00	0.00	0.49	0.00	2.39	0.80	0.00	0.19	1.66	1.01	1.90	0.62	0.64	0.48	0.00	0.00
24.00	7.20	6.90	6.59	0.00	0.00	0.00	0.94	0.00	0.00	0.00	0.00	1.55	0.00	0.00	0.11	1.22	0.00	0.80	0.42	0.68	0.54	0.00	0.00
25.00	7.20	6.90	6.61	0.00	0.00	0.00	2.30	0.00	0.00	0.06	0.00	3.45	0.00	1.34	0.58	2.10	0.00	1.53	0.05	0.62	0.48	0.00	0.48
26.00	7.21	6.90	6.59	0.00	2.16	0.00	0.26	0.00	0.00	0.00	0.00	0.95	0.18	0.64	0.00	0.44	0.00	0.04	0.66	0.32	0.28	0.00	2.18
27.00	7.20	6.90	6.61	0.00	0.49	0.00	0.40	0.00	0.00	0.00	0.00	1.37	0.05	0.33	0.00	0.82	0.00	1.67	0.48	0.04	0.01	0.01	0.65
28.00	7.21	6.90	6.59	0.00	3.45	0.00	0.71	0.00	0.00	0.00	3.00	2.00	1.42	0.32	0.00	0.78	0.00	0.62	0.21	0.37	0.66	0.00	1.22
29.00	7.20	6.90	6.59	0.00	4.56	0.00	3.29	0.00	0.00	0.00	1.55	0.00	0.00	0.49	0.00	2.41	0.00	0.98	0.98	0.00	0.01	0.00	2.38
30.00	7.20	6.90	6.61	0.00	0.00	0.00	1.74	0.00	0.00	0.21	0.00	2.76	1.52	0.54	0.12	2.41	0.00	0.00	0.15	0.12	0.09	0.00	1.60
31.00	7.21	6.90	6.59	0.00	1.71	0.00	1.47	0.00	0.00	0.00	1.48	0.49	0.20	0.14	0.00	2.51	0.00	1.39	0.02	1.07	0.88	0.00	0.00
32.00	7.20	6.90	6.61	0.00	0.00	0.00	0.72	0.00	0.00	0.00	0.00	0.00	3.11	0.78	0.00	0.60	0.59	0.95	0.38	0.19	0.14	0.00	0.00
33.00	7.21	6.90	6.59	0.00	0.00	0.00	0.33	0.00	0.00	0.00	0.86	0.00	3.37	1.27	0.00	0.85	0.14	1.24	0.53	0.09	0.07	0.00	0.71
34.00	7.20	6.89	6.61	0.00	2.94	0.00	2.59	0.00	0.00	0.00	0.73	0.00	1.83	0.13	0.00	1.84	0.00	0.15	0.16	0.16	0.14	0.00	0.49
35.00	7.21	6.90	6.59	0.00	0.00	0.00	2.03	0.00	0.00	0.49	1.37	0.00	1.06	0.31	0.49	1.12	0.00	1.68	0.64	0.68	0.62	0.00	0.49
36.00	7.20	6.90	6.61	0.00	1.31	0.00	0.66	0.00	0.00	0.00	0.00	4.35	0.61	0.61	0.00	0.59	0.00	0.89	0.19	0.00	0.00	0.00	0.05
37.00	7.20	6.90	6.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.92	0.00	0.75	0.00	0.00	0.00	0.31	0.78	0.20	0.11	0.00	2.17
38.00	7.21	6.90	6.61	0.00	1.71	0.00	0.26	0.00	0.00	0.00	0.00	0.28	0.00	0.02	0.00	3.17	0.00	0.00	0.28	0.55	0.45	0.00	1.07
39.00	7.20	6.90	6.59	0.00	0.99	0.00	3.89	0.00	0.00	0.80	0.00	0.00	1.11	0.33	0.81	2.11	0.00	1.21	0.62	1.07	0.86	0.00	1.38
40.00	7.21	6.90	6.61	0.00	1.22	0.00	3.42	0.00	0.00	0.00	0.00	0.80	1.94	0.00	0.52	2.54	0.00	1.44	0.55	0.08	0.24	0.00	2.11
41.00	7.20	6.90	6.59	0.00	2.92	0.00	0.00	0.00	0.00	0.16	0.00	0.00	3.83	0.00	0.11	1.85	0.00	1.84	0.62	0.16	0.14	0.00	1.81
42.00	7.20	6.90	6.59	0.00	4.23	0.00	0.62	0.00	0.00	0.00	3.26	0.00	1.88	0.06	0.49	1.74	0.00	1.99	0.33	2.10	1.63	0.00	1.72
43.00	7.21	6.90	6.61	0.00	0.31	0.00	0.01	0.00	0.00	0.00	0.00	1.55	0.06	0.33	0.00	0.59	0.00	0.12	0.72	0.61	0.49	0.00	1.86
44.00	7.20	6.90	6.59	0.00	0.13	0.00	0.78	0.00	0.00	0.00	0.00	0.18	1.99	1.07	0.00	1.15	0.21	1.86	0.27	0.25	0.20	0.00	1.39
45.00	7.21	6.90	6.61	0.00	0.00	0.00	1.41	0.00	0.00	0.49	0.00	0.00	1.68	0.00	0.27	1.17	0.00	1.81	0.71	0.32	0.28	0.09	0.00
46.00	7.20	6.90	6.59	0.00	1.84	0.00	0.55	0.00	0.00	0.00	0.00	0.46	2.81	0.00	0.00	1.07	0.00	1.28	0.04	0.40	0.31	0.26	0.92
